报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4842,3901,4068,4195,2062,2077,2111,2140,2167,2195,665,692,712,740,766,845,896,992,
开发支出(万元),3319,2251,1576,1411,3186,2780,2397,2273,2143,2041,1972,1779,1743,1664,1622,1374,888,26,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),226,259,98,66,73,52,93,106,94,73,97,109,113,111,42,9,16,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),861,800,646,652,562,501,350,318,283,297,254,265,265,267,261,256,207,208,
其他非流动资产(万元),12887,5710,5592,5102,5100,5170,5109,5094,1209,126,--,--,--,--,--,--,--,--,
非流动资产合计(万元),35810,26362,25355,24809,24597,24012,22873,22834,17910,16020,12745,12476,11699,11292,11113,9375,8313,5781,
资产总计(万元),74139,73647,72907,72158,71733,70067,61893,60146,61772,60070,57043,54406,24956,22411,19925,19753,14941,10929,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,20,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),2581,2542,2779,3050,3006,2850,2108,2373,1662,1608,1077,1379,1051,932,765,769,577,458,
预收账款(万元),288,443,267,560,380,393,515,845,830,990,748,1385,893,912,652,655,340,761,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),660,1529,1277,1055,760,1540,1282,1010,837,1582,1260,1002,901,1495,1069,762,478,386,
应交税费(万元),559,121,506,411,547,404,737,544,916,632,1223,847,850,677,903,627,358,570,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),11974,12178,11125,10656,7969,8051,1347,1285,1177,1691,1428,1448,1273,1175,1100,1064,1045,936,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),16062,16812,15953,15732,12662,13238,5988,6057,5421,6504,5735,6061,4969,5190,4509,3897,2798,3112,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1549,1610,1626,1506,1564,1593,1559,1594,1611,1646,1475,1510,1545,--,--,--,--,--,
递延所得税负债(万元),--,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1534,1568,1545,1284,1274,
非流动负债合计(万元),1549,1630,1626,1506,1564,1593,1559,1594,1611,1646,1475,1510,1545,1534,1568,1545,1284,1274,
负债合计(万元),17611,18442,17579,17239,14227,14830,7547,7651,7032,8150,7211,7571,6514,6724,6077,5442,4082,4386,
实收资本(或股本)(万元),14180,14180,14180,14188,14188,14188,14000,14000,14000,14000,14000,7000,5600,5600,5600,5600,3500,3500,
资本公积(万元),23487,23373,23911,23966,23737,23508,17526,17526,17526,17526,17526,24526,43,43,43,43,943,943,
减:库存股(万元),5694,5694,5694,5948,5995,5995,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4167,4167,3788,3788,3788,3788,3087,3087,3087,3087,2052,2052,2052,2052,1214,1214,642,210,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),20389,19180,19144,18926,21789,19747,19732,17882,20126,17306,16254,13258,10747,7992,6991,7453,5775,1891,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),56528,55205,55328,54920,57507,55236,54346,52495,54739,51920,49832,46835,18442,15687,13848,14310,10859,6543,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),56528,55205,55328,54920,57507,55236,54346,52495,54739,51920,49832,46835,18442,15687,13848,14310,10859,6543,
负债和所有者权益(或股东权益)总计(万元),74139,73647,72907,72158,71733,70067,61893,60146,61772,60070,57043,54406,24956,22411,19925,19753,14941,10929,		
  
