报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,7,266,266,127,68,--,22,--,--,473,415,45,498,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),3324,3248,3121,3039,854,3113,3719,2655,4841,1822,6315,1812,8919,9560,7936,7485,9914,8876,11398,10502,559,528,889,365,274,6313,385,200,2406,189,58,39,27,113,374,274,58,2045,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),76703,60804,62921,56722,62881,79886,115839,95035,57260,58452,41419,20304,36130,46065,38719,34578,31190,25249,25028,13254,9242,7029,8192,8364,7318,7040,5901,8132,6391,3986,3009,4335,5388,4019,3479,2728,2739,1765,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),17593,11235,17646,17569,14962,23185,15218,34780,300,6,50694,81603,13,17,--,3161,523,523,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),383597,407515,378888,280580,308398,285387,422430,326504,232238,227718,302314,236135,300278,271650,250373,141512,139224,122226,136411,89140,75809,78408,72727,71297,64685,74734,64971,65988,76838,88841,88668,89956,87557,84411,22553,25152,16180,17462,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),1286,1286,1706,1706,5782,5782,5782,5782,82686,82763,2763,2763,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,560,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),101178,101222,101132,100465,96136,94578,83133,83144,3243,3243,58385,3385,11018,8232,1286,--,--,--,--,--,14249,14409,14592,14769,14686,5822,5945,6031,5949,--,--,--,--,0,--,0,0,300,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,385674,--,346790,--,290208,--,283711,--,214776,--,209802,--,187821,--,175065,--,151110,--,136488,--,101267,--,95034,--,72126,--,48894,--,36357,--,32741,--,30776,--,22947,18111,0,
累计折旧(万元),--,101661,--,84289,--,71754,--,60918,--,51605,--,43599,--,37239,--,30233,--,24785,--,22456,--,18215,--,14615,--,11454,--,9255,--,7946,--,6578,--,5263,--,4269,2812,0,
固定资产净值(万元),--,284013,--,262500,--,218454,--,222793,--,163170,--,166203,--,150582,--,144833,--,126325,--,114032,--,83051,--,80419,--,60672,--,39638,--,28410,--,26163,--,25513,--,18678,15299,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1,0,
固定资产(万元),290297,284013,268509,262500,224455,218454,219238,222793,167607,163170,162830,166203,148470,150582,143970,144833,128040,126325,113767,114032,90742,83051,79321,80419,76260,60672,58107,39638,30309,28410,25756,26163,25904,25513,18426,18678,15299,12263,
在建工程(万元),45968,39461,34488,34749,47684,45755,25638,13644,47052,42127,27427,25061,30482,27097,28707,18965,22264,17726,16168,11145,28189,21686,13997,4123,2255,16243,16848,33378,24170,7496,7874,5461,2274,1715,6964,1094,1498,204,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),14485,14615,14580,14651,14681,14794,14876,14774,16813,16843,16903,16891,11121,11181,10194,10353,10154,10181,10220,9841,6726,6762,6797,6833,4797,4742,4003,3992,2069,805,811,815,820,825,829,834,853,869,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,499,435,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27406,27950,27950,27950,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),4462,4384,4634,4522,4101,1432,1285,1027,263,243,260,221,202,143,129,145,1545,731,6,6,7,8,9,8,9,10,10,11,12,12,13,14,--,0,--,0,12,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),2875,2898,2538,2786,2316,2501,3486,3409,2610,2375,2241,2264,2462,2463,1917,2497,1570,1577,1576,1517,1002,1005,1008,752,446,447,433,447,142,142,88,110,90,90,96,70,57,52,
其他非流动资产(万元),25966,23867,17107,19471,31767,25350,26507,25007,23727,11817,7196,3664,--,326,--,6722,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),513922,499151,472099,468255,454329,436053,407350,396985,371967,349989,305411,247859,231161,227430,213608,210920,192023,184925,169686,136542,140915,126921,115723,106905,98452,87936,85346,83499,62651,36866,34542,32562,29087,28143,26314,20676,17719,13688,
资产总计(万元),897519,906666,850987,748835,762727,721440,829780,723489,604205,577707,607725,483994,531439,499080,463981,352433,331247,307151,306097,225682,216723,205329,188450,178203,163137,162670,150317,149487,139489,125707,123210,122518,116644,112554,48867,45828,33900,31150,
短期借款(万元),232911,252370,236116,151657,150957,154839,111748,103969,53910,71484,75709,51548,46058,79866,69464,39421,29800,27198,13381,13787,12317,13906,16915,12625,12097,17294,11695,9173,8200,2000,--,2000,2000,2089,10105,8025,5425,5400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),70,237,339,339,84,70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,6000,6000,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,24383,21103,8678,8017,3484,3914,6027,3541,696,3290,4603,5670,1454,1181,--,566,--,536,--,100,1470,1370,0,--,--,--,--,--,--,--,--,--,0,--,0,11,835,
应付账款(万元),--,125724,88428,107852,105789,79100,239235,142268,59376,54873,86151,27551,97377,50718,32858,44880,36443,28470,24220,15694,15937,9763,7691,10888,5498,4197,3544,7973,4047,1145,897,1863,1038,1882,789,1815,1098,194,
预收账款(万元),132,97,176,153,123,260,202,301,121,260,223,514,402,525,320,314,565,746,--,333,--,--,338,379,20,22,--,109,--,--,--,--,--,0,--,0,0,21,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,205,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),6581,6952,6481,6379,8726,9053,11073,13545,5474,4637,2884,2853,2462,2498,2178,1778,1207,758,676,215,195,175,161,221,--,195,180,573,424,299,211,215,118,117,195,128,116,17,
应交税费(万元),10615,6136,3700,4722,4433,4106,2652,5943,3775,831,4165,5050,1220,-257,-1920,1352,-127,-1023,1922,-26,610,221,-729,-747,-2575,-1022,1029,1150,1012,1405,1942,1952,1138,-76,-334,383,-190,364,
应付利息(万元),--,727,747,547,1275,1170,1581,1174,1399,852,290,248,110,429,228,1687,993,447,1247,911,580,290,407,296,185,74,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,--,--,--,--,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,2700,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),2761,1858,3843,3843,5305,6587,8460,7891,6368,6649,5078,6220,1924,1948,1912,3843,4515,4355,1854,1371,350,200,338,357,427,213,561,553,114,101,137,123,289,97,1064,59,782,226,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,14274,14581,14915,16828,--,--,1487,1487,--,--,743,656,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,40000,40000,80000,40000,40000,--,--,2,29,25000,25000,25000,45000,20000,20000,20000,6000,6000,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),378327,418484,360932,284170,298983,273359,433779,337945,213964,180281,219277,100073,155223,137185,106994,118931,98962,85950,88837,52284,50089,46025,32491,30019,21857,26973,17008,19531,13797,4949,3188,6153,4582,4108,11819,10411,7242,9757,
长期借款(万元),31272,26372,27829,16510,26510,26510,--,--,16264,16158,15959,16035,18267,4447,3704,3267,2169,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2600,2600,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,655,1191,1191,2572,3194,3806,4408,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),8411,8509,8530,8703,8430,8578,8393,8441,8269,8271,8236,8373,8330,8338,8444,8549,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,--,14,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7400,7447,7441,7505,5196,5214,5233,3492,1902,1911,1921,1931,--,--,--,--,--,0,--,0,0,0,
非流动负债合计(万元),39683,34881,36358,25213,34940,35088,8407,8455,24534,25085,25386,25599,29169,15979,15953,16224,14569,8947,7441,7505,5196,5214,5233,3492,1902,1911,1921,1931,0,0,0,0,0,0,2600,2600,0,0,
负债合计(万元),418010,453365,397291,309384,333923,308446,442186,346400,238497,205366,244663,125672,184392,153164,122948,135156,113531,94897,96278,59790,55285,51240,37724,33511,23758,28885,18929,21462,13797,4949,3188,6153,4582,4108,14419,13011,7242,9757,
实收资本(或股本)(万元),229888,229888,229888,229888,229888,114944,114944,114944,114944,114944,115401,115401,115401,57701,57701,51370,51370,51370,51370,48945,48945,48945,32630,32630,32630,32630,25100,25100,25100,25100,12550,12550,12550,12550,9400,9400,9400,9000,
资本公积(万元),24043,24043,24043,24043,22479,137423,130439,130439,130621,130621,130171,130171,130891,188592,188592,76866,76928,76928,76928,39864,40116,40116,56431,56431,56354,56354,63884,63884,63709,63709,76256,76259,75877,76093,7572,7572,7491,6771,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
盈余公积(万元),18777,18777,18777,18777,13999,13999,13636,13634,11944,11944,11944,11944,10882,10882,11067,10882,9103,9103,9103,9103,6434,6434,6434,6434,4435,4435,4435,4435,2934,2934,2920,2934,1851,1851,1851,1851,1290,897,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),201217,176822,177573,163396,159480,143692,126824,116211,106347,108384,99116,94731,89246,88181,83305,77892,80046,74604,72433,67996,65956,58605,55235,49207,45968,40373,37978,34614,33957,29020,28306,24627,21785,17952,15626,13995,8502,4744,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-31,-51,-15,-16,-12,-10,-4,-10,-9,-8,-11,-9,-9,-6,-9,-5,-1,-1,-1,-1,-26,-18,
归属于母公司股东权益合计(万元),473597,449214,450111,435918,425716,409880,385686,375051,363755,365786,356657,351958,346462,345537,340711,216995,217416,211954,209820,165892,161438,154089,150726,144692,139379,133786,131388,128025,125692,120758,120022,116365,112062,108445,34448,32817,26657,21393,
少数股东权益(万元),5911,4088,3585,3534,3088,3114,1907,2039,1952,6556,6405,6363,585,380,323,282,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
所有者权益(或股东权益)合计(万元),479509,453302,453696,439451,428804,412993,387593,377090,365707,372341,363062,358322,347047,345917,341033,217277,217717,212254,209820,165892,161438,154089,150726,144692,139379,133786,131388,128025,125692,120758,120022,116365,112062,108445,34448,32817,26657,21393,
负债和所有者权益(或股东权益)总计(万元),897519,906666,850987,748835,762727,721440,829780,723489,604205,577707,607725,483994,531439,499080,463981,352433,331247,307151,306097,225682,216723,205329,188450,178203,163137,162670,150317,149487,139489,125707,123210,122518,116644,112554,48867,45828,33900,31150,		
  
