报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
递延所得税资产(万元),903,513,1632,1633,1470,1436,1398,1428,1455,1442,1311,1318,1222,1290,1372,1357,1139,1183,819,631,619,645,569,536,485,521,333,337,449,439,344,367,356,134,140,133,112,85,86,70,63,49,45,
其他非流动资产(万元),22,22,22,112,1050,535,151,152,587,1727,411,416,411,411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
非流动资产合计(万元),30995,31311,33822,34117,34876,34954,48227,47469,46783,43586,42255,42698,42613,43094,42405,42264,40857,40428,52942,52387,27796,27977,28000,28215,27500,27465,26028,25646,25569,24788,24705,24599,23819,19617,14589,11426,9734,9697,9253,8875,7124,3723,2932,
资产总计(万元),333249,338162,340265,366978,308092,323559,325364,293800,221832,195431,190298,148143,144979,133536,130022,134512,136897,142688,154720,159256,158021,134377,128166,138534,136097,135274,143115,139795,141495,126351,119034,122004,113991,113913,113552,113330,95946,99502,104016,43706,38516,28100,14463,
短期借款(万元),96654,99950,104950,128700,64800,66800,64800,31100,20000,22000,22000,22000,22000,12000,2234,--,5000,8000,8000,10000,10652,--,--,1612,--,--,1000,1746,8149,6006,4522,3198,--,--,--,0,--,0,--,0,4900,6545,2700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,3,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付票据(万元),--,40762,--,42187,42227,39919,30540,33660,42108,38210,33128,29427,25467,24336,31449,34746,32944,37964,35890,40092,38596,28219,22107,30671,29705,29296,30919,28645,27656,19609,14170,18389,14087,16961,19529,21044,7031,9675,15571,14408,9260,1598,1500,
应付账款(万元),--,27341,--,24227,11069,26982,12990,11986,10925,11178,10957,9800,9187,10037,8782,10149,10747,10036,9140,8628,7809,6531,6490,7327,6091,7056,13266,13334,8971,5833,3853,5906,4827,5032,3024,3375,2197,3126,5223,3750,3154,5251,3719,
预收账款(万元),510,611,727,792,970,804,947,1017,1020,417,670,435,757,290,353,459,327,342,332,214,288,258,228,202,583,182,483,403,332,459,340,395,497,365,428,518,1152,2226,461,352,278,355,408,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付职工薪酬(万元),3,358,3,2,2,282,34,24,--,151,--,--,17,129,--,--,--,67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应交税费(万元),2176,2174,1649,1243,1130,1761,1163,719,787,969,754,475,689,541,927,541,386,522,463,245,651,286,191,258,44,166,-2174,-2256,-1905,-2419,-1095,-963,-260,-243,170,324,611,556,379,309,84,160,-153,
应付利息(万元),--,287,--,295,464,255,482,392,133,29,26,26,28,16,2,--,2,7,50,14,18,--,--,3,--,--,2,6,21,16,--,--,--,--,--,0,--,0,--,0,8,16,5,
应付股利(万元),--,--,--,2913,--,--,--,--,--,--,--,--,--,--,--,3160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他应付款(万元),--,763,325,81,81,416,3250,4121,23310,72,333,424,345,319,236,121,119,142,118,118,123,135,155,185,240,281,269,270,298,390,324,322,345,342,421,324,365,291,523,60,14,14,1633,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
一年内到期的非流动负债(万元),38386,38509,38509,38509,3509,3509,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
流动负债合计(万元),207257,210755,210519,238947,124252,140729,114207,83020,98283,73026,67869,62588,58492,47668,43984,49178,49524,57140,53995,59331,58137,35429,29172,40259,36664,36981,43764,42149,43523,29894,22112,27246,19496,22457,23572,25585,11356,15874,22157,18879,17699,13940,9812,
长期借款(万元),--,1754,2632,3509,59386,60263,84649,85526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
长期递延收益(万元),1349,1466,1420,1530,1641,1751,1592,1684,1777,1870,1962,2055,2147,2240,2218,2305,2381,1587,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1532,1592,1651,1711,1771,1831,1891,1950,1001,1031,1060,1090,814,836,858,--,--,0,--,0,--,0,0,0,0,
非流动负债合计(万元),1349,3220,4051,5039,61027,62014,86241,87211,1777,1870,1962,2055,2147,2240,2218,2305,2381,1587,1532,1592,1651,1711,1771,1831,1891,1950,1001,1031,1060,1090,814,836,858,0,0,0,--,0,--,0,0,0,0,
负债合计(万元),208606,213975,214570,243986,185278,202743,200448,170230,100060,74895,69831,64642,60639,49908,46202,51483,51904,58726,55527,60923,59789,37140,30943,42090,38554,38931,44765,43179,44583,30983,22926,28082,20354,22457,23572,25585,11356,15874,22157,18879,17699,13940,9812,
实收资本(或股本)(万元),24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,21067,15048,15048,15048,15048,15048,15048,15048,15048,15048,8360,8360,6260,6260,6260,2500,
资本公积(万元),77568,77568,77568,77568,77568,77568,77525,77525,77525,77525,77525,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,44511,50530,50530,50530,50530,50530,50530,50530,50530,50530,57218,57218,4307,4307,4307,215,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
盈余公积(万元),4382,4382,4382,4382,4382,4382,4382,4382,4382,4382,4293,4293,4293,4293,4192,4192,4192,4192,4192,4192,4192,4192,3947,3947,3947,3947,3704,3704,3704,3704,3050,3050,3050,3050,2099,2099,2099,2099,1319,1319,1319,653,1936,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
未分配利润(万元),18423,17966,19474,16771,16593,14595,18738,17391,15593,14358,14377,13630,14469,13757,14050,13259,15222,14191,29423,28563,28462,27467,27698,26919,28018,26818,29068,27334,27630,26086,27480,25294,25008,22828,22303,20068,16913,15951,14961,12942,8931,2940,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
归属于母公司股东权益合计(万元),124644,124187,125695,122992,122814,120816,124917,123570,121772,120536,120467,83501,84340,83628,83820,83029,84993,83961,99193,98333,98232,97237,97223,96444,97543,96343,98349,96616,96912,95368,96108,93922,93636,91456,89980,87745,84590,83628,81858,24827,20817,14160,4651,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
所有者权益(或股东权益)合计(万元),124644,124187,125695,122992,122814,120816,124917,123570,121772,120536,120467,83501,84340,83628,83820,83029,84993,83961,99193,98333,98232,97237,97223,96444,97543,96343,98349,96616,96912,95368,96108,93922,93636,91456,89980,87745,84590,83628,81858,24827,20817,14160,4651,
负债和所有者权益(或股东权益)总计(万元),333249,338162,340265,366978,308092,323559,325364,293800,221832,195431,190298,148143,144979,133536,130022,134512,136897,142688,154720,159256,158021,134377,128166,138534,136097,135274,143115,139795,141495,126351,119034,122004,113991,113913,113552,113330,95946,99502,104016,43706,38516,28100,14463,		
  
