报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,672,672,672,672,326,326,326,326,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),2095,2123,1767,933,777,3665,1551,2828,743,897,2009,1295,529,541,831,968,603,962,1265,920,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),205973,221154,296729,283219,330194,277000,256870,229049,272803,290413,181988,189116,146671,152980,134647,130890,130807,127779,134241,130437,120061,118991,124080,126630,132850,127170,140793,145282,150358,149850,148006,148201,27138,26172,24726,11231,2409,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),28135,28135,26335,26335,26335,26335,18335,18335,1801,1801,1801,1801,1801,1801,1801,301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),54654,51120,48131,48774,5373,5100,4892,4851,1101,1101,1116,1101,1482,1466,1427,1427,--,--,--,--,--,--,--,--,1013,999,1143,1144,1101,1144,1255,1416,0,0,0,0,0,
长期股权投资(万元),51860,52253,56401,57271,71994,73156,54683,54648,11765,12091,11877,11714,11476,10355,9645,10088,11809,9337,9703,9703,10252,10419,6129,5916,5612,5560,263,275,278,259,265,275,271,271,65,0,100,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),8175,8228,6462,6504,6547,6590,6632,6675,6686,6739,6792,6845,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,85784,--,83721,--,100674,--,97006,--,103206,--,80203,--,69918,--,62281,--,53054,--,51618,--,12272,--,10060,--,7131,--,5560,--,4732,--,3007,0,2531,2199,0,0,
累计折旧(万元),--,33704,--,30933,--,31729,--,26643,--,26365,--,17885,--,15464,--,11677,--,8880,--,7125,--,4403,--,3644,--,2492,--,1633,--,1493,--,1247,0,1087,901,0,0,
固定资产净值(万元),--,52080,--,52788,--,68945,--,70363,--,76841,--,62318,--,54454,--,50604,--,44174,--,44493,--,7868,--,6416,--,4639,--,3928,--,3240,--,1760,0,1444,1298,0,0,
固定资产减值准备(万元),--,--,--,--,--,79,--,79,--,29,--,30,--,30,--,30,--,30,--,31,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),51582,52080,52882,52788,65317,68896,68982,70284,75572,76812,61319,62288,64413,54424,48800,50574,44595,44144,44198,44461,9265,7868,6562,6416,5922,4639,4343,3928,3713,3240,1893,1760,1512,1444,1298,1222,549,
在建工程(万元),11704,10411,7688,6403,3271,3041,329,322,764,707,299,299,4781,1897,994,983,5724,5097,5029,4054,12801,9875,7525,7201,825,--,287,261,--,--,--,--,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),16250,16334,17445,18236,17731,18592,20966,22011,22094,22368,20324,21382,20038,20666,21559,22392,18516,18516,19158,19907,11040,10051,10500,10920,7398,4543,4163,4111,3791,3910,3957,4262,4439,4515,3227,2933,258,
开发支出(万元),662,581,463,201,732,727,499,170,2987,2121,1508,1197,3561,2951,2098,1549,4959,4212,3485,2826,6910,7137,5524,4356,7694,5071,3499,2729,2216,1658,1177,823,595,277,719,519,454,
商誉(万元),123209,122930,122582,122843,142453,142564,147053,147101,161236,160510,87880,87880,87920,85047,83540,83516,83707,74193,74193,74193,46617,46617,46617,46617,46251,11347,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),213,224,250,220,373,409,157,163,177,182,25,32,353,400,247,114,252,275,74,134,153,164,185,180,180,87,80,81,74,91,15,19,32,36,69,212,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),7378,6018,5861,5292,10119,9332,8391,7645,6466,5581,4425,3931,2244,2116,1576,1350,935,875,792,769,889,877,755,740,761,530,414,409,194,161,133,137,62,68,59,57,17,
其他非流动资产(万元),4041,3819,4042,4925,13968,13995,12095,13285,--,--,46,--,--,--,210,210,--,--,--,--,17269,16406,16406,16406,15542,13815,10362,6908,--,--,--,--,262,237,0,0,0,
非流动资产合计(万元),357862,352132,348543,349791,364211,368736,343013,345490,290650,290013,197411,198469,198069,181123,171897,172503,170497,156648,156631,156047,115197,109414,100203,98752,91198,46591,24552,19845,11367,10461,8696,8692,7172,6848,5437,4943,1378,
资产总计(万元),563835,573286,645272,633010,694405,645736,599883,574539,563452,580426,379399,387584,344740,334103,306543,303393,301305,284427,290872,286485,235258,228405,224283,225382,224048,173761,165345,165128,161725,160312,156702,156893,34310,33020,30163,16174,3788,
短期借款(万元),74015,71920,107402,101827,101167,81973,76869,48716,49969,54960,53260,56735,54040,48169,34600,28400,24540,23040,22400,21800,10000,--,--,--,3100,--,--,--,--,--,--,--,0,0,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,20652,41418,33755,41044,43657,20,--,--,--,--,629,690,958,180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付账款(万元),--,21545,20908,20652,20467,20681,35794,34099,24874,33358,13192,17700,17135,16055,12363,11652,14746,13046,10029,9665,4737,9323,3967,5222,6122,391,271,194,11,83,84,247,55,55,131,30,116,
预收账款(万元),14611,16761,13417,15233,8265,6368,13083,11178,14548,16833,1270,1180,403,568,677,388,456,367,611,356,392,254,1143,1163,317,--,--,--,--,--,--,--,0,0,0,40,215,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1012,1005,1336,2204,870,1017,1346,2527,1650,1861,1673,1915,1262,1552,1154,1662,817,454,1018,1361,520,930,861,500,512,356,330,629,286,586,467,462,197,377,328,172,46,
应交税费(万元),4758,5857,4998,7231,6385,5261,4439,6542,5256,6100,3398,5830,2677,2177,2848,4546,3248,3795,3402,4304,1364,1353,762,2666,4172,1689,712,1556,1092,960,445,1062,714,760,978,921,173,
应付利息(万元),--,1423,862,264,2004,1409,818,219,1362,1362,165,174,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,4003,3733,3888,4097,4124,356,356,2010,2608,3809,4024,3217,2878,2884,2879,3980,1754,1566,1643,643,791,1201,1088,1501,300,--,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),9228,8856,40232,40197,44535,15874,29528,31637,34424,28863,13586,8689,7201,7285,12367,12561,12087,6575,20974,18564,1416,1296,7478,7794,7746,4522,51,104,160,98,223,366,73,54,129,1649,87,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),3580,3630,3680,3785,4871,5343,1901,1849,1799,1751,1703,1657,1734,1703,--,--,--,--,--,--,--,--,0,180,180,180,160,190,190,190,190,190,190,190,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),144850,155650,237985,229036,233705,185706,164155,137124,135892,147695,92057,98533,88359,81346,67073,62088,59875,49032,60000,57692,19073,13947,15413,18612,23650,7438,1525,2673,1738,1917,1409,2327,1229,1436,1566,2811,638,
长期借款(万元),16584,16610,15680,14980,13000,12000,--,189,193,203,208,220,330,228,239,371,567,578,588,593,615,--,--,--,--,--,--,--,--,--,--,--,11,0,0,0,0,
应付债券(万元),27997,27993,27990,27976,27962,27948,27934,27920,28501,27892,28480,27864,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),2443,4187,2378,4465,4572,6242,145,644,1198,1569,2079,2498,3351,3797,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,312,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,30,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),1273,1507,1614,1704,1769,573,626,700,795,810,563,575,761,437,335,275,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),909,921,921,933,8056,8114,6968,6685,2565,2217,1628,1559,1097,891,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,321,339,242,251,487,406,208,247,261,316,675,674,206,298,250,465,0,312,0,0,0,
非流动负债合计(万元),49205,51218,48582,50058,55359,54876,35672,36138,33252,32691,32958,32716,5539,5352,574,646,889,916,855,843,1102,406,208,247,261,316,675,674,206,298,250,465,323,312,0,0,30,
负债合计(万元),194055,206868,286567,279094,289064,240582,199827,173262,169145,180386,125015,131249,93898,86698,67647,62733,60764,49948,60855,58536,20175,14353,15621,18859,23911,7753,2200,3348,1945,2215,1659,2791,1552,1747,1566,2811,668,
实收资本(或股本)(万元),71277,71277,71277,71277,71277,71277,71277,71277,71277,71277,59770,59770,59770,59770,59770,59770,59770,59770,39847,39847,36933,18466,18466,18466,18466,17776,17776,17776,17776,17776,8888,8888,6666,6666,6666,222,200,
资本公积(万元),251184,251161,251280,246372,245810,245570,244903,244921,237117,244245,117616,117616,118401,118438,118402,118401,118398,118388,138312,138414,132731,151197,151197,151197,151191,123598,123598,123598,123374,123398,132286,132286,16156,16156,16156,6811,1155,
减:库存股(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),723,698,661,633,607,581,545,516,78,39,9,--,75,72,126,56,99,86,69,55,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),2567,2567,2567,2567,2567,2567,2567,2567,2337,2337,2567,2567,2567,2567,2567,2567,2567,2567,2567,2567,2311,2311,2311,2311,1854,1854,1854,1854,1036,1036,1036,1036,388,388,388,448,77,
一般风险准备(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),9929,11027,7360,6725,59190,58433,50768,51339,48276,49312,48880,49971,48916,47652,41262,42466,43640,42937,37754,35926,31153,30362,25523,24025,19438,18422,18275,16867,15641,13704,10651,9468,7297,5857,2922,3613,1687,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-232,-210,-229,-277,-425,-261,77,-58,-125,-12,-43,-55,-73,-10,3,27,39,9,13,-48,0,
归属于母公司股东权益合计(万元),339349,337029,329787,326919,381854,382246,374896,375755,362287,370072,228956,230461,228386,226751,219900,221833,224243,223539,218320,216532,202703,202075,197574,195941,190824,161638,161460,160040,157754,155905,152864,151705,30546,29076,26145,11046,3120,
少数股东权益(万元),30432,29388,28917,26997,23488,22908,25160,25522,32020,29968,25427,25875,22456,20654,18996,18827,16298,10940,11697,11416,12381,11977,11088,10582,9313,4370,1686,1739,2026,2192,2179,2396,2212,2197,2452,2317,0,
所有者权益(或股东权益)合计(万元),369781,366418,358704,353916,405342,405154,400056,401277,394308,400040,254384,256336,250842,247405,238896,240660,240541,234479,230017,227949,215084,214052,208662,206523,200137,166008,163146,161780,159780,158097,155043,154102,32758,31273,28596,13363,3120,
负债和所有者权益(或股东权益)总计(万元),563835,573286,645272,633010,694405,645736,599883,574539,563452,580426,379399,387584,344740,334103,306543,303393,301305,284427,290872,286485,235258,228405,224283,225382,224048,173761,165345,165128,161725,160312,156702,156893,34310,33020,30163,16174,3788,		
  
