报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),796,760,695,695,609,603,584,584,481,481,504,504,464,468,468,468,788,794,502,284,176,91,73,
其他非流动资产(万元),128,72,132,90,428,1300,1359,67,239,186,70,357,--,101,101,106,101,174,221,2613,--,--,--,
非流动资产合计(万元),28842,29215,29361,29444,29270,29417,29630,28321,26990,26282,25352,26077,25121,25582,23186,23502,24183,24485,24561,21167,14945,9572,8752,
资产总计(万元),81209,78159,76873,72851,72431,67670,68738,65621,64579,61009,58275,56939,55823,57482,57997,58938,50349,49299,46392,42617,38853,31034,21377,
短期借款(万元),--,--,--,--,--,--,200,200,200,200,--,--,--,--,--,--,5000,5000,6000,3000,3000,4290,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,3092,3144,3768,3995,3687,2844,2774,3435,2188,657,1416,1026,1762,2518,2314,2923,3044,589,861,--,--,--,
应付账款(万元),--,8575,7685,6182,7711,6659,8119,6091,5054,5120,4319,3060,3046,3564,2742,4041,4369,4637,3613,2769,2452,1549,757,
预收账款(万元),13776,14008,13017,9833,9423,7690,7253,6353,6307,4598,4628,3836,3486,4386,4425,4527,5788,4094,4048,5728,8092,5888,1895,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1489,1133,929,1548,1021,968,797,1238,696,608,570,791,847,809,667,1161,541,549,937,957,767,655,384,
应交税费(万元),476,283,532,685,394,144,427,146,51,299,84,204,45,177,303,153,38,670,302,576,214,1366,698,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11954,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),425,318,293,416,464,162,150,496,422,414,481,220,164,148,152,296,148,218,262,265,216,180,207,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),28725,27408,25599,22432,23008,19310,19790,17298,16164,13427,10738,9526,8614,10847,10806,12493,18808,18212,15751,14156,14740,13928,16396,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1128,1179,1057,1104,1092,1133,1176,1203,1215,1255,1298,1326,1336,1304,1332,1360,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1389,1406,1583,541,425,398,245,
非流动负债合计(万元),1128,1179,1057,1104,1092,1133,1176,1203,1215,1255,1298,1326,1336,1304,1332,1360,1389,1406,1583,541,425,398,245,
负债合计(万元),29853,28587,26656,23535,24100,20443,20966,18501,17379,14682,12036,10852,9951,12151,12138,13853,20197,19618,17334,14697,15165,14327,16641,
实收资本(或股本)(万元),11200,11200,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,2000,
资本公积(万元),20385,20385,23585,23585,23585,23585,23585,23585,23585,23585,23585,23585,23585,23585,23585,23585,11921,11921,11860,11860,11860,5080,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2738,2738,2738,2738,2460,2460,2460,2460,2206,2206,2206,2206,1975,1975,1975,1975,1600,1600,1600,1251,608,1784,1295,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16790,15107,15762,14887,14184,13089,13598,12900,13108,12178,12072,11884,11922,11423,12300,11525,10631,10159,9597,8809,5220,3844,1442,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),51112,49429,50084,49209,48229,47135,47643,46945,46899,45969,45863,45675,45481,44983,45860,45085,30152,29681,29058,27920,23688,16708,4736,
少数股东权益(万元),244,143,134,107,102,92,130,175,301,358,376,411,391,349,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),51356,49572,50217,49316,48331,47227,47773,47120,47200,46327,46239,46086,45873,45331,45860,45085,30152,29681,29058,27920,23688,16708,4736,
负债和所有者权益(或股东权益)总计(万元),81209,78159,76873,72851,72431,67670,68738,65621,64579,61009,58275,56939,55823,57482,57997,58938,50349,49299,46392,42617,38853,31034,21377,		
  
