报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
非流动资产合计(万元),104306,105423,106135,106750,35628,36062,36451,36600,36085,36507,34948,33359,32476,31545,30103,29499,27577,24291,14150,13457,11958,9160,
资产总计(万元),200869,196896,179954,180682,76059,74811,71515,70781,69788,69464,74969,76687,73222,68185,70856,62201,62591,56292,40728,32972,27804,22817,
短期借款(万元),25550,25550,20550,20550,17550,17550,13950,13550,12550,14550,15550,16550,16550,20601,19932,22868,22860,20792,8950,4450,7250,10330,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),10937,10019,5834,6213,4551,5218,5347,4045,2688,1410,5867,5296,225,2377,7113,10216,11039,7683,1900,--,--,--,
应付账款(万元),16893,13648,10266,10663,8176,5776,5876,6290,6227,5011,5469,5950,7548,5495,5136,4607,4000,3732,3423,4004,3004,2432,
预收账款(万元),1654,1325,1367,1760,175,123,156,177,219,199,174,142,190,81,167,138,178,190,93,70,82,62,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),530,859,489,592,323,328,268,346,306,322,276,289,309,299,235,261,267,274,202,183,241,275,
应交税费(万元),2453,2770,1548,1969,105,289,147,65,560,60,52,255,221,388,254,370,517,577,583,407,522,670,
应付利息(万元),--,--,--,--,30,30,--,--,--,44,--,--,--,35,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,742,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2347,41575,40024,40099,433,260,106,97,106,202,101,106,106,160,99,101,218,154,75,51,107,394,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1875,2500,625,1250,1875,2500,625,1250,1875,2500,--,--,--,1000,1000,1000,2000,--,3300,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,84,84,69,59,--,--,--,--,
流动负债合计(万元),62239,98246,80704,83096,33219,32074,26475,25819,24531,24298,27489,28588,25149,30436,34019,39644,41147,33461,18525,9164,11206,14906,
长期借款(万元),2500,2500,5000,5000,5000,5000,7500,7500,7500,7500,10000,10000,10000,--,--,--,--,2000,4000,8330,4000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),1136,923,630,601,604,588,338,416,414,399,338,370,384,319,307,322,340,337,275,309,342,319,
长期递延收益(万元),1201,1242,786,811,836,861,813,834,855,876,896,917,938,959,--,--,--,--,--,--,--,--,
递延所得税负债(万元),572,596,618,641,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,896,917,817,744,673,713,512,530,
非流动负债合计(万元),5410,5261,7034,7053,6441,6449,8651,8750,8768,8775,11234,11287,11323,1278,1204,1239,1157,3081,4948,9352,4854,849,
负债合计(万元),67648,103507,87738,90148,39659,38523,35126,34569,33300,33073,38723,39875,36471,31714,35223,40884,42304,36542,23473,18516,16060,15754,
实收资本(或股本)(万元),23356,19821,19821,19821,16668,16668,16668,16668,16668,16668,16668,16668,6667,6667,6667,5000,5000,5000,5000,5000,5000,360,
资本公积(万元),90683,54963,54515,54950,6816,6816,6816,6816,6816,6816,6816,6816,16816,16816,16816,4635,4635,4635,4635,4635,4635,198,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1719,1719,1671,1671,1671,1671,1619,1619,1619,1619,1487,1487,1487,1487,1177,1177,1177,1177,845,514,177,641,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),19040,17799,16343,13829,11195,11041,11114,10898,11136,11004,10938,11472,11781,11501,10973,10505,9474,8938,6774,4308,1932,5863,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),133381,93501,92256,90528,36349,36196,36217,36001,36239,36107,35907,36442,36750,36471,35633,21317,20286,19750,17254,14457,11743,7062,
少数股东权益(万元),-160,-113,-41,6,51,93,173,211,250,285,339,371,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),133221,93389,92216,90534,36400,36288,36389,36212,36489,36391,36246,36812,36750,36471,35633,21317,20286,19750,17254,14457,11743,7062,
负债和所有者权益(或股东权益)总计(万元),200869,196896,179954,180682,76059,74811,71515,70781,69788,69464,74969,76687,73222,68185,70856,62201,62591,56292,40728,32972,27804,22817,		
  
