报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,3071,3058,2433,2517,1461,2181,1811,1122,464,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),129067,116344,99407,122039,75552,227384,28344,69602,21243,37690,18382,16562,7159,9498,8277,7584,6571,5182,3466,3315,1000,1261,1309,925,1401,912,511,536,139,581,338,265,263,321,216,915,106,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,500,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),84115,73337,72049,65316,123073,143965,136884,94518,184797,204156,159458,113879,53988,66212,77545,73353,68852,75909,16561,14663,14671,5863,2184,2666,1225,709,617,529,681,452,365,365,217,139,119,43,44,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),118752,142903,111304,97222,93762,89885,42824,122964,27766,45249,44781,29062,2900,2900,2300,7300,2300,2300,2300,2300,2341,2441,3053,3938,3000,3000,4000,4000,9000,6000,3000,--,--,0,0,0,0,
流动资产合计(万元),739469,784197,774229,791400,1410544,1790536,1613607,1586917,1414656,1293446,936741,911180,787247,518540,439591,358488,343148,378811,286709,208635,175080,116716,126171,89141,96057,79651,65744,66373,71879,76294,68104,67366,69590,10233,6670,8548,1132,
发放贷款及垫款(万元),2028,2023,4071,5867,76236,75620,59084,71414,56833,51036,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),77729,79151,79531,79762,167818,168808,169263,169053,136761,45503,15914,15953,15838,7647,3418,2000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),221211,207635,202582,208996,205417,204853,207320,207030,198495,196310,1405,1005,--,--,--,--,2000,2000,2029,2032,2033,2033,2000,2000,2000,2000,2000,2000,2200,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,122812,--,127007,--,162071,--,149442,--,111798,--,78107,--,44540,--,38124,--,34995,--,29776,--,26124,--,23216,--,25860,--,23471,--,19991,--,17277,--,0,9211,1431,0,
累计折旧(万元),--,63328,--,57866,--,50039,--,35410,--,24486,--,15173,--,8906,--,3823,--,15413,--,11830,--,8456,--,5347,--,9192,--,6912,--,4903,--,3218,--,0,1162,219,0,
固定资产净值(万元),--,59484,--,69141,--,112032,--,114032,--,87312,--,62935,--,35634,--,34302,--,19582,--,17946,--,17667,--,17869,--,16668,--,16560,--,15088,--,14060,--,0,8050,1212,0,
固定资产减值准备(万元),--,14453,--,14453,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),41561,45031,49177,54688,104074,112032,117810,114032,112687,87312,79312,62935,46172,35634,32610,34302,27046,19582,16739,17946,16682,17667,16820,17869,16169,16668,16125,16560,16307,15088,14521,14060,14259,11490,8050,1212,247,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),388735,393500,439447,456704,860010,862841,790417,688202,613781,548610,507950,487983,420646,378960,358158,333854,315788,290778,272546,264151,227065,215065,189135,175112,149203,130014,113422,88605,50909,33721,25734,21436,12579,11102,8850,5047,5054,
开发支出(万元),3846,18091,18761,14809,80553,81689,75784,69658,69602,67629,58098,42416,45099,43584,41691,38806,26885,21044,12862,6593,9755,8684,6739,5671,5205,6843,4384,3640,970,254,216,192,--,0,0,0,0,
商誉(万元),74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74759,74909,74909,--,--,--,--,85,85,85,85,85,85,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),--,--,79,81,148,126,154,155,46,46,46,108,138,152,170,193,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),5205,5268,5443,5517,111687,91266,83885,76334,71015,63181,53083,50725,34629,28169,23499,19622,14068,8895,4642,2676,355,355,238,238,228,228,175,175,149,149,107,107,81,81,81,9,0,
其他非流动资产(万元),82653,91150,97085,97183,137561,111763,166206,165830,138215,57278,54410,51153,52702,35951,25799,23080,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),897726,916606,970934,998365,1818263,1783756,1744682,1636466,1472195,1191664,847978,787036,689982,604856,560105,526614,460697,417209,308818,293398,255891,243803,215018,200974,172891,155839,136191,111065,70535,49212,40579,35796,26920,22673,16981,6268,5302,
资产总计(万元),1637195,1700803,1745163,1789765,3228806,3574292,3358289,3223383,2886851,2485110,1784718,1698215,1477230,1123396,999696,885102,803844,796020,595526,502032,430971,360519,341190,290115,268948,235490,201935,177439,142414,125505,108683,103162,96510,32906,23651,14816,6434,
短期借款(万元),195630,217675,331498,275483,300836,211068,217768,260036,298649,149300,192880,173500,134681,137500,105400,138800,138900,123900,115000,97000,56500,68500,53890,50890,51130,47430,38000,34000,26737,20000,7000,7000,2620,9550,4000,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,12500,22688,75088,56250,15000,--,12000,--,--,2000,19949,--,2250,2250,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付账款(万元),--,521652,589538,651448,536146,584033,483555,542125,438329,479331,418883,323074,304055,162010,147584,160529,144704,184555,93099,78218,59339,41659,31961,32745,33629,32023,34376,23711,9235,4456,3593,1510,1306,925,473,34,122,
预收账款(万元),58855,62714,53721,45675,81086,31350,20365,18267,44608,38725,39847,173308,19600,68347,34748,32340,30688,25003,25539,4433,1250,855,833,683,1373,1728,2007,1519,1154,1154,50,209,--,5,18,0,0,
卖出回购金融资产款(万元),--,--,6000,6000,14835,20258,26493,40914,27249,11268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),327,232,750,123,1621,231,1638,961,1153,502,523,516,477,380,335,301,399,193,128,295,325,137,292,515,45,97,119,394,53,166,67,96,73,114,24,23,48,
应交税费(万元),40248,54220,57539,56467,78706,101550,94013,77420,35432,61771,61210,57755,44382,41552,42728,40976,24592,24770,18966,15562,10880,9944,10433,8620,6635,6505,5890,4123,2665,1427,1178,418,581,485,430,461,135,
应付利息(万元),--,34613,23343,11177,21024,25970,11264,8188,2405,11755,9134,5265,1302,1049,2533,1520,861,3160,3898,2584,1269,1941,3014,2090,1165,295,--,--,--,--,--,--,13,0,0,0,0,
应付股利(万元),--,4345,4345,4345,4345,2585,2585,2585,2585,2585,--,--,--,2847,1112,1112,1491,1501,--,--,1353,1353,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),102755,54063,70211,68185,47085,45120,94544,10503,85625,36860,2329,1937,2079,4890,4880,2735,52359,16291,30447,1271,7664,1853,26515,2183,4287,4006,3935,1361,200,97,22,63,8,7,5,31,167,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),135805,138599,151522,151522,50533,235853,197952,264640,6037,7765,8293,9898,11109,23756,40580,40115,40511,49423,26464,28317,26446,9759,11391,12733,--,4500,--,--,--,--,--,--,--,0,0,0,0,
其他流动负债(万元),274295,274295,179000,179000,129000,--,227,--,464,--,--,--,--,--,19981,19961,20875,40243,20527,20731,20898,898,965,898,120,120,120,120,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),1326980,1362407,1467468,1449425,1265216,1258017,1162903,1248327,1023624,862112,748098,745252,529685,442332,399881,440388,475327,469039,336317,250660,185925,136900,139294,111356,98384,96704,84446,65228,40045,27299,11911,9296,4601,11087,4950,549,472,
长期借款(万元),51270,34450,--,--,100000,297695,301344,302445,224880,223800,30000,30000,--,--,--,--,--,--,1670,1670,3170,21170,21370,3370,10070,5570,6500,6500,1263,--,--,--,--,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,191315,190748,190471,190056,98332,--,--,--,--,13000,39940,39861,39708,39704,39631,39559,39488,19713,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),3674,5582,10981,13159,16790,18047,17225,14209,21071,7134,4085,3456,1986,4250,6324,8187,10492,3454,1791,1889,3143,3938,5839,7701,--,0,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),26618,29970,34033,34033,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),17052,22095,17707,24599,24038,26154,61269,48395,24208,12586,101,56,--,171,402,623,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),304,304,304,304,304,304,304,304,774,774,649,649,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),304894,451517,334894,334894,334894,334894,335528,561528,411304,682841,317734,347234,488483,327371,254759,101557,857,--,--,--,112,337,561,786,--,0,--,--,--,--,--,--,--,0,0,0,0,
非流动负债合计(万元),403812,543918,397919,406989,476026,677094,715669,926880,873552,1117883,543040,571450,588801,331791,261485,110367,11349,16454,43400,43420,46133,65149,67401,51416,49558,25283,6500,6500,1263,0,0,0,0,0,0,0,0,
负债合计(万元),1730793,1906325,1865386,1856414,1741242,1935111,1878572,2175207,1897176,1979996,1291138,1316702,1118486,774124,661365,550755,486677,485493,379718,294080,232058,202049,206695,162772,147942,121987,90946,71728,41307,27299,11911,9296,4601,11087,4950,549,472,
实收资本(或股本)(万元),398944,398944,398944,398944,398944,199472,199472,198168,198168,187314,185602,185602,185602,185517,84119,84119,84119,83717,79847,79847,79847,79420,41800,41800,41800,41800,22000,22000,22000,22000,10000,10000,10000,7500,7500,5952,5000,
资本公积(万元),908318,864323,864323,864323,820496,1018081,945554,619724,588018,121334,59104,54915,40543,38908,138231,136602,146454,141268,20706,17963,15293,11194,43946,43816,43641,43137,62761,62585,62438,62438,72438,72438,72438,6782,6782,6675,2347,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),28631,28631,28631,28631,28631,28631,28631,28631,17917,17917,17917,17917,11697,11697,11697,11697,6361,6361,6361,6361,3474,3474,3474,3474,1655,1655,1655,1655,1146,1146,1146,1146,441,441,441,166,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),-1371781,-1333223,-1253557,-1222833,-189,106880,183036,170557,175095,154234,143023,131549,118171,105940,93874,84336,75084,68458,64480,55904,51720,44959,42491,35379,31188,26846,24504,19385,15522,12621,13188,10282,9029,7096,3977,1461,-1399,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,-20,-1,-121,-78,-56,0,-10,1,-0,-0,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),-36479,-47651,30437,66299,1248334,1356429,1361859,1022557,981982,482947,407623,392766,357569,341802,327884,316683,312062,299783,171393,159954,150256,138992,131712,124459,118285,113438,110920,105625,101106,98206,96773,93866,91909,21819,18701,14254,5948,
少数股东权益(万元),-57119,-157870,-150660,-132948,239231,282751,117858,25618,7693,22167,85957,-11253,1174,7470,10447,17665,5106,10744,44416,47999,48657,19478,2782,2884,2721,64,69,86,--,--,--,--,--,0,0,13,13,
所有者权益(或股东权益)合计(万元),-93598,-205522,-120223,-66649,1487564,1639181,1479716,1048175,989675,505114,493580,381513,358744,349272,338331,334347,317168,310527,215808,207953,198913,158470,134495,127343,121006,113503,110989,105711,101106,98206,96773,93866,91909,21819,18701,14267,5962,
负债和所有者权益(或股东权益)总计(万元),1637195,1700803,1745163,1789765,3228806,3574292,3358289,3223383,2886851,2485110,1784718,1698215,1477230,1123396,999696,885102,803844,796020,595526,502032,430971,360519,341190,290115,268948,235490,201935,177439,142414,125505,108683,103162,96510,32906,23651,14816,6434,		
  
