报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,29,26,41,225,12,24,17,42,13,7,173,138,170,--,0,0,0,6,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,79,79,79,79,79,79,93,79,79,304,357,79,--,--,25,--,--,0,225,0,--,0,94,0,--,53,0,0,--,
其他应收款(万元),835,485,839,837,804,428,609,520,1404,472,1036,558,692,634,896,808,906,524,1073,1138,982,598,788,706,1075,777,495,423,400,259,557,497,507,372,319,315,628,416,544,379,220,285,550,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
存货(万元),25765,29290,30896,30154,30769,19966,22239,20920,21358,23916,22120,22599,22719,23011,21094,19081,19984,19979,19576,18929,18342,19859,19494,19237,18583,17565,17163,16003,13937,13499,15749,14732,15742,14820,14955,13397,12756,13223,11241,8705,7822,9085,8755,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
一年内到期的非流动资产(万元),--,--,209,254,106,84,0,0,--,29,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
其他流动资产(万元),3,241,3,3,3,3,3,4,9,266,25,0,0,60,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
流动资产合计(万元),91810,78999,88603,89277,90242,51273,51835,50656,51159,47545,51538,51112,50320,49506,46668,47100,46881,44128,45614,43489,41327,39786,41387,43155,45100,45175,43242,44106,44684,44642,48326,47518,49339,47298,49536,50960,50149,52741,54229,31939,32539,24302,20673,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
可供出售金融资产(万元),300,300,466,466,466,466,466,466,466,466,466,466,466,466,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,0,1289,1289,1289,1289,2429,2429,2597,2597,5929,5929,6009,6009,6078,6078,6078,6078,6308,6320,6320,6386,6355,6344,6284,6367,6323,6229,6096,6096,5751,3651,3744,3751,4028,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
投资性房地产(万元),837,861,885,909,932,955,979,1257,1282,1307,1254,1278,1304,1328,1248,830,847,868,833,807,783,799,404,710,724,738,751,762,771,781,791,801,810,820,830,840,850,861,871,881,853,764,120,
固定资产原值(万元),--,95811,--,96643,--,63156,--,62626,--,63250,--,58062,--,58337,--,59535,--,60615,--,56564,--,56666,--,55006,--,54813,--,54410,--,53197,--,44768,--,44013,--,37787,--,37300,--,--,34067,30038,--,
累计折旧(万元),--,55146,--,54198,--,40105,--,38592,--,37222,--,36139,--,34599,--,34620,--,33622,--,32347,--,31100,--,29602,--,27777,--,26751,--,25176,--,23789,--,22681,--,20878,--,19809,--,--,18334,16859,--,
固定资产净值(万元),--,40665,--,42445,--,23050,--,24033,--,26028,--,21923,--,23738,--,24914,--,26992,--,24217,--,25566,--,25403,--,27035,--,27659,--,28021,--,20979,--,21332,--,16910,--,17491,--,--,15732,13179,--,
固定资产减值准备(万元),--,255,--,256,--,220,--,222,--,237,--,237,--,239,--,256,--,283,--,291,--,297,--,417,--,417,--,408,--,413,--,417,--,428,--,433,--,441,--,--,576,582,--,
固定资产(万元),38990,40411,40736,42190,43020,22830,23072,23811,24891,25792,20784,21686,22539,23498,23290,24658,25765,26710,23109,23926,24565,25269,24502,24987,25886,26619,26828,27251,27642,27609,20328,20562,20500,20904,15940,16477,16754,17050,16405,15890,15156,12597,10716,
在建工程(万元),5855,7565,3027,2252,1806,1531,1169,820,754,1190,3713,3113,1957,1375,1480,1331,1133,1013,4792,2830,2555,1190,2350,2000,1362,1174,1754,1729,1454,1825,7114,6491,5289,4552,7487,6111,5112,1934,2456,3099,2007,2168,1748,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,-6,26,--,--,-10,-5,--,--,--,-21,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
无形资产(万元),5036,5265,6138,6273,6415,61,72,95,103,109,80,92,110,123,142,162,183,204,219,240,261,282,263,139,151,162,178,157,168,166,176,173,176,40,29,4,5,7,9,11,14,44,130,
开发支出(万元),289,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
商誉(万元),6585,6585,6030,6030,6030,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
长期待摊费用(万元),175,140,--,--,31,--,37,--,12,0,46,64,12,29,46,0,17,41,72,15,35,28,56,75,0,--,--,9,--,--,--,0,0,0,--,0,--,0,--,0,0,1,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
递延所得税资产(万元),665,679,577,577,577,457,422,442,442,442,308,308,308,308,305,305,305,305,261,261,261,261,181,181,181,181,162,162,162,162,214,214,214,214,176,176,176,176,158,158,158,154,144,
其他非流动资产(万元),2095,5892,2134,1910,1700,1314,0,--,0,198,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
非流动资产合计(万元),60825,67697,59992,60606,60975,27614,26217,26884,27975,29504,27939,28285,27978,28415,28941,29715,30826,31738,35215,34009,34469,33837,33835,34170,34382,34952,35981,36391,36519,36929,34978,34585,33274,32898,30784,29837,28993,26123,25650,23691,21931,19480,16885,
资产总计(万元),152635,146696,148595,149882,151217,78887,78051,77540,79134,77050,79477,79396,78298,77922,75608,76814,77707,75865,80828,77498,75795,73623,75222,77325,79482,80127,79223,80497,81203,81571,83304,82103,82613,80197,80320,80798,79141,78864,79879,55630,54470,43782,37557,
短期借款(万元),9500,8500,12800,9800,7300,6300,6300,4300,4300,4300,5800,5800,5800,5800,4800,6800,6800,6800,9000,7000,7000,5500,5500,5500,5500,5500,4300,4500,3500,3500,8500,8600,8500,8500,8500,8600,8600,9600,11227,8327,8000,3000,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,0,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应付票据(万元),4170,3930,1835,1559,1999,1823,2259,3488,3217,3235,2494,1690,1254,1824,1616,924,1818,1722,1264,1222,370,447,789,342,1273,1273,995,1128,1593,2479,2966,2822,2589,1621,1199,2023,2011,1498,957,728,1673,986,--,
应付账款(万元),18045,19871,21482,23748,26171,11030,11825,11623,12943,11161,12238,12440,10699,10105,8941,8887,8631,7322,7559,6974,6111,6667,5646,6714,6029,5759,7132,7248,6501,5964,7296,7881,8952,8507,8783,9068,8752,8637,8176,5555,4669,3113,1089,
预收账款(万元),532,248,350,238,285,303,251,223,228,205,163,182,195,204,181,189,277,112,125,176,338,173,260,338,343,239,352,680,730,475,1073,1249,864,577,558,219,268,421,1228,1249,167,82,161,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付职工薪酬(万元),2627,3208,2922,3190,3212,1149,1022,995,921,936,826,976,970,1008,994,1041,900,986,660,766,795,1058,1045,1046,1020,1279,1365,1292,1338,1446,1330,1353,1461,1287,1471,1415,1329,1352,1778,2399,2158,2481,2620,
应交税费(万元),1102,694,935,641,877,134,20,-14,171,29,-100,49,203,138,164,72,362,28,108,72,112,261,373,318,455,430,380,407,774,996,584,662,684,809,629,789,676,828,282,346,732,849,942,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,1,--,0,0,--,
应付股利(万元),439,439,664,1204,1404,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,258,1325,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
其他应付款(万元),4887,4626,5376,7711,7968,6737,5522,6215,6768,6743,6587,6500,6544,5747,6523,6429,6495,6507,10801,9397,9268,7603,7687,7832,8514,8676,8007,7978,8267,8361,4031,3597,3754,3110,4130,3800,4098,3699,4400,4401,5274,3973,4231,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
一年内到期的非流动负债(万元),--,--,900,900,1900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,200,300,160,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
流动负债合计(万元),41301,41516,47265,48990,51117,27476,27198,26830,28549,26609,28009,27637,25666,24825,23218,24342,25284,23477,29517,25607,23993,21708,21300,22090,23134,23156,22532,23234,22703,23221,25780,26165,26805,24411,25269,25913,25733,26034,28049,23004,22873,15042,11029,
长期借款(万元),4000,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,1172,1296,1808,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,50,120,
专项应付款(万元),7530,1957,1347,1246,1166,1157,906,842,800,800,301,38,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,2378,2378,2378,2378,1002,1002,1002,1000,1000,--,0,--,0,0,79,327,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,4,--,-1,--,-7,--,-14,-15,-2,--,--,--,--,--,16,26,31,--,16,21,6,0,21,17,10,10,--,--,0,0,--,
长期递延收益(万元),1103,1103,1448,1448,1448,656,708,650,650,750,613,636,630,630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),903,719,1207,1207,1207,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,560,620,660,715,690,660,660,860,748,730,790,790,641,641,641,344,323,423,464,464,356,366,366,366,--,0,0,0,--,
非流动负债合计(万元),13535,7778,4002,3901,3821,1813,1614,1492,1450,1550,914,674,634,630,559,620,653,715,676,645,658,860,748,730,790,790,657,3044,3050,2722,2716,1445,1472,1466,1377,1383,376,376,--,0,1172,1424,2254,
负债合计(万元),54837,49294,51266,52891,54937,29289,28812,28323,29999,28159,28923,28312,26300,25455,23777,24962,25937,24192,30193,26252,24651,22568,22048,22820,23924,23946,23189,26278,25753,25943,28496,27611,28276,25877,26646,27296,26109,26410,28049,23004,24045,16466,13283,
实收资本(或股本)(万元),31857,31857,31857,31857,31857,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,29103,21803,21803,21803,21803,
资本公积(万元),57223,57223,57228,57228,57228,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,14283,11907,11907,11907,11907,11907,11907,11907,11907,11907,11907,11907,11907,183,183,183,57,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,0,0,--,
专项储备(万元),774,710,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
盈余公积(万元),2561,2561,2561,2561,2561,2561,2492,2492,2492,2492,2492,2492,2492,2492,2443,2443,2443,2443,2389,2389,2389,2389,2389,2389,2389,2389,2389,2389,2389,2389,2132,2132,2132,2132,1783,1783,1783,1783,1123,1123,1123,798,345,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
未分配利润(万元),5224,4874,4749,4398,3707,2906,2617,2602,2519,2274,3833,4341,5258,5684,5033,5045,4984,4905,3898,4503,4430,4373,6495,7833,8899,9526,9373,9902,11138,11277,10746,10420,10639,10634,10364,10199,9749,9141,9350,9042,6728,3877,1770,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,0,0,--,
归属于母公司股东权益合计(万元),97638,97225,96395,96044,95353,48853,48495,48479,48397,48152,49711,50219,51136,51561,50862,50875,50814,50734,49674,50278,50205,50148,52271,53608,54674,55301,55149,53301,54537,54676,53888,53562,53781,53776,53157,52992,52542,51935,51483,32150,29836,26660,23975,
少数股东权益(万元),161,177,933,948,926,744,744,738,739,739,843,866,862,905,970,978,957,939,961,968,939,907,904,897,883,879,886,918,913,952,921,930,556,543,516,510,490,519,347,475,589,656,300,
所有者权益(或股东权益)合计(万元),97798,97402,97329,96991,96279,49597,49239,49217,49136,48891,50554,51084,51998,52466,51832,51853,51770,51674,50635,51246,51145,51055,53174,54505,55557,56181,56034,54219,55450,55628,54808,54492,54337,54319,53674,53501,53032,52454,51830,32626,30425,27316,24274,
负债和所有者权益(或股东权益)总计(万元),152635,146696,148595,149882,151217,78887,78051,77540,79134,77050,79477,79396,78298,77922,75608,76814,77707,75865,80828,77498,75795,73623,75222,77325,79482,80127,79223,80497,81203,81571,83304,82103,82613,80197,80320,80798,79141,78864,79879,55630,54470,43782,37557,		
  
