报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),26306,16103,16214,16326,4851,4905,4860,4906,5014,5011,5158,5175,5245,5316,989,1006,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1762,1738,1758,1281,944,832,862,255,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2513,2503,2265,2243,2892,2895,2798,2798,2787,2498,2094,2053,2074,2235,2253,2339,
其他非流动资产(万元),560,475,431,431,12463,12456,3208,1233,706,803,170,--,--,--,--,--,
非流动资产合计(万元),138660,99099,98235,97959,97337,97568,88157,86361,82125,72280,58337,44120,26792,28134,19634,19042,
资产总计(万元),330499,279253,269358,276517,260313,251638,266820,223791,221693,199778,167657,146811,130882,134173,114272,115549,
短期借款(万元),7500,1000,1000,--,500,5000,20998,13998,13500,10500,6755,10969,7564,8687,24800,39873,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),48466,42473,35721,38761,36662,39941,32752,38304,37916,28656,24994,19723,17849,19421,16565,13383,
应付账款(万元),27316,24523,21239,20479,14019,15488,15573,16868,20871,20258,9915,6242,9414,8129,6831,7750,
预收账款(万元),7155,10652,13349,20057,21676,6076,5127,5720,8044,4244,3604,5233,3127,2413,2757,4267,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1800,1733,1514,1672,1528,1497,1273,1479,1454,994,461,341,299,401,473,410,
应交税费(万元),1667,1357,1015,2534,1667,1383,1381,2017,1773,3480,2594,3661,841,1950,610,2362,
应付利息(万元),1,1,2,--,0,5,72,25,44,47,37,172,119,82,43,95,
应付股利(万元),--,4091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),33526,698,590,531,841,786,1141,397,593,544,316,500,558,419,337,187,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,6316,6316,4739,5947,20,3000,5000,5000,--,--,
其他流动负债(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),127432,86528,74430,84034,76893,70176,84632,85124,88934,74670,48697,49841,44771,46501,52416,68326,
长期借款(万元),--,--,--,--,260,260,3260,--,8314,11053,15570,5000,5000,5000,10000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1979,2052,2124,2196,2225,2293,2361,2429,2146,1878,1065,--,--,--,--,--,
递延所得税负债(万元),379,338,306,272,229,205,145,145,39,--,--,--,--,4,26,1,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,--,
非流动负债合计(万元),2358,2389,2429,2468,2714,2759,5766,2574,10498,12931,16635,5000,5000,5004,10056,1,
负债合计(万元),129790,88917,76859,86502,79607,72935,90398,87698,99432,87601,65332,54841,49771,51505,62472,68327,
实收资本(或股本)(万元),40910,40910,40910,40910,40910,40910,40910,36000,36000,21073,21073,21073,21073,21073,18850,18850,
资本公积(万元),34267,34267,34267,34267,34267,34267,34267,1406,1406,16333,16333,16333,16333,16333,103,103,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),15474,15474,15474,15474,13859,13859,13859,13859,12137,10794,9461,8078,6726,6726,5485,4527,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),103851,99685,101847,99364,91670,89667,87386,84828,72717,63977,55458,46486,36979,38536,27363,23743,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),194503,190336,192498,190015,180706,178704,176422,136093,122261,112177,102325,91970,81111,82668,51800,47222,
少数股东权益(万元),6206,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),200709,190336,192498,190015,180706,178704,176422,136093,122261,112177,102325,91970,81111,82668,51800,47222,
负债和所有者权益(或股东权益)总计(万元),330499,279253,269358,276517,260313,251638,266820,223791,221693,199778,167657,146811,130882,134173,114272,115549,		
  
