报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2006-12-31,
长期股权投资(万元),107,133,154,130,14531,14430,14246,14044,291,350,--,1500,1500,1500,1500,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
固定资产原值(万元),20859,--,20674,--,19974,--,19583,--,19442,--,18419,--,17597,--,16439,--,14787,--,13097,--,4212,--,4255,--,3000,--,2924,--,1346,0,1315,1223,1194,1107,1101,--,856,--,0,
累计折旧(万元),4985,--,4526,--,4039,--,3635,--,3132,--,2738,--,2430,--,2093,--,1802,--,1535,--,1373,--,1175,--,913,--,767,--,825,0,768,751,723,665,623,--,542,--,0,
固定资产净值(万元),15874,--,16148,--,15934,--,15948,--,16311,--,15681,--,15167,--,14345,--,12984,--,11562,--,2838,--,3080,--,2087,--,2157,--,521,0,547,472,471,442,478,--,314,--,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
固定资产(万元),15874,15996,16148,16155,15934,15913,15948,16247,16311,16308,15681,15115,15167,15223,14345,13952,12984,12723,11562,2815,2838,2964,3080,2039,2087,2099,2157,611,521,529,547,472,471,442,478,483,314,273,529,
在建工程(万元),4446,53,47,--,--,--,--,--,--,--,--,--,--,--,--,31,31,31,31,7853,6523,5573,4902,5182,4891,2867,2843,3136,3059,2940,2461,2438,2163,--,--,--,--,--,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
无形资产(万元),11432,10928,11367,10001,8738,9106,9492,8647,8890,9112,9456,8647,8948,9168,9001,4756,4421,4447,4592,4152,4243,4334,4463,3530,3437,3531,3605,2226,2197,2253,2309,1789,1831,1452,1224,1268,430,338,35,
开发支出(万元),616,570,429,830,403,93,0,420,290,180,6,716,194,236,130,523,--,--,--,--,--,--,--,--,--,--,--,923,390,0,--,265,194,--,80,--,267,--,0,
商誉(万元),46394,46394,46394,46101,14125,14125,14125,14125,14125,14125,14125,14125,14125,14125,14125,917,917,917,917,917,917,917,917,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
长期待摊费用(万元),0,2,7,12,17,23,28,33,38,43,49,54,59,--,--,--,--,--,--,--,52,137,238,62,27,33,40,72,174,247,348,446,299,329,85,84,99,--,5,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
递延所得税资产(万元),2716,2883,2864,2197,2167,2054,1960,2019,1865,1715,1654,1702,1646,1349,1259,746,614,586,557,659,520,529,457,454,431,343,343,354,338,287,272,268,254,250,214,179,227,129,109,
其他非流动资产(万元),--,2489,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
非流动资产合计(万元),103213,101076,97838,95853,76294,76121,76176,75867,61882,61607,60743,53773,52459,47181,44940,20940,18982,18719,17674,16411,15108,14469,14073,11282,10888,8888,9003,7336,6695,6271,5952,5694,5228,2488,2097,2029,1352,754,692,
资产总计(万元),306078,297447,295033,257871,222903,227952,232583,173207,167017,152134,165084,183560,158432,140003,136640,104274,107762,104870,111001,93454,92259,89820,90932,82090,82500,75517,77160,77053,78158,35706,34181,32986,25574,24671,21241,19430,15613,18165,14075,
短期借款(万元),46934,31464,34516,31132,19094,17069,16569,28335,30481,15879,20084,35455,14980,2730,820,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,4800,3000,3000,3000,2000,2000,3000,1000,--,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付票据(万元),7567,6655,8171,3837,4896,2903,5992,3061,1786,2018,2044,149,317,1056,1946,909,1622,1276,2732,737,1481,1203,2167,2630,2821,75,879,1200,652,487,649,2623,496,640,--,--,--,--,0,
应付账款(万元),23117,21268,29937,17139,19195,22051,21802,21239,20428,17605,17712,25484,25307,21906,14154,13471,10040,11218,10006,6980,5341,4290,4218,3601,4726,2168,2152,2873,3635,2732,2887,2132,2331,3497,3076,859,1232,3613,1375,
预收账款(万元),6660,8577,7050,3593,3565,4066,4936,1654,2746,3438,4491,10497,7431,6009,8441,1714,10951,9426,15408,6503,4409,4926,4316,1531,414,711,372,743,954,1137,1073,845,330,498,479,1196,746,1977,1863,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付职工薪酬(万元),165,486,1672,315,47,61,806,33,30,28,744,44,15,78,363,21,19,18,22,22,21,1,--,13,36,67,86,88,90,94,93,95,96,94,130,145,85,181,722,
应交税费(万元),3174,3755,4503,1492,2404,1788,2170,2938,1113,880,1197,3399,2834,3159,2758,1335,1175,458,868,745,481,112,468,180,553,-195,-30,559,580,172,568,527,259,373,574,435,377,1468,1411,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,130,91,52,13,130,91,52,13,130,91,52,--,0,--,--,--,22,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,739,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
其他应付款(万元),7734,6570,6648,6668,5568,11099,11155,17546,14666,17637,19682,1078,2895,763,5250,153,158,240,210,160,74,129,204,110,208,171,151,200,270,46,69,44,22,51,2,6,24,38,393,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,300,100,
其他流动负债(万元),2603,2503,2500,1221,1584,1404,1586,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
流动负债合计(万元),97955,81277,94997,65397,56354,60442,65016,74804,71251,57483,65954,76106,53779,35701,33731,17603,23965,22635,29246,15146,12676,10751,11425,8077,8887,3087,3662,5676,8311,9558,8390,9266,6535,7153,6260,5641,3486,7576,5864,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,300,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,0,--,--,--,--,--,0,
长期应付款(万元),14588,15000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,840,840,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,840,840,840,840,840,840,840,840,840,840,840,840,840,1195,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
长期递延收益(万元),4379,4379,4879,3831,4571,5346,5976,5750,6176,6176,6584,5295,5295,5295,4396,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
递延所得税负债(万元),466,480,494,508,224,231,239,246,254,261,269,276,284,298,299,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2726,2871,2871,2871,1283,1283,1131,1450,700,700,700,900,500,500,500,500,45,45,100,100,230,275,230,0,
非流动负债合计(万元),19433,19859,5373,4339,4794,5578,6214,5997,6430,6438,6853,5572,5579,5594,4695,2726,2871,2871,2871,1283,4283,4131,4450,4540,4540,4540,4740,4340,4340,4340,4340,3885,885,940,940,1070,1115,1070,1495,
负债合计(万元),117388,101136,100370,69736,61148,66020,71230,80801,77681,63921,72807,81677,59359,41295,38426,20329,26836,25506,32117,16429,16959,14882,15875,12617,13427,7627,8402,10016,12651,13898,12730,13151,7420,8093,7200,6711,4601,8646,7359,
实收资本(或股本)(万元),59493,59493,59493,59493,57467,28733,28733,26102,26102,26102,26102,26102,26102,26102,26102,25200,25200,12600,12600,12600,12600,12600,12600,12600,12600,8400,8400,8400,8400,6300,6300,6300,6300,6300,6300,6300,6300,6300,1000,
资本公积(万元),76249,81043,81043,81043,60222,88955,88955,25632,25632,25645,27229,35364,35363,35362,35362,24819,24800,37382,37363,37538,37492,37553,37507,36959,36866,40882,40840,40840,40840,665,665,665,665,665,613,582,583,497,756,
减:库存股(万元),1652,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
盈余公积(万元),4769,4769,4769,4149,4149,4149,4149,3552,3552,3552,3552,2975,2975,2975,2975,2439,2439,2439,2439,2121,2121,2121,2121,1941,1941,1941,1941,1437,1437,1437,1437,950,950,950,573,572,249,260,606,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
未分配利润(万元),49689,48947,47676,42509,39971,40142,39548,37153,34082,32947,32434,30463,27829,27749,27329,25926,23219,21951,21662,20324,18824,18202,18355,17973,17665,16667,17577,16360,14830,13406,13049,11920,10240,8664,6555,5265,3880,2461,4353,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
归属于母公司股东权益合计(万元),188547,194252,192981,187194,161809,161980,161386,92439,89368,88246,89318,94904,92269,92188,91767,78384,75658,74372,74064,72582,71037,70476,70582,69473,69073,67889,68758,67037,65507,21808,21451,19835,18154,16578,14040,12719,11013,9519,6715,
少数股东权益(万元),143,2059,1682,940,-55,-47,-33,-33,-33,-33,2959,6978,6804,6521,6447,5561,5267,4992,4820,4443,4264,4463,4475,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,0,
所有者权益(或股东权益)合计(万元),188691,196311,194663,188135,161755,161933,161353,92406,89335,88213,92276,101882,99073,98709,98214,83945,80925,79364,78884,77025,75300,74938,75057,69473,69073,67889,68758,67037,65507,21808,21451,19835,18154,16578,14040,12719,11013,9519,6715,
负债和所有者权益(或股东权益)总计(万元),306078,297447,295033,257871,222903,227952,232583,173207,167017,152134,165084,183560,158432,140003,136640,104274,107762,104870,111001,93454,92259,89820,90932,82090,82500,75517,77160,77053,78158,35706,34181,32986,25574,24671,21241,19430,15613,18165,14075,		
  
