报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2694,2669,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,3737,--,3222,--,2862,--,2426,--,2230,--,2101,1984,1861,1260,905,
累计折旧(万元),--,1876,--,1803,--,1620,--,1457,--,1287,--,1119,956,643,391,228,
固定资产净值(万元),--,1861,--,1419,--,1242,--,969,--,942,--,982,1028,1218,869,676,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1822,1861,1557,1419,1292,1242,1216,969,946,942,930,982,1028,1218,869,676,
在建工程(万元),27718,27316,25512,24707,24060,22966,22214,19090,16783,12562,11301,7903,3881,734,130,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),15,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2509,2479,2277,2290,2303,2316,2329,2342,2355,2368,2381,2394,2420,2472,2524,2500,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),139,79,86,103,72,44,52,23,23,32,40,65,63,104,136,189,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),723,657,856,809,769,713,79,49,29,22,25,29,17,12,11,2,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),44479,42888,30287,29328,28496,27280,25889,22472,20136,15927,14676,11373,7409,4540,3669,3367,
资产总计(万元),117163,117837,107503,103350,103678,99597,94133,92391,81924,81463,79009,78249,37208,32313,29229,19090,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,
应付账款(万元),57,179,93,17,167,59,17,207,175,67,124,77,82,273,1070,217,
预收账款(万元),106,252,337,93,80,115,185,221,568,389,362,215,246,572,988,377,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2451,5273,3619,2978,2457,4237,2896,2364,1945,3409,2481,2200,3317,3017,2777,2289,
应交税费(万元),643,416,765,439,364,458,626,561,335,351,328,510,540,125,487,426,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),146,146,150,150,59,59,59,1021,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),17135,16471,11240,11182,14285,9939,9986,9977,940,37,101,404,4,5,34,7,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),20537,22736,16204,14859,17411,14867,13769,14352,3964,4253,3396,3406,4189,3994,5357,3316,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),188,169,151,143,137,132,128,124,119,115,111,107,99,81,58,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),188,169,151,143,137,132,128,124,119,115,111,107,99,81,58,0,
负债合计(万元),20724,22905,16355,15002,17548,14999,13897,14475,4083,4368,3508,3513,4287,4075,5415,3316,
实收资本(或股本)(万元),10816,10789,10541,10541,10433,10390,10392,10392,10000,10000,10000,10000,7500,7500,7500,5740,
资本公积(万元),69308,68267,62797,62563,59303,57807,57011,56740,46917,46917,46917,46917,6670,6670,6670,1312,
减:库存股(万元),17100,16443,11181,11181,11172,9929,9976,9976,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5189,5189,4340,4340,4340,4340,3598,3598,3598,3598,3106,3106,3106,2279,1477,2017,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),28549,27232,24664,22068,23153,21899,19209,17175,17392,16636,15574,14883,15814,11963,8296,6833,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-128,
归属于母公司股东权益合计(万元),96438,94932,91148,88348,86130,84597,80237,77916,77841,77096,75501,74736,32921,28238,23814,15774,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),96438,94932,91148,88348,86130,84597,80237,77916,77841,77096,75501,74736,32921,28238,23814,15774,
负债和所有者权益(或股东权益)总计(万元),117163,117837,107503,103350,103678,99597,94133,92391,81924,81463,79009,78249,37208,32313,29229,19090,		
  
