报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
无形资产(万元),72543,72889,72842,73318,73605,74065,63379,63850,64301,64792,--,--,8427,8496,8837,8913,8990,9053,9129,9124,9191,9259,9331,9402,9460,8511,7615,7677,7740,7761,7819,7877,7993,7468,4714,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期待摊费用(万元),3945,4289,4644,4999,5353,5708,8630,8505,8528,8562,--,--,464,454,5024,5024,5498,5404,384,432,497,530,579,627,676,725,--,0,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),19196,17932,10613,14222,11959,10910,6659,7973,6516,6422,--,--,--,--,6392,3197,2362,2218,2605,2269,1695,1534,1270,1511,1438,1280,1422,1666,1813,1398,1084,1401,1615,937,947,
其他非流动资产(万元),5220,242767,6755,8935,17563,18500,55624,46815,48681,43762,--,--,1512,1512,7497,8297,8697,8697,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动资产合计(万元),3907665,4390969,4081867,4230479,3787395,3800227,3790875,3675944,3675429,3690560,0,0,170317,173313,289978,290668,296937,298124,227245,230273,234733,216594,200864,201766,172076,151963,130279,123025,119531,110666,91342,82956,64583,36699,33700,
资产总计(万元),5513902,5365013,5109869,5101776,4652351,4580570,4384478,4415778,4233614,4324326,136211,137969,289053,312647,776129,842580,920327,940077,962572,925022,856590,746954,768997,801662,717628,648603,609850,547021,573593,476395,488235,459119,406045,424048,350115,
短期借款(万元),1111100,1113700,967900,947500,900200,801100,736000,805100,630600,567400,342502,293093,246139,132041,133726,99691,94149,130202,148352,210824,202966,157596,238041,260071,221895,198325,181695,200433,168680,56710,58785,59737,30944,34516,6110,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,20000,--,--,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,111,195,--,0,--,--,--,--,11,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,7000,--,--,395,11283,10993,10993,108,6248,29475,49413,46177,108089,102000,138497,186654,189810,175615,83846,75548,65452,63309,55580,58276,44739,19480,24402,29480,18012,6603,13248,3900,19900,1350,
应付账款(万元),--,158603,--,145056,192645,155576,174568,182320,211066,236707,40113,40177,33812,37701,34693,35314,32890,37662,57344,65602,49696,43322,39499,45539,25344,26223,15722,26558,32820,35154,15552,28246,16967,13075,21486,
预收账款(万元),14469,7858,7103,5753,16926,14704,29244,23175,26592,32211,54592,63817,86009,132098,164528,167418,175841,176179,101630,99537,96144,108913,101827,111967,122556,97270,92365,67156,120722,133090,180260,198022,203441,252662,244385,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),12588,13339,14002,13872,13780,11870,6673,5221,5151,5985,195,195,537,536,474,451,446,454,323,314,364,416,104,124,157,181,112,122,185,400,147,228,243,155,132,
应交税费(万元),28573,49386,31188,32285,29034,44280,41035,22507,15512,35528,3343,3358,228,966,236,322,693,458,1041,1406,2029,2419,-9491,-10817,-11786,-7386,-9013,-5032,-104,-2403,-1249,76,101,-5252,-7260,
应付利息(万元),1904,2564,--,1017,1940,2463,2083,1574,1705,2516,3579,3579,5431,5027,1100,5570,4529,2653,478,4490,2834,1891,198,548,198,190,218,729,658,419,--,--,--,--,--,
应付股利(万元),9744,9744,--,11375,--,3850,9425,42254,--,5600,1126,1126,1126,1126,1126,1126,1126,1126,1126,2205,--,--,--,2205,--,--,--,0,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,300025,255764,238407,309515,354848,256967,280104,280722,306766,104649,120885,103261,21896,22953,12545,101791,80736,4074,544,642,425,900,734,974,942,759,887,2598,2647,4217,2767,2731,14254,7142,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),155044,167151,217745,331258,233721,314806,340664,311143,148965,243176,--,--,60600,72500,60100,60100,20000,20000,--,--,--,--,--,--,--,3080,26932,27008,2385,26385,24000,39000,15000,10000,10000,
其他流动负债(万元),4045,2979,--,3066,1623,1330,--,--,--,--,156895,156895,100000,100000,120000,150000,50000,20000,3000,3000,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
流动负债合计(万元),1799768,1832350,1668681,1729587,1699778,1716110,1627652,1684391,1320420,1462137,736470,732538,683321,611980,640937,671035,668125,659313,492984,471767,430223,380434,434388,465951,417725,363758,328270,342262,357424,270415,288313,341324,273338,339310,283345,
长期借款(万元),402120,390590,428437,420787,511315,491563,463003,503260,682909,677891,--,--,63933,64054,42812,41851,94180,116559,171965,155966,130186,72149,42296,42357,12538,--,--,0,15106,5702,2385,2385,26385,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,78000,77790,77742,77693,77644,77595,77547,77482,77449,77593,81405,80070,78734,77324,0,--,--,--,--,--,--,--,
长期应付款(万元),--,61869,74462,76005,112970,100939,108440,125663,150198,150198,--,--,41299,41469,46745,45752,44782,45271,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
预计非流动负债(万元),1035,1050,1021,1021,982,1091,1139,1139,1139,1139,27522,31072,33003,41678,21697,20221,17867,17876,3688,3359,3332,2615,2484,2771,2113,1916,2650,2935,2215,2023,1583,1450,2827,1336,2044,
长期递延收益(万元),10763,11140,9335,9259,9772,9935,9657,9773,10306,10402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),29633,1162,334,--,--,--,232,155,156,823,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,23,57,52,62,179,101,220,131,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,1000,1000,2000,2000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动负债合计(万元),498273,465811,513589,507072,635039,603528,582471,639991,844707,840453,27522,31072,139235,226201,190044,186566,236522,259350,253253,236871,211000,152213,122373,126533,94720,80673,80031,2986,17383,7903,4070,4056,29343,1336,2044,
负债合计(万元),2298041,2298161,2182270,2236659,2334817,2319638,2210123,2324382,2165126,2302590,763991,763610,822556,838180,830981,857600,904647,918663,746237,708638,641223,532647,556761,592484,512445,444432,408301,345248,374807,278318,292383,345380,302681,340647,285389,
实收资本(或股本)(万元),377808,377808,377808,377808,325315,325315,325315,325315,325315,325315,37485,37485,37485,37485,37485,37485,37485,37485,37485,22050,22050,22050,22050,14700,14700,14700,14700,14700,14700,14700,14700,11000,11000,11000,11000,
资本公积(万元),1658177,1658177,1654165,1654165,1310714,1310714,1310714,1310714,1310714,1310714,51993,51993,51993,51993,51993,51993,51993,51993,51993,67428,67428,67428,67428,74778,74778,74778,74778,74778,74778,74778,74778,--,--,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
盈余公积(万元),319901,319901,319901,319901,319901,319901,319901,319901,319901,319901,4891,4891,4891,4891,4891,4891,4891,4891,4891,4891,4891,4891,4513,4513,4513,4513,4372,4372,4372,4372,3891,3891,3891,3460,1341,
一般风险准备(万元),100714,100714,84159,84159,84159,84159,75265,75265,75265,75265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),71854,-39748,-120499,-176010,-234295,-278802,-346384,-401959,-450478,-487862,-722149,-720010,-625806,-618124,-149444,-109689,-78669,-73084,121431,121455,120579,119468,117705,114773,110754,109696,107440,107693,104709,103975,102263,98598,88306,68837,52314,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91,132,10,73,104,101,130,63,36,14,14,-1,0,17,5,--,--,
归属于母公司股东权益合计(万元),2540398,2421779,2310841,2254097,1800638,1756135,1688150,1632367,1583810,1548048,-627780,-625641,-531293,-523426,-54773,-14924,15676,21308,215891,215956,214959,213910,211800,208866,204875,203750,201326,201557,198573,197824,195632,113506,103201,83297,64655,
少数股东权益(万元),675463,645073,616758,611020,516897,504797,486206,459029,484677,473688,--,--,-2210,-2108,-79,-96,5,106,445,428,408,398,436,312,308,421,223,216,213,253,219,233,162,105,71,
所有者权益(或股东权益)合计(万元),3215861,3066852,2927599,2865117,2317534,2260932,2174355,2091396,2068488,2021736,-627780,-625641,-533503,-525534,-54851,-15020,15681,21414,216335,216384,215367,214307,212236,209178,205183,204171,201549,201773,198786,198077,195851,113739,103364,83401,64726,
负债和所有者权益(或股东权益)总计(万元),5513902,5365013,5109869,5101776,4652351,4580570,4384478,4415778,4233614,4324326,136211,137969,289053,312647,776129,842580,920327,940077,962572,925022,856590,746954,768997,801662,717628,648603,609850,547021,573593,476395,488235,459119,406045,424048,350115,		
  
