报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
递延所得税资产(万元),691,856,1168,517,533,555,414,481,539,510,348,304,314,55,32,31,--,56,54,28,23,24,22,
其他非流动资产(万元),1274,1246,1148,939,639,11410,11504,12270,12082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),115317,114066,113951,112563,112365,112637,113105,112957,112596,95885,96051,67021,66496,14995,13142,13064,12912,11729,6709,6674,5637,5605,5894,
资产总计(万元),190231,190388,192898,157310,153826,158397,160319,160507,154939,157534,159808,124310,117968,85199,82560,82114,43576,45354,38822,31628,28321,25273,18965,
短期借款(万元),29210,26615,24936,24459,21151,19473,22519,27315,22260,18998,17162,11533,6163,--,--,--,--,--,--,--,--,1264,3654,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),6337,3768,3490,2767,4378,8180,7189,4616,4897,5881,8100,8648,7801,6275,5740,7082,--,6798,7722,5378,3989,5088,3448,
应付账款(万元),3494,2966,3129,4478,3894,3185,3239,3410,4579,3199,4026,3652,4894,1306,1482,1182,--,2025,1625,1104,1097,1266,1484,
预收账款(万元),1703,2291,4108,2661,1799,2516,2541,3034,2777,1903,1887,2839,2405,579,648,622,--,766,291,222,334,352,65,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),557,521,786,533,536,482,707,528,504,420,973,420,483,227,196,182,--,159,146,150,118,80,67,
应交税费(万元),1605,951,1661,1002,913,628,1025,1205,329,498,1197,802,442,432,177,339,--,-127,-141,147,204,115,-195,
应付利息(万元),114,91,63,51,49,49,51,44,47,47,23,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,1500,--,--,--,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),236,247,4841,7407,8402,13431,14452,14508,14651,22646,24447,14863,14876,29,29,38,--,28,27,27,29,27,124,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,1400,1400,1600,1600,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),95,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),43352,37451,43022,43358,42622,47945,51722,54660,51345,54992,59214,44357,38664,8848,8272,9444,7224,9651,9670,7029,5771,8192,8647,
长期借款(万元),13800,15300,15300,16550,16550,17800,17800,17800,17800,17800,17800,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),27922,27509,27096,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),11,11,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1396,1409,1185,1293,1254,1264,1275,980,983,984,984,974,974,724,724,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1818,1891,1968,740,753,768,784,1095,1121,1170,1230,387,399,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),30,30,30,30,30,80,80,150,150,150,150,293,293,--,--,690,--,690,618,--,--,--,--,
非流动负债合计(万元),44978,46151,45593,18612,18587,19912,19939,20025,20054,20104,20164,1654,1666,724,724,690,690,690,618,0,0,0,0,
负债合计(万元),88329,83602,88614,61971,61209,67857,71661,74686,71400,75096,79378,46012,40330,9572,8996,10134,7914,10340,10288,7029,5771,8192,8647,
实收资本(或股本)(万元),20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,--,7500,7500,7500,7500,7500,6900,
资本公积(万元),23794,23793,23793,23793,23793,23793,23793,23793,23793,23793,23793,23793,33793,33793,33793,33793,--,4112,4112,4112,4112,4112,1712,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),401,382,360,349,339,317,305,299,290,268,255,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6456,6456,6456,4992,4992,4992,4992,4364,4364,4364,4364,3741,3741,3741,3741,2939,--,2939,2133,1347,1347,650,171,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),44814,49718,47238,46206,43493,41439,39568,37366,35093,34013,32018,30765,30105,28094,26031,25249,--,20463,14788,11640,9591,4819,1535,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),101902,106786,104284,95339,92617,90540,88657,85821,83540,82438,80430,78298,77638,75627,73564,71981,35663,35014,28534,24600,22551,17081,10318,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),101902,106786,104284,95339,92617,90540,88657,85821,83540,82438,80430,78298,77638,75627,73564,71981,35663,35014,28534,24600,22551,17081,10318,
负债和所有者权益(或股东权益)总计(万元),190231,190388,192898,157310,153826,158397,160319,160507,154939,157534,159808,124310,117968,85199,82560,82114,43576,45354,38822,31628,28321,25273,18965,		
  
