报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),34894,39213,35889,37251,38344,40542,35133,40070,40362,43271,36221,36591,38018,38486,36721,48215,49645,48182,39266,38988,35636,35054,30726,19461,17930,19937,18590,18173,17019,17351,14723,13025,10989,12715,11537,11929,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),66221,21795,43888,22764,11787,40116,40024,17841,8971,22332,--,--,869,--,3000,6000,6000,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),185198,171932,141853,113689,111498,142179,129093,115248,112405,117392,116437,111454,108256,100636,98443,114279,101980,97623,95926,101224,90470,89844,92135,94015,92371,96821,87510,87272,91904,94679,97559,100612,43914,44306,49227,49844,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),3982,3988,4011,3923,4013,3918,3919,3834,3877,4056,5187,6003,5254,5420,1764,1571,1530,1554,1741,1648,1907,2000,1724,1838,1907,1814,1814,2039,2094,2017,2134,2212,2662,2992,1517,4998,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),13370,9623,9420,9288,9176,9536,11194,11304,11453,11499,11660,11564,11530,11603,10524,8252,8074,11587,8511,8325,8142,8067,2114,2079,1286,1344,1339,1357,613,614,635,649,652,652,652,1266,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),24692,25056,30760,31140,31498,31683,32013,32368,32728,33085,32883,33737,34087,34437,6444,6544,6667,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,68379,--,70015,--,70617,--,71271,--,70725,--,70924,--,72847,--,69616,--,67295,--,66837,--,66689,--,62549,--,61898,--,59682,--,54753,--,53694,0,52803,46199,0,
累计折旧(万元),--,36979,--,37396,--,36758,--,37107,--,35404,--,34013,--,33764,--,34428,--,32668,--,30805,--,29118,--,27298,--,25627,--,24252,--,23130,--,21988,0,20642,17755,0,
固定资产净值(万元),--,31401,--,32619,--,33859,--,34163,--,35321,--,36911,--,39083,--,35188,--,34627,--,36032,--,37571,--,35251,--,36270,--,35430,--,31623,--,31707,0,32162,28444,0,
固定资产减值准备(万元),--,193,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),30789,31208,31981,32619,32837,33859,33294,34163,34895,35321,35930,36911,37738,39083,63164,35188,35870,34627,35285,36032,36747,37571,37978,35251,35800,36270,34818,35430,31952,31623,31603,31707,31773,32162,28444,29020,
在建工程(万元),3669,2613,677,314,220,5,467,15,13,304,848,381,369,308,1934,20558,20208,18537,17867,17262,15965,13905,13188,13631,11318,8960,9046,8104,10428,7556,1767,779,520,270,3037,1292,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,4,4,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),4848,4895,5853,5557,4441,4481,4498,4547,4593,4647,4847,4898,4951,5014,8600,8669,8811,7612,7667,7716,7706,7782,7812,8028,8345,8400,7691,7732,7761,7805,7850,7895,7939,7984,8163,4377,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),507,487,369,382,450,497,433,492,554,633,582,656,674,752,466,379,382,394,302,373,435,493,356,411,344,265,951,967,912,129,144,151,199,221,331,312,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),1338,1194,2153,2097,2086,2168,2372,2101,2091,1971,1358,1155,1233,1288,861,1063,918,925,473,556,465,481,326,384,283,328,408,410,436,455,515,520,409,411,379,271,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),83194,79063,85224,85319,84721,86148,88190,88825,90205,91517,93295,95305,95835,97903,93757,82222,82460,75237,71845,71911,71366,70298,63499,61620,59284,57380,56067,56037,54195,50200,44648,43916,44158,44690,42524,41538,
资产总计(万元),268392,250995,227077,199008,196219,228326,217283,204074,202610,208909,209732,206759,204091,198539,192200,196502,184440,172860,167770,173136,161836,160142,155634,155636,151655,154201,143576,143309,146099,144880,142207,144529,88072,88996,91751,91382,
短期借款(万元),52031,66600,57478,31297,27316,54480,49900,35231,37646,39416,41645,35010,33110,19715,19220,19444,11844,4463,9050,14457,6908,4907,2250,2000,--,--,--,--,1311,--,--,0,23417,21010,31751,31023,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),45,48,107,24,0,34,--,97,365,592,75,--,330,465,--,7,0,2,--,--,--,--,--,156,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),368,100,318,346,250,--,44,367,220,189,170,90,218,168,85,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,200,0,
应付账款(万元),19546,29416,21273,23366,20039,26035,20006,25917,21980,25314,21460,26157,18840,25979,21853,27049,22486,24824,18174,21493,16525,18899,17219,18857,15055,18406,15915,17234,17332,18365,17763,20336,12930,17801,15645,13494,
预收账款(万元),4347,4273,2718,2302,2024,2661,2200,3583,3046,2558,4309,3658,3589,3633,2786,3164,2151,2163,1786,1971,2589,1498,2130,3309,1630,1867,1934,2155,2531,1892,1897,2391,2966,1686,2139,3386,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),457,1568,1062,607,460,1171,1027,761,452,782,964,521,727,777,656,506,294,502,596,348,253,273,648,560,179,445,821,586,416,73,1001,403,157,71,67,595,
应交税费(万元),1527,1318,1993,2177,2177,2821,1423,463,316,517,923,817,227,848,892,776,-95,2,352,453,242,541,1049,876,474,845,184,41,-547,969,967,1135,365,1603,1221,1442,
应付利息(万元),103,113,95,35,86,62,80,54,48,50,78,75,163,58,47,102,50,25,18,35,19,9,--,0,--,--,--,--,1,--,--,19,36,26,46,53,
应付股利(万元),--,81,105,105,81,377,377,377,526,526,526,680,693,1350,1350,70,--,--,--,44,383,383,1179,910,232,1099,8,345,122,298,122,122,58,0,0,906,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),2542,2373,2628,2513,3052,2195,1900,1766,1632,2398,2111,3658,7124,5169,4417,3347,1442,2774,1603,1677,1879,1710,2559,1829,1475,2347,1411,2038,1811,1725,1892,2056,1413,1194,2194,2567,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,134,--,--,--,34,4835,2094,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),80966,106024,87776,62771,55486,89868,81791,70710,66230,72343,72263,70666,65021,58162,51305,54466,38171,34756,31578,40478,28798,28220,27033,28497,19045,25009,20273,22399,22977,23322,23643,26463,41342,43391,53263,53465,
长期借款(万元),--,--,--,--,--,--,--,--,--,1700,1950,1950,2200,2200,2450,5450,5700,2700,2700,2700,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,1620,737,497,212,201,6,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),32,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),6290,5379,1889,1890,1929,1928,2048,1952,2059,2126,2273,2580,2384,2414,2206,2198,2366,808,653,589,508,490,283,284,373,457,408,469,422,442,359,378,545,627,258,1129,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,38,38,8,8,27,1334,3398,2624,877,865,1345,1235,--,0,0,0,0,0,
非流动负债合计(万元),6461,5550,2042,2042,2089,2088,2208,2112,2226,3993,4390,4698,4762,4792,4656,7648,8566,3508,3391,3327,516,498,310,1619,3771,3081,1285,1335,1767,1677,1979,1115,1042,839,460,1135,
负债合计(万元),87427,111575,89818,64813,57576,91956,84000,72822,68457,76336,76653,75364,69783,62953,55961,62114,46737,38264,34968,43804,29314,28718,27344,30116,22816,28091,21558,23733,24745,24999,25622,27578,42384,44230,53722,54600,
实收资本(或股本)(万元),57767,52065,52065,52065,52065,52065,52065,52065,52065,52065,52065,52065,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,17355,17355,17355,17355,13350,13350,13350,13350,10000,10000,10000,10000,
资本公积(万元),65382,31568,31568,31568,31568,31568,31862,32207,32207,32207,32207,32207,58145,58242,58942,59511,59481,59499,59009,58939,59133,59203,58905,57850,66579,66510,66510,66678,70725,70667,69959,70017,4647,4894,3788,6399,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),9889,9889,9477,9477,9477,9477,8413,8413,8413,8413,7279,7279,7279,7279,6485,6485,6485,6485,5746,5746,5746,5746,4983,4983,4983,4983,3917,3917,3917,3917,3507,3507,3507,3507,3087,2641,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),41711,38587,36646,33902,37684,35631,33357,30788,33486,31944,33039,30903,33561,32443,32795,29717,32487,31385,31045,28114,30995,29843,28355,25701,27997,26653,25251,23214,24180,23002,21199,21921,19555,18460,14461,11358,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),175433,132798,130463,127654,131490,129367,126284,124033,126761,125353,125910,124430,126432,125536,125033,121746,124486,123402,121833,118832,121907,120825,118275,114567,116914,115500,113033,111164,112172,110937,108015,108795,37709,36862,31336,30399,
少数股东权益(万元),5533,6622,6796,6542,7153,7003,7000,7220,7392,7219,7168,6965,7876,10050,11206,12642,13217,11194,10969,10499,10615,10600,10015,10953,11925,10610,8986,8411,9182,8944,8570,8155,7979,7904,6692,6383,
所有者权益(或股东权益)合计(万元),180965,139421,137259,134196,138643,136370,133284,131252,134153,132573,133079,131395,134308,135586,136239,134388,137703,134595,132802,129331,132522,131424,128290,125520,128839,126110,122019,119576,121355,119881,116585,116950,45688,44766,38029,36782,
负债和所有者权益(或股东权益)总计(万元),268392,250995,227077,199008,196219,228326,217283,204074,202610,208909,209732,206759,204091,198539,192200,196502,184440,172860,167770,173136,161836,160142,155634,155636,151655,154201,143576,143309,146099,144880,142207,144529,88072,88996,91751,91382,		
  
