报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6674,9277,7401,12121,10344,6583,5366,6273,2563,1578,810,612,279,515,361,414,417,533,--,350,304,607,279,247,
预收账款(万元),2387,5969,2919,2639,2893,4765,4538,2375,2435,5180,99,108,193,204,140,267,325,321,--,100,79,17,39,1,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1242,2697,1318,1449,1483,2172,1296,1244,1878,1793,796,670,601,778,466,457,549,659,--,369,521,427,261,150,
应交税费(万元),3196,5102,2176,2079,3339,4421,2718,2447,2992,3125,607,1251,503,660,187,677,412,649,--,695,713,609,325,161,
应付利息(万元),--,23,--,--,--,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),50,910,109,541,541,541,109,109,109,348,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),848,6325,8986,11582,12402,12864,6568,1802,4291,22472,22691,412,155,130,95,58,96,67,--,23,16,39,92,40,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3588,3588,2516,2480,440,440,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),385,438,306,306,390,353,--,--,--,--,--,--,--,--,--,--,--,--,--,84,94,122,--,--,
流动负债合计(万元),30371,51330,46432,55198,50722,42655,28096,14249,14267,34495,25203,3054,1731,2288,1249,1873,1801,2228,1138,1621,1727,1822,996,599,
长期借款(万元),10219,11116,8685,9360,8560,1760,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),73,73,48,76,--,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1065,1065,876,846,826,826,578,578,350,340,160,160,160,160,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),169,164,151,158,47,50,65,65,65,65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,160,160,160,160,--,--,--,--,--,--,
非流动负债合计(万元),11526,12417,9760,10441,9432,2683,643,643,415,405,160,160,160,160,160,160,160,160,--,0,0,0,0,--,
负债合计(万元),41897,63747,56192,65639,60154,45339,28739,14892,14682,34900,25363,3214,1891,2448,1409,2033,1961,2388,1138,1621,1727,1822,996,599,
实收资本(或股本)(万元),63377,63377,63377,63377,63377,63377,63377,63420,25368,25368,21384,21384,9720,9720,9720,9720,6480,6000,--,6000,6000,6000,5000,1500,
资本公积(万元),106095,106095,106082,105742,105742,105742,105546,105503,143555,143555,841,841,12505,12505,12505,12505,15745,4261,--,4261,4261,4261,67,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2396,2396,2396,2396,2396,2396,2331,2331,2331,2331,1980,1980,1980,1980,1504,1504,1504,1504,--,1084,1084,647,275,143,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),35643,35055,28118,28287,29432,30073,24060,23435,22579,21270,15560,15626,13482,12913,12025,11934,10448,9711,--,8495,7132,3764,835,1285,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),207511,206923,199973,199802,200947,201588,195315,194690,193833,192525,39766,39832,37688,37118,35755,35663,34178,21476,19966,19840,18477,14671,6177,2928,
少数股东权益(万元),15971,15465,12838,11925,10989,10129,8635,8829,8234,7456,3269,1580,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),223482,222388,212811,211728,211937,211718,203950,203519,202067,199981,43035,41412,37688,37118,35755,35663,34178,21476,19966,19840,18477,14671,6177,2928,
负债和所有者权益(或股东权益)总计(万元),265379,286136,269004,277367,272091,257056,232689,218411,216749,234880,68398,44626,39579,39566,37164,37696,36138,23865,21104,21460,20204,16493,7173,3527,		
  
