报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
递延所得税资产(万元),6991,7933,8827,7537,7394,7020,7262,5634,5674,6297,5329,5412,5601,6419,5727,4229,
其他非流动资产(万元),52586,40446,17564,16471,10469,12657,6758,15731,9507,4745,--,800,--,--,--,--,
非流动资产合计(万元),793743,802724,779832,712285,644909,611030,563985,531756,508118,509318,473127,474680,475781,481369,443472,362020,
资产总计(万元),2238656,2047321,2133303,1983568,1719424,1519364,1243873,1156562,1194210,1096869,955292,1007029,1019589,1017025,936735,878490,
短期借款(万元),176709,183480,187582,174182,160531,161382,157494,117114,141784,121500,123500,120401,121401,116799,93942,69392,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),692449,718291,578038,585852,523752,516681,366397,442131,366693,288130,322087,368040,330842,267304,289351,257175,
应付账款(万元),391313,280126,504886,322345,316009,237658,234029,157447,250080,247118,122938,140348,180018,181978,184428,194734,
预收账款(万元),160712,99895,167827,241395,133323,43471,23592,12626,20801,23338,16386,6393,10666,61562,29241,43749,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),7411,7317,7678,20278,7278,6093,9213,3423,3581,6488,2417,2940,3555,6398,5586,8787,
应交税费(万元),12150,14092,24749,27389,11027,7147,9356,2299,6455,9562,1315,5949,2279,3585,-1743,2578,
应付利息(万元),247,138,85,309,243,150,257,117,--,--,--,--,31,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),60635,44449,33794,31986,30987,29259,27493,31134,29993,29247,29710,29041,38612,39537,38902,44953,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),20398,21171,7630,13176,7500,500,500,9500,9500,9500,23100,31600,33700,38700,6343,12850,
其他流动负债(万元),--,--,--,--,--,--,--,21238,20863,20488,20113,--,--,--,--,--,
流动负债合计(万元),1522024,1368958,1512270,1416912,1190650,1002341,828329,797028,849750,755371,661566,704711,721105,715863,646050,634219,
长期借款(万元),177920,146237,85096,59013,52422,51108,45487,17227,26142,20000,--,9500,9500,9500,50900,44100,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,3059,3059,3059,3059,3059,3059,3059,3059,3059,
预计非流动负债(万元),1811,1575,2570,2638,1620,1324,1637,721,1272,1442,938,785,1176,1138,1237,1434,
长期递延收益(万元),35050,44355,44602,44915,45647,45670,45721,40553,40481,40709,--,--,36745,36779,--,--,
递延所得税负债(万元),2553,2606,2668,2737,2806,2876,3017,3160,--,3303,--,--,--,3596,--,1449,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,36564,36549,--,--,23346,7324,
非流动负债合计(万元),217334,194773,134936,109303,102496,100978,95862,64720,70955,68513,40561,49893,50480,54072,78542,57366,
负债合计(万元),1739358,1563731,1647206,1526216,1293145,1103319,924191,861748,920705,823884,702127,754604,771585,769936,724591,691585,
实收资本(或股本)(万元),90920,89250,89250,89250,89250,89250,75000,75000,75000,75000,75000,75000,75000,75000,75000,55368,
资本公积(万元),124380,108531,108531,108531,108531,108531,48388,48388,9127,40379,9116,9127,9116,40355,9103,26534,
减:库存股(万元),17151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),18476,18476,18476,18476,7620,7620,7620,7578,7875,6935,7150,7334,7659,6178,5944,3245,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),191558,181808,189707,169538,158096,148603,129043,105328,127097,92491,109036,107221,101425,71452,73192,55423,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,-278,-169,72,--,--,--,
归属于母公司股东权益合计(万元),407482,397416,405281,385026,363297,353794,259557,235719,218589,214480,200024,198513,193271,192602,163239,140570,
少数股东权益(万元),91816,86174,80816,72326,62982,62251,60126,59096,54916,58505,53142,53913,54733,54487,48905,46335,
所有者权益(或股东权益)合计(万元),499298,483590,486097,457353,426279,416045,319682,294815,273505,272985,253166,252425,248004,247089,212143,186905,
负债和所有者权益(或股东权益)总计(万元),2238656,2047321,2133303,1983568,1719424,1519364,1243873,1156562,1194210,1096869,955292,1007029,1019589,1017025,936735,878490,		
  
