报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
其他流动资产(万元),2711,1576,3229,3386,2228,1726,4675,5308,7185,8109,10504,12583,15692,12154,13545,14817,14297,5444,129,229,327,474,326,621,384,489,437,--,--,--,--,--,--,--,--,0,--,0,--,0,240,240,0,1,--,2,--,--,0,0,--,
流动资产合计(万元),144366,137422,139749,135459,139510,143535,120044,114815,106565,108751,104872,104287,107542,105533,70071,71096,74428,74559,76187,58885,56472,57395,67482,42751,41967,39861,44748,44789,43475,46712,49105,46972,42626,40811,40603,39033,36596,35348,33573,32554,33087,32364,34490,32868,39207,44362,27700,28809,26074,22316,12569,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
可供出售金融资产(万元),--,--,880,880,880,880,880,880,880,888,888,888,888,888,888,888,888,8,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
长期股权投资(万元),388,376,458,435,421,381,435,396,342,306,494,--,--,--,14,23,36,36,38,17,38,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,638,638,638,638,772,1172,422,417,416,418,408,8,8,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
投资性房地产(万元),9268,9268,8497,8497,8497,8497,8283,8283,8283,8283,5659,5761,6290,6576,5696,5768,5384,5478,5930,912,221,224,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
固定资产原值(万元),--,72476,--,67238,--,62200,--,60519,--,50479,--,46984,--,44864,--,38507,--,38812,--,36711,--,37588,--,28816,--,27830,--,23391,--,23143,--,19284,--,18230,--,17228,--,16724,--,16234,--,15750,--,13658,--,13859,--,12828,11577,0,--,
累计折旧(万元),--,18603,--,16681,--,14808,--,13183,--,14142,--,14045,--,12691,--,11233,--,10727,--,9840,--,9639,--,8878,--,8144,--,7346,--,7052,--,6386,--,5736,--,5219,--,4640,--,4140,--,3628,--,3347,--,2861,--,2421,2060,0,--,
固定资产净值(万元),--,53872,--,50557,--,47392,--,47336,--,36337,--,32939,--,32173,--,27274,--,28085,--,26871,--,27949,--,19938,--,19685,--,16045,--,16091,--,12898,--,12494,--,12009,--,12084,--,12094,--,12122,--,10311,--,10998,--,10408,9516,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,0,0,--,
固定资产(万元),--,53872,50292,50557,48526,47392,44888,47336,36309,36337,32939,32939,32276,32173,27025,27274,27721,28085,27158,26871,27800,27949,19748,19938,20056,19685,17163,16045,15934,16091,13316,12898,12575,12494,12063,12009,12010,12084,12111,12094,12297,12122,10345,10311,11050,10998,10377,10408,9516,5781,5735,
在建工程(万元),--,5009,12287,10576,6346,5480,8602,2202,11679,10835,8013,6815,6652,4760,2866,3995,1446,1363,972,1092,1193,631,5629,3528,3328,3304,4613,3805,2892,2523,3365,2709,2337,1795,1338,1034,1034,719,790,790,788,674,2775,2519,2168,1055,738,88,50,2702,635,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
无形资产(万元),15180,15317,13651,13572,13673,13778,11778,11521,11547,11695,12302,11826,11912,11992,9064,9102,9145,9185,3836,3332,3367,3368,3405,3442,3535,3421,3061,3051,3062,3094,3076,1341,1364,1368,1391,1410,1413,1435,1457,1479,1501,1505,1527,1522,1715,1733,1744,1497,1502,3,2,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
商誉(万元),62510,62510,106774,106774,106774,106774,110150,110150,110150,110150,111212,111212,111212,111212,7278,7278,7278,7278,6252,--,--,--,--,--,--,0,134,--,--,--,--,--,--,--,21,21,21,21,21,21,21,21,21,21,21,21,--,--,0,0,--,
长期待摊费用(万元),1201,1234,2356,2352,1727,1617,2206,1975,1477,1499,1415,1300,1166,1155,854,790,684,463,169,169,159,218,116,125,134,147,113,73,68,71,77,83,81,70,82,87,95,86,101,34,40,30,35,41,49,54,30,36,115,51,111,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
递延所得税资产(万元),1035,1035,1008,1008,924,845,1857,1682,1655,1570,2210,2125,1763,1648,1021,866,648,503,575,522,519,519,412,412,401,401,437,427,634,634,603,603,563,504,504,504,358,358,173,173,223,223,201,201,163,188,178,231,155,111,98,
其他非流动资产(万元),--,--,49,49,49,49,99,99,99,99,148,148,148,148,197,197,197,197,247,--,--,--,215,328,370,544,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
非流动资产合计(万元),151216,149501,196252,194701,187819,185693,189178,184524,182422,181661,175281,173013,172306,170552,54904,56180,53426,52597,45177,32914,33296,32917,29534,27780,27831,27510,25529,23410,22599,22422,20445,17643,16929,16240,15408,15073,14940,14711,15292,15229,15509,15212,15675,15786,15588,14465,13482,12677,11747,8655,6590,
资产总计(万元),295582,286923,336001,330160,327329,329228,309222,299339,288987,290412,280153,277300,279848,276085,124975,127276,127854,127157,121364,91799,89768,90312,97016,70531,69798,67371,70277,68199,66074,69134,69550,64615,59555,57051,56011,54107,51536,50059,48865,47783,48596,47576,50166,48655,54795,58827,41182,41486,37821,30971,19158,
短期借款(万元),24663,27396,27309,25354,23500,18900,15500,13600,11793,10899,10531,10167,13173,11376,10627,11294,11743,14992,14856,15385,11850,11055,16480,22830,25162,23023,24062,23245,20486,22183,20892,18766,15777,14512,13201,12358,10519,11160,11311,9880,11650,13725,15284,15664,13250,12397,10540,13641,5912,6900,3055,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付票据(万元),--,14488,--,14982,19806,15163,12137,8598,8941,7147,6778,9056,9887,6742,6287,6607,5363,5909,6424,3290,2290,3960,3900,5550,2880,2650,2600,3400,2800,2600,4900,3500,2000,3500,3765,3815,4340,4840,5480,7480,6730,4216,3016,590,2995,8950,8052,7417,7885,5612,861,
应付账款(万元),--,32749,--,30113,25637,36825,28825,27058,21243,24461,22339,19994,19539,21343,15120,15730,17774,19187,15461,9432,10454,9664,11638,9237,7107,7392,10853,9489,10163,13144,15001,14060,12550,11064,11325,11013,9047,7319,5710,4155,3100,3399,5429,5538,7617,8866,7926,6429,7444,5451,3495,
预收账款(万元),377,247,710,249,516,490,367,400,393,329,507,387,479,510,447,678,637,687,890,754,686,560,520,714,781,661,553,533,427,609,734,544,663,769,649,452,434,414,393,406,701,481,282,532,2578,474,731,253,202,262,98,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付职工薪酬(万元),1060,2515,1769,1592,1459,1881,1366,1284,1154,1705,1287,1178,1199,1331,1013,890,923,1478,860,548,569,415,596,514,481,371,386,389,415,475,556,707,591,557,512,479,407,487,360,301,244,277,354,333,331,429,410,427,626,446,543,
应交税费(万元),1257,2796,1154,581,1594,3027,859,1200,495,3132,795,1191,563,2227,60,472,431,627,370,137,58,191,78,127,163,42,-497,-340,-771,-1410,-1570,-1334,-826,-829,-218,-175,161,-208,-233,-214,-463,-481,-227,-296,-168,-576,-180,161,-96,-791,-135,
应付利息(万元),46,40,--,45,53,21,32,34,31,20,12,13,16,15,24,10,14,18,31,23,26,18,11,14,12,35,29,31,9,23,41,36,19,15,19,17,9,14,27,27,10,26,24,30,26,27,8,22,10,14,6,
应付股利(万元),--,0,--,82,132,132,132,132,132,132,772,772,75,75,--,--,--,--,--,--,--,303,303,303,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
其他应付款(万元),--,1441,603,187,220,174,331,407,305,270,534,525,445,380,598,659,708,745,709,273,407,923,139,1135,1142,1675,669,87,84,84,113,100,97,79,90,82,80,76,267,266,372,69,229,664,804,1777,476,386,1311,362,375,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动负债(万元),2146,2146,2165,2165,1485,1485,1485,1485,1470,1470,1470,1470,944,944,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,2000,0,0,
其他流动负债(万元),818,--,100,46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
流动负债合计(万元),79821,83817,82321,75396,74402,78098,61033,54199,45956,49567,45026,44753,46319,44944,34176,36340,37594,43643,39600,29843,26340,27090,33666,40425,37727,35849,38655,36834,33613,37708,40668,36378,30871,29667,29343,28040,24997,24101,23316,22301,22345,21713,24391,23055,27432,32347,27964,28736,25293,18256,8298,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,1500,1500,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,20,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,518,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
长期递延收益(万元),5199,5363,593,667,741,815,907,981,1073,1146,1238,1312,1404,1478,1570,1644,1737,1811,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,
递延所得税负债(万元),755,755,581,581,581,581,659,659,659,659,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
其他非流动负债(万元),--,--,--,--,2235,2235,2235,2235,3837,3837,3837,3837,5352,5352,--,--,--,--,1525,1434,1488,1543,1479,1480,1580,1579,1678,1679,1778,1778,495,496,529,530,563,563,596,597,14,15,16,16,17,18,19,19,--,--,0,0,--,
非流动负债合计(万元),5953,6118,1174,1248,3557,3631,3800,3874,5569,5642,5075,5149,7274,6830,1570,1644,1737,1811,1525,1434,1488,1543,1479,1480,1580,1579,1678,1679,1778,1778,495,496,529,530,563,563,596,597,14,15,16,16,17,18,19,19,--,20,0,1500,1500,
负债合计(万元),85774,89935,83495,76644,77958,81729,64834,58073,51525,55209,50102,49902,53593,51774,35746,37984,39331,45455,41125,31277,27829,28632,35145,41905,39307,37428,40333,38513,35391,39486,41163,36874,31400,30197,29905,28604,25594,24698,23331,22316,22360,21729,24408,23072,27450,32365,27964,28756,25293,19756,9798,
实收资本(或股本)(万元),47351,44351,44351,45090,45090,45090,45090,45090,26524,26524,26524,26524,26524,26530,17879,17833,17833,17079,17079,14929,14929,14929,14929,11573,11573,11573,11573,11573,11573,11573,11573,11573,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,7715,5715,5715,5715,5715,5715,
资本公积(万元),172951,164173,169776,169036,169045,169000,169961,169777,188315,188210,188653,188457,188049,187829,61146,60443,60029,54523,54523,37226,37226,37226,37226,7540,7540,7540,7540,7540,7540,7540,7540,7540,11397,11397,11397,11397,11397,11397,11397,11397,11397,11397,11397,11397,11397,11397,589,589,317,317,317,
减:库存股(万元),2146,2201,2165,2165,3719,3719,3719,3719,5307,5307,5307,5307,6296,6296,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,
盈余公积(万元),3837,3837,3837,3837,3837,3837,3119,3119,3119,3119,2353,2353,2353,2353,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,2246,1659,1659,1659,1659,1352,1352,1352,1352,1271,1271,1271,1271,1185,1185,1185,1185,769,769,769,769,892,892,687,699,456,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
未分配利润(万元),-13019,-14027,35958,36970,34382,32521,28647,25696,23517,21336,15463,13193,12752,10939,7036,7844,7479,6926,6442,6173,7563,7400,7492,7286,9142,8592,9199,8915,9912,8876,7923,7277,7691,6390,5722,5119,5559,4977,5237,5170,5939,5550,5877,5701,7464,6580,5568,5093,5290,3422,2373,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-52,-25,-121,-23,-19,-10,-7,-27,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,--,
归属于母公司股东权益合计(万元),208819,195992,251500,252505,248353,246476,243358,240230,236421,234158,227595,225128,223279,221251,88163,88222,87447,80626,80239,60522,61939,61680,61870,28626,30490,29943,29943,29686,30683,29647,28387,27741,28155,26854,26106,25503,25942,25361,25534,25467,26236,25847,25758,25582,27345,26461,12765,12290,12009,10152,8861,
