报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,98,102,132,124,349,210,343,219,479,368,236,155,126,489,463,310,156,389,378,334,304,358,387,300,994,717,555,302,17,17,38,77,16,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
其他应收款(万元),12189,11320,14638,13721,13807,12183,15487,14852,12234,12694,5858,5694,6108,3232,3452,2790,2637,2278,3738,3186,2226,2000,3895,3429,4267,3242,2644,2477,2928,1851,2494,1520,1176,795,884,765,880,401,418,346,403,520,466,1369,255,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
存货(万元),20676,16732,15178,13768,11695,13418,13878,13413,11424,12118,13445,11853,8216,5873,11310,10139,9828,7108,7845,7722,7558,7724,10330,10113,9083,8014,6333,5131,4081,3288,3584,3516,2951,1703,2958,930,654,381,647,687,728,680,840,2037,1689,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,23,
其他流动资产(万元),5578,7255,8507,6409,14515,11876,7693,7121,17988,20785,7859,14277,8835,2760,9452,9852,6707,9591,507,562,736,917,--,--,--,--,--,--,--,--,--,0,0,0,93,185,10,155,109,55,12,55,26,42,0,
流动资产合计(万元),139548,141396,131081,130498,131341,125592,128792,127249,123239,149236,86366,87068,100075,102932,85281,77761,80889,77621,71879,69803,68079,69266,70418,74265,76571,76571,75612,73203,75485,72995,65997,60386,58470,59760,57795,53353,52250,53506,50825,20640,16228,18354,14650,14017,10626,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),5485,5521,5231,5245,4857,4801,9955,9950,6771,4784,5451,4818,4583,4356,3656,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
长期股权投资(万元),11580,11947,11793,12032,9929,9977,5919,6443,6649,7017,7193,6342,3403,3576,2150,5650,5310,3505,2541,2421,2421,2421,2423,2367,2419,2419,2283,1539,1484,1484,1570,1473,1350,1241,1119,961,837,751,699,652,575,507,465,676,499,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),4315,4343,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
固定资产原值(万元),--,41330,--,43463,--,42366,--,43586,--,42495,--,20058,--,19588,--,20192,--,20131,--,20807,--,20534,--,14395,--,13482,--,12363,--,11689,--,10963,--,10202,--,9524,--,8649,--,0,4366,4214,2351,--,--,
累计折旧(万元),--,20107,--,22500,--,20513,--,23822,--,21700,--,10707,--,10193,--,10427,--,9867,--,9986,--,9287,--,8453,--,7474,--,6312,--,5680,--,5029,--,4306,--,3585,--,2822,--,0,1497,1221,643,--,--,
固定资产净值(万元),--,21223,--,20963,--,21853,--,19764,--,20796,--,9351,--,9395,--,9765,--,10264,--,10821,--,11247,--,5942,--,6008,--,6051,--,6009,--,5934,--,5896,--,5939,--,5827,--,0,2870,2992,1709,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,0,0,0,0,0,
固定资产(万元),20480,21223,21117,20963,21256,21853,19164,19764,20115,20796,9329,9351,9348,9395,9600,9765,10019,10264,10564,10821,11141,11247,11594,5942,5928,6008,6018,6051,5909,6009,6055,5934,5866,5896,5868,5939,5640,5827,5709,5803,2870,2992,1709,848,540,
在建工程(万元),152,47,218,56,--,--,--,--,--,--,--,--,--,--,--,25,23,9,--,--,--,--,2,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,2916,1675,1126,19,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
无形资产(万元),9847,10325,7137,7829,5650,6014,6492,6964,7196,7671,2251,4356,4598,4608,4703,4875,5093,5304,5351,5563,5765,5393,4921,5062,5211,5003,4968,5110,2377,2488,1848,1832,1908,2001,2061,1326,1072,1095,1130,1155,1222,993,707,0,0,
开发支出(万元),6126,5006,8122,6720,7269,5696,4174,2331,1051,--,946,790,--,--,214,113,51,--,279,196,84,583,1013,864,670,433,724,630,428,--,--,0,--,0,--,70,70,70,46,0,0,80,0,0,0,
商誉(万元),213239,213239,221335,221335,223397,223397,222989,222377,222377,222377,91620,91620,91644,6665,7105,6665,6665,6665,7453,7453,7470,7417,7025,6692,6759,2281,753,753,753,753,34,34,34,34,34,34,34,34,34,34,34,32,34,0,0,
长期待摊费用(万元),2064,2107,1910,1788,1976,2029,2853,2881,3134,3508,2589,2464,1885,1736,463,353,380,385,435,449,463,421,312,249,207,167,53,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,20,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
递延所得税资产(万元),3913,3648,3185,3031,3084,3050,3098,2805,2530,2655,508,513,440,681,290,227,251,450,176,203,231,348,362,383,374,541,139,119,122,227,84,61,54,54,96,85,132,132,95,98,79,76,59,86,74,
其他非流动资产(万元),17995,18024,22602,22538,21978,21913,15166,15112,15308,14294,2078,2278,2100,3000,900,0,35,35,--,--,--,--,170,194,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
非流动资产合计(万元),295197,295430,302650,301536,299395,298729,289809,288628,285129,283102,121965,122533,118001,34017,29083,27673,27826,26618,26798,27106,27575,27830,27822,21753,21568,16852,14937,14203,11074,10961,9591,9334,9213,9226,9179,8413,7785,7909,7713,7741,7695,6356,4120,1629,1113,
资产总计(万元),434745,436826,433731,432035,430736,424322,418601,415877,408368,432338,208331,209601,218076,136949,114364,105434,108715,104239,98677,96909,95654,97096,98240,96018,98139,93423,90550,87405,86559,83956,75588,69721,67683,68986,66973,61767,60035,61416,58538,28381,23924,24710,18770,15646,11738,
短期借款(万元),--,--,--,--,--,--,2200,1000,2500,4000,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,3000,--,0,--,0,--,0,--,2300,2300,3500,1200,1200,1500,1500,1500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付票据(万元),3903,3499,--,--,41,--,83,--,202,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,268,--,0,--,2294,2500,0,--,192,--,0,0,0,0,0,0,
应付账款(万元),5331,5165,5076,4860,4839,4915,5612,5738,5803,5710,2128,3761,6055,3971,3612,5342,7526,3412,1472,1887,1125,1847,2543,2612,1928,1639,1495,1381,1747,1493,1662,1335,1098,1030,2381,1949,2186,2834,2269,1995,1976,1826,1636,2272,3062,
预收账款(万元),13990,11752,8852,8182,11069,9373,10397,7186,9472,9581,10102,10632,8752,7091,8470,7048,6073,6084,4964,4493,4572,3641,2767,2309,4006,3236,1399,927,1092,520,828,1156,1304,1298,311,297,54,39,76,76,0,99,19,62,102,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),571,4217,970,794,1015,3652,852,896,872,3141,454,462,472,2090,1,3,33,1472,--,--,--,1238,--,2,5,1272,--,--,--,822,--,0,1,570,--,0,--,425,--,0,0,1,94,77,78,
应交税费(万元),641,2507,776,2424,3092,3438,1675,2692,1930,11488,1513,1541,4645,2378,1568,1208,1159,1601,1078,1051,857,1989,1566,1187,2010,1901,1051,955,1206,1630,1001,401,276,277,469,585,305,233,501,745,327,492,524,433,174,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付股利(万元),--,--,--,0,--,--,--,--,967,--,370,571,--,--,--,--,--,--,597,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,2420,0,25,25,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
其他应付款(万元),5831,5035,5503,6664,8261,7971,9829,11105,12761,29668,14825,16794,20590,4001,1826,2037,1065,1088,1155,801,977,1168,4333,3827,3968,868,305,236,183,456,2415,961,626,1080,774,876,1089,791,868,498,831,1240,296,455,369,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),--,529,1924,2501,2537,2537,2501,2501,2677,2653,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,309,--,--,--,--,--,41,57,60,105,281,283,395,442,610,620,396,751,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,7,7,6,
流动负债合计(万元),30267,32704,23102,25426,30853,31886,33148,31117,37493,66278,29392,33761,40515,19531,15519,15696,15916,13763,9547,8515,7926,10324,11819,10556,12313,9665,7250,6499,7228,8189,5906,3852,3304,6550,6435,3707,3635,6814,6013,6814,4333,7277,4074,4830,5316,
长期借款(万元),87,954,195,254,860,1486,2014,2640,3265,3890,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
预计非流动负债(万元),128,128,149,149,149,149,135,135,135,135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
长期递延收益(万元),1505,1506,963,875,881,917,692,763,752,1034,173,249,238,323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,511,--,--,--,352,156,150,--,--,--,
递延所得税负债(万元),689,736,794,840,885,932,977,1022,1067,1115,--,10,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,10,440,10,10,117,
其他非流动负债(万元),15489,14130,13637,12952,12510,11080,10679,12814,4379,3336,5909,5980,5980,5980,--,--,26,26,--,57,72,105,218,218,706,167,1407,982,1027,1027,167,167,167,167,511,0,481,481,488,0,0,0,0,0,0,
非流动负债合计(万元),17898,17454,15739,15071,15286,14565,14497,17374,9598,9510,6081,6238,6247,6303,0,0,26,26,0,57,72,105,218,218,706,167,1407,982,1117,1027,167,167,167,167,511,511,481,481,488,352,166,590,10,10,117,
负债合计(万元),48165,50157,38841,40497,46139,46451,47644,48491,47091,75787,35474,39999,46762,25834,15519,15696,15942,13789,9547,8572,7998,10429,12037,10775,13019,9833,8657,7481,8345,9216,6073,4019,3471,6716,6946,4217,4115,7294,6501,7166,4499,7867,4084,4840,5433,
实收资本(或股本)(万元),111064,111064,111064,111115,111115,111148,111148,111456,111456,55728,44327,44271,44271,41791,40292,39682,28344,28344,28344,28344,28344,28344,28344,28344,21803,21803,21803,21803,14536,14536,14536,14536,11181,11181,11181,11181,7987,7987,7987,5987,5987,5987,5987,4307,4307,
资本公积(万元),192151,192151,192312,193036,190608,190871,190747,190596,190481,246094,78502,77047,77054,30533,6302,699,9157,9157,9132,9132,9132,9132,9132,9132,15673,15673,16922,16127,22572,21746,20776,20761,24099,24088,24070,24054,27303,27297,27275,234,211,299,158,141,47,
减:库存股(万元),--,--,--,2302,2518,2518,5299,5576,5576,5595,5909,5980,5980,5980,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,--,--,
盈余公积(万元),6492,6492,5454,5454,5454,5454,5144,5144,5144,5144,4192,4192,4192,4192,3277,3277,3277,3277,3090,3090,3090,3090,2981,2981,2981,2981,2568,2568,2568,2568,1962,1962,1962,1962,1545,1545,1545,1545,1276,1276,1276,1425,861,617,523,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
未分配利润(万元),76416,76154,85775,83612,79816,72845,68357,64925,58833,54231,49443,47640,48904,38153,42714,40638,46317,44245,43339,42358,41951,41042,40852,39848,39828,38177,36477,36272,35606,33422,31158,27230,25844,24073,22353,19964,18313,16569,14844,13126,9002,6560,5480,4548,1320,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,57,5,-18,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),385948,385915,394785,391284,384796,378087,370406,366701,360482,355757,170556,167106,168397,108660,92590,84353,87100,85006,83906,82924,82518,81609,81309,80305,80285,78634,77770,76770,75281,72271,68432,64488,63086,61304,59149,56745,55148,53399,51382,20623,16476,14271,12486,9612,6197,
少数股东权益(万元),632,753,105,254,-199,-217,550,685,795,794,2301,2495,2917,2456,6255,5386,5673,5445,5224,5413,5139,5058,4893,4938,4834,4957,4123,3154,2933,2470,1083,1213,1126,966,879,804,771,723,655,592,2949,2572,2200,1193,108,
所有者权益(或股东权益)合计(万元),386580,386668,394890,391538,384597,377871,370956,367386,361277,356551,172857,169602,171314,111115,98844,89739,92773,90450,89130,88337,87656,86667,86202,85243,85119,83590,81893,79925,78214,74741,69516,65701,64212,62269,60028,57550,55920,54121,52037,21215,19425,16843,14686,10806,6305,
负债和所有者权益(或股东权益)总计(万元),434745,436826,433731,432035,430736,424322,418601,415877,408368,432338,208331,209601,218076,136949,114364,105434,108715,104239,98677,96909,95654,97096,98240,96018,98139,93423,90550,87405,86559,83956,75588,69721,67683,68986,66973,61767,60035,61416,58538,28381,23924,24710,18770,15646,11738,		
  
