报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18770,13781,9672,3697,3691,6615,10873,8739,7167,--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30861,21838,16793,41991,51244,42482,23283,46095,54579,33220,19800,19800,2507,--,--,--,8,2,--,--,--,--,
流动资产合计(万元),180051,141125,130419,138849,158116,127594,113708,121816,138024,115386,88260,76036,92199,65584,63599,54626,70352,22153,26979,36620,25962,15701,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2672,2880,2880,2880,2880,2880,2880,880,880,1200,1200,1200,1200,2000,2000,2000,2000,2000,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4061,3796,1742,1859,1923,1894,1510,1694,1523,1137,714,211,202,207,210,218,219,162,2000,2101,2094,6412,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6866,6932,6999,7066,7133,6335,6395,6456,6516,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),46662,--,46161,--,45631,--,45544,--,41495,--,48067,--,48078,--,5302,--,5337,5213,5240,5095,5017,4799,
累计折旧(万元),9502,--,8710,--,7875,--,7294,--,5706,--,5343,--,4469,--,2642,--,2485,2386,2305,2019,1621,1308,
固定资产净值(万元),37160,--,37451,--,37756,--,38250,--,35789,--,42723,--,43609,--,2660,--,2852,2827,2934,3076,3395,3491,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),37160,37532,37451,37606,37756,37911,38250,35356,35789,42302,42723,43182,43609,2629,2660,2740,2852,2827,2934,3076,3395,3491,
在建工程(万元),--,98,55,29,--,827,921,901,784,423,--,--,--,28929,28075,25784,21620,18287,15296,9916,4942,838,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),8069,8092,8159,8155,8239,8288,8313,7333,7411,7426,7491,7542,7643,7571,7326,7375,7297,7339,7380,7490,7819,7930,
开发支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),65789,65789,65789,65789,65789,65881,65881,60093,60093,53550,53550,53550,53550,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2048,2092,2087,2098,2092,1974,811,866,922,575,251,300,336,11,15,18,22,26,29,32,44,15,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2577,2749,2777,2457,2550,3447,3088,2940,2830,1349,1289,1297,1301,225,224,170,169,166,151,226,82,49,
其他非流动资产(万元),1848,1191,1458,1457,1457,1542,1150,520,520,485,485,264,264,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),131090,131152,129398,129396,129820,130979,129200,117038,117267,108447,107703,107547,108105,41573,40510,38306,34179,30807,27790,22897,18377,18735,
资产总计(万元),311141,272277,259817,268245,287936,258573,242908,238853,255291,223832,195963,183582,200304,107157,104109,92931,104530,52960,54769,59517,44339,34436,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,10000,10000,10000,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3376,--,722,1334,1921,1469,2023,1420,520,--,1000,1000,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),57137,--,36063,28961,33310,20269,18584,12910,23352,20979,20675,16129,23283,10149,10901,5439,10679,7718,10843,12000,5874,4291,
预收账款(万元),16359,20770,14477,11969,9699,14108,9119,12595,10507,5735,7202,8241,7199,2479,2189,3162,3374,3023,4323,4127,2238,2307,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),24672,11111,9413,8263,23482,11310,8614,8816,17115,8256,7830,3378,11165,2716,2348,500,6565,3742,2739,6236,4727,3500,
应交税费(万元),4382,3443,3621,3650,4643,4816,4187,4530,5008,3872,3906,3292,8680,679,805,279,626,794,849,963,930,411,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,30,30,30,--,--,--,--,--,--,--,--,--,
应付股利(万元),3032,2902,2994,2943,2943,2950,2950,2933,2933,654,2205,1930,1930,--,--,--,--,--,--,--,--,73,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,13167,30982,33707,31201,29523,34332,36888,32400,33603,34542,35229,937,72,81,1118,163,190,135,300,150,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,3500,3500,3500,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),2308,1061,1596,1169,1791,1393,1421,1343,1233,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),126581,94402,82054,89270,111496,87516,76423,78879,97556,71896,89950,82041,101015,16959,16313,9461,22362,15440,18944,23461,14070,10731,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,14018,11018,11018,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),693,720,733,749,765,786,805,123,136,74,81,94,97,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1681,720,733,749,765,786,805,123,136,74,14099,11112,11115,0,0,0,0,0,0,0,0,0,
负债合计(万元),128263,95122,82787,90019,112261,88302,77227,79002,97693,71969,104049,93154,112130,16959,16313,9461,22362,15440,18944,23461,14070,10731,
实收资本(或股本)(万元),27518,27529,27529,27529,27529,27537,27537,27537,27537,27537,24516,12234,12234,12234,12234,6000,6000,4500,4500,4500,4500,4500,
资本公积(万元),101391,100557,100708,100691,100402,99964,99338,98926,98514,97915,44170,57119,56573,55307,54041,55528,55528,15284,15284,15284,15284,15191,
减:库存股(万元),5148,4356,166,1860,1860,1980,1980,3495,3495,3495,4879,4437,4437,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),7347,5813,5813,5813,5813,4889,4889,4889,4889,3806,3806,3806,3806,3126,3126,3126,3126,2250,2250,2250,1454,729,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),45670,41851,37717,40670,38634,35337,31652,29998,28220,25287,23446,20631,19012,18668,17549,17747,16524,14592,12797,13258,8546,3048,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),176778,171394,171602,172842,170517,165756,161445,157864,155674,151051,91059,89355,87189,89335,86950,82402,81178,36626,34831,35292,29785,23468,
少数股东权益(万元),6100,5761,5428,5384,5157,4515,4235,1988,1925,812,855,1074,986,862,845,1068,990,894,994,765,484,238,
所有者权益(或股东权益)合计(万元),182879,177155,177031,178226,175675,170271,165680,159852,157598,151863,91915,90428,88174,90198,87795,83470,82169,37520,35825,36056,30269,23705,
负债和所有者权益(或股东权益)总计(万元),311141,272277,259817,268245,287936,258573,242908,238853,255291,223832,195963,183582,200304,107157,104109,92931,104530,52960,54769,59517,44339,34436,		
  
