报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期递延收益(万元),2700,2015,2102,2190,2283,2365,2453,2541,2628,2716,2518,2591,2511,2495,2562,2545,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税负债(万元),275,152,152,--,44,44,41,45,93,96,1,122,127,127,127,134,0,0,4,11,5,5,5,5,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,2411,1691,1793,1895,1182,711,731,898,913,778,808,808,838,838,868,868,898,898,999,999,699,689,
非流动负债合计(万元),16526,15717,16254,16190,2326,2409,2494,2586,2721,2812,2519,2713,2637,2622,2689,2679,2411,1691,2597,2706,4287,1145,1235,902,913,778,808,808,838,838,868,868,898,898,999,999,2074,2824,
负债合计(万元),153733,186074,203921,194899,127219,111998,137651,128118,126379,140426,164574,186890,152701,151115,169855,186713,174987,160139,121197,94529,68890,63698,61746,60803,83127,70724,50848,58254,47767,40372,42638,36793,23148,25505,20947,34478,13151,15994,
实收资本(或股本)(万元),57997,57997,58104,58104,57677,57677,58068,48391,48400,48400,48864,48864,48895,48895,49198,49198,49198,49198,24000,24000,24000,24000,24000,24000,24000,20000,20000,20000,20000,20000,10000,10000,10000,10000,10000,7500,7500,7500,
资本公积(万元),129836,130483,130889,130545,128657,128657,129866,64885,65854,65852,66987,66805,64733,64244,64908,64397,67838,66632,87217,87217,87217,87217,87217,87217,87218,41326,41326,41326,41326,41326,51326,51326,50533,50533,50533,6,6,6,
减:库存股(万元),1419,1419,1892,1892,--,--,1507,1507,1541,1541,3326,3326,895,895,1198,1198,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
盈余公积(万元),7057,7057,7057,7057,6955,6955,6955,6955,6344,6344,6344,6344,6096,6096,6096,6096,4959,4959,4959,4959,3696,3696,3696,3696,2823,2823,2823,2823,1898,1898,1898,1898,1178,1178,1178,1178,699,369,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未分配利润(万元),19435,21868,20166,18419,17681,16653,13894,16472,16345,16348,17337,15401,17871,18684,18215,21072,23554,21095,21998,20416,19831,15919,17325,16322,15039,10901,14115,12701,10666,10039,12601,10777,8949,12105,10384,9102,4610,3093,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,-0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
归属于母公司股东权益合计(万元),212922,216002,214313,212243,210864,209723,206956,134844,135220,135250,136180,134040,136627,137020,137207,139561,145550,141884,138174,136593,134744,130833,132239,131236,129080,75050,78263,76850,73889,73262,75825,74001,70659,73816,72095,17785,12815,10967,
少数股东权益(万元),206,339,--,--,961,534,467,205,366,169,2,-74,-20,-67,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
所有者权益(或股东权益)合计(万元),213128,216342,214313,212243,211825,210257,207423,135050,135585,135419,136182,133967,136607,136954,137207,139561,145550,141884,138174,136593,134744,130833,132239,131236,129080,75050,78263,76850,73889,73262,75825,74001,70659,73816,72095,17785,12815,10967,
负债和所有者权益(或股东权益)总计(万元),366861,402416,418235,407142,339044,322255,345074,263168,261964,275845,300756,320857,289309,288069,307062,326274,320536,302023,259371,231122,203634,194530,193985,192039,212207,145774,129112,135104,121657,113634,118463,110793,93807,99320,93041,52263,25966,26961,		
  
