报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
存货(万元),83622,77292,76270,70564,72686,73681,73026,58967,49440,49302,50388,53448,63685,59823,67620,68152,78835,80664,93242,81606,86406,78948,76597,65011,60839,69290,57942,58725,66944,69579,56073,50288,52826,51115,40678,55466,32889,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他流动资产(万元),3097,8739,18268,19862,25703,39114,36471,45355,40896,61880,67916,69679,43125,44453,36327,33458,27151,8136,7829,7917,--,--,--,--,--,--,--,--,614,--,805,--,138,0,9,9,--,
流动资产合计(万元),384449,350240,303729,307349,286257,272453,289312,266115,219065,217254,228285,233291,220179,211639,227011,236561,239447,231187,244637,227760,236478,220522,219822,197290,208943,221981,215843,206362,222331,220560,225178,271771,275088,157335,140964,204634,85820,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
可供出售金融资产(万元),994,988,1114,1121,1240,1364,6445,6382,32434,32313,34313,30321,35305,35339,23301,16292,8122,111,106,112,113,108,108,104,96,117,117,114,106,108,135,133,140,122,143,109,210,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,4839,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产原值(万元),--,317191,--,298579,--,202694,--,202321,--,197281,--,196348,--,190920,--,192773,--,185526,--,163484,--,122774,--,121468,--,101276,--,99878,--,95181,--,94447,--,87058,84084,--,--,
累计折旧(万元),--,141823,--,124479,--,105134,--,97784,--,90336,--,83054,--,75497,--,68128,--,61887,--,55520,--,50784,--,46151,--,42950,--,39662,--,36102,--,32563,--,29511,26348,--,--,
固定资产净值(万元),--,175367,--,174100,--,97560,--,104538,--,106945,--,113294,--,115423,--,124645,--,123639,--,107964,--,71990,--,75317,--,58326,--,60216,--,59080,--,61884,--,57547,57736,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产(万元),172534,175367,176858,174100,94031,97560,100925,104538,105045,106945,110180,113294,112109,115423,122368,124645,121682,123639,110216,107964,72906,71990,73662,75317,58268,58326,59062,60216,57640,59080,60518,61884,58320,57547,57736,51297,24374,
在建工程(万元),27835,23552,23030,21252,5288,4534,2347,486,2505,2903,1635,705,4330,4697,3401,4265,6172,4988,18486,17206,45061,41797,43358,36242,35134,28087,18859,12274,10927,9183,8137,6547,10622,9586,8120,7552,4520,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,22,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
无形资产(万元),23924,24124,21077,20561,13630,13722,13814,13906,14007,14100,14195,14290,14382,14474,14616,14707,14829,14926,14748,14870,14990,12590,19281,19389,19374,19465,19179,19730,19803,18479,16745,16837,16561,17024,17260,9210,6120,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
商誉(万元),49036,49036,50089,41305,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,--,
长期待摊费用(万元),2980,3209,14,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41,--,109,22,--,--,--,--,--,--,--,0,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税资产(万元),1323,1190,924,854,605,614,468,491,582,587,613,676,642,610,717,601,834,839,891,794,566,582,635,540,543,367,423,504,422,398,384,429,470,470,501,732,140,
其他非流动资产(万元),2214,3218,2392,1380,590,749,526,378,354,327,1034,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,
非流动资产合计(万元),280841,280684,275497,260587,116344,119503,125485,127140,155887,158133,162930,161545,167728,171504,165361,161470,152746,145607,145554,142051,134742,128172,138191,132698,114629,107490,98746,93943,90004,88354,87024,86936,87241,85876,84866,70006,40204,
资产总计(万元),665290,630924,579225,567936,402602,391956,414797,393255,374952,375387,391214,394837,387907,383143,392372,398031,392193,376794,390190,369810,371219,348694,358013,329988,323573,329471,314589,300305,312335,308913,312201,358707,362329,243211,225830,274640,126024,
短期借款(万元),3000,5700,8000,5000,--,--,--,--,--,--,--,--,--,260,--,--,2000,2000,2000,2000,2000,2000,7000,5000,3050,8250,9050,4050,6500,8500,1500,17500,21500,29500,29000,34470,14879,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付票据(万元),--,112835,84083,85580,87093,79777,72932,56858,42560,43656,55205,55836,51629,53172,53846,57470,47734,37009,44690,36977,31594,34729,40764,30067,27129,33851,18109,15480,26328,26227,39147,73089,76762,60180,54509,91772,25661,
应付账款(万元),--,29986,30674,30748,17806,18442,13906,11846,11783,12160,14388,17712,21947,14660,17075,24185,29411,34573,39392,33969,45886,33359,28208,22937,19057,18113,16925,16287,21373,24468,23369,20274,26387,24178,25325,36498,21320,
预收账款(万元),12803,13056,9330,8183,9328,8450,7895,6087,5642,8382,5927,6393,5809,3867,4667,5306,7553,6633,4841,3876,8561,6515,6947,4739,7225,7393,4765,2891,3353,4533,3350,3867,3704,5310,2777,11195,7186,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付职工薪酬(万元),2090,1982,1602,1932,5,5,5,860,9,119,29,1085,4,4,3,605,3,3,3,3,3,3,2,2,71,71,90,71,71,71,20,71,147,186,172,279,270,
应交税费(万元),6763,4319,2439,2965,1985,1528,693,879,1126,1266,1166,2311,1942,2463,3594,2418,1715,1753,1587,1746,-3601,-4265,-2969,-5540,-611,-2359,255,709,1735,275,1151,2072,1826,1084,1798,-42,643,
应付利息(万元),--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应付款(万元),26013,25971,22181,23380,1542,1425,1319,1312,1200,1099,1264,1449,1540,1692,1702,1603,2339,2214,1804,1815,3936,2933,2003,1834,2194,1867,2109,2081,3140,3102,3437,2540,3020,4640,3162,5334,5918,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动负债(万元),2912,2912,2476,5881,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他流动负债(万元),375,310,777,143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,444,--,--,--,--,--,--,--,--,--,--,568,--,--,124,189,0,--,--,
流动负债合计(万元),226222,197151,161562,163811,117758,109628,96749,77842,62319,66681,77979,84788,82870,76118,80887,91587,90755,84185,94760,80386,88378,75273,81955,59040,58115,67186,51303,41569,62500,67744,71975,119412,133469,125268,116743,179506,75877,
长期借款(万元),2400,2400,2500,2500,--,--,--,--,--,--,--,--,--,--,--,--,1888,1888,1888,1888,1846,1854,1880,1888,120,120,120,120,120,120,120,4120,220,6220,2220,8320,420,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期应付款(万元),2780,3258,3579,3753,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计非流动负债(万元),--,--,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期递延收益(万元),205,222,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税负债(万元),2709,2773,1494,1772,167,187,200,190,233,41,41,42,18,24,18,17,13,11,11,11,12,41,26,20,9,12,12,12,11,11,15,15,13,13,16,11,44,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
非流动负债合计(万元),8094,8653,7574,8032,167,187,200,190,233,41,41,42,18,24,18,17,1901,1899,1898,1899,1857,1895,1906,1908,129,132,132,132,131,131,135,4135,233,6233,2236,8331,464,
负债合计(万元),234316,205804,169136,171844,117925,109815,96949,78031,62551,66722,78020,84829,82889,76142,80905,91604,92655,86084,96658,82285,90236,77169,83861,60947,58244,67318,51436,41700,62630,67875,72110,123547,133702,131501,118979,187837,76340,
实收资本(或股本)(万元),98739,98739,98739,98739,80020,80020,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,40010,33060,33060,33060,22800,
资本公积(万元),148457,148457,148457,148457,69161,69161,109171,109171,109171,109171,109171,109171,109142,110997,110997,110997,111071,111061,111057,111062,111063,111058,111059,111055,107336,111156,111156,111153,111146,111148,111170,111169,110804,7668,8182,8501,234,
减:库存股(万元),13428,11037,4659,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
专项储备(万元),884,884,884,884,930,930,930,930,976,976,976,976,977,977,977,977,967,967,967,967,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
盈余公积(万元),28561,28561,28561,28561,26450,26450,26450,26450,25110,25110,25110,25110,21619,21619,21619,21619,18578,18578,18578,18578,15920,15920,15920,15920,12923,12923,12923,12923,9643,9643,9643,9643,7114,7114,7114,3983,6276,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未分配利润(万元),122020,115503,99594,94878,92155,88811,124720,122632,121519,118626,123839,121004,119920,112996,116506,111891,109101,101403,103660,98343,96493,88360,90169,85504,83457,77041,76889,72860,69183,62141,61008,57172,55193,49747,41898,26639,17048,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-13,-13,-13,-14,29,21,-4,-11,17,0,-0,--,--,--,--,--,--,0,0,--,--,
归属于母公司股东权益合计(万元),385701,381703,372240,372192,269510,266362,302392,300269,297877,294034,299241,296413,291817,286749,290231,285609,279714,272006,274260,268947,263514,255369,257154,252478,243744,241130,240978,236946,229983,222943,221832,217994,213122,97590,90254,72182,46359,
少数股东权益(万元),45273,43417,37850,23900,15167,15779,15456,14954,14523,14631,13953,13595,13201,20252,21237,20819,19823,18704,19273,18579,17469,16156,16998,16563,21584,21023,22175,21659,19722,18096,18260,17166,15506,14120,16596,14620,3325,
所有者权益(或股东权益)合计(万元),430973,425119,410090,396092,284677,282141,317848,315224,312401,308665,313194,310007,305019,307001,311468,306428,299537,290710,293532,287526,280983,271525,274152,269041,265328,262153,263153,258605,249705,241039,240091,235160,228627,111710,106850,86803,49684,
负债和所有者权益(或股东权益)总计(万元),665290,630924,579225,567936,402602,391956,414797,393255,374952,375387,391214,394837,387907,383143,392372,398031,392193,376794,390190,369810,371219,348694,358013,329988,323573,329471,314589,300305,312335,308913,312201,358707,362329,243211,225830,274640,126024,		
  
