报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),64801,--,64651,--,60641,--,58603,--,47816,--,46268,--,28577,25605,23136,--,--,
累计折旧(万元),22970,--,20952,--,17483,--,14513,--,13713,--,12228,--,11197,9863,7506,--,--,
固定资产净值(万元),41831,--,43699,--,43158,--,44090,--,34103,--,34040,--,17381,15742,15630,--,--,
固定资产减值准备(万元),1294,--,1294,--,1294,--,1294,--,1294,--,1294,--,541,541,375,--,--,
固定资产(万元),40537,41332,42406,41662,41865,42119,42796,38039,32810,36474,32746,16457,16840,15201,15255,15174,13956,
在建工程(万元),--,--,--,--,--,--,--,7,475,495,388,13403,13374,10727,4734,33,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),15307,15747,16177,1793,1683,1366,1354,1328,1332,1348,1371,1324,1354,1389,1469,1548,332,
开发支出(万元),91,49,55,89,147,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),51279,51279,51279,57302,57302,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),814,939,992,534,557,589,627,842,390,447,528,603,663,817,978,1267,197,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3126,3018,2939,2810,2959,2949,2487,1479,1449,1392,1353,1094,1069,988,669,385,185,
其他非流动资产(万元),28785,811,459,4357,676,556,669,4188,8805,3676,5046,1228,2131,3540,1317,1521,--,
非流动资产合计(万元),148068,123501,126189,120744,115714,56198,56438,53673,52736,51331,48930,34108,35430,32661,24421,19927,14670,
资产总计(万元),351688,336283,337674,276379,271928,216445,186606,178752,172736,160222,146999,139696,145343,108991,98963,78639,74289,
短期借款(万元),50931,42017,37474,46501,44621,42924,32446,30097,31607,31111,13760,11874,11874,15476,9227,6492,6909,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),18541,12805,16342,12690,12473,16131,20197,24065,17217,12647,17883,15421,15742,10948,18212,8119,5894,
应付账款(万元),25736,26407,28494,18727,20524,18495,20532,12356,13044,12992,13810,13373,14320,10740,10335,12703,12728,
预收账款(万元),1913,1263,858,1698,1102,700,417,736,546,857,714,588,600,721,1012,1134,1623,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1327,1358,2106,923,955,651,1106,804,788,703,762,793,748,768,677,723,733,
应交税费(万元),2442,2338,3286,2066,1750,1369,1117,-1037,-578,334,294,469,358,494,313,-1069,-707,
应付利息(万元),2140,1359,565,--,--,--,--,--,--,--,--,--,--,--,30,43,45,
应付股利(万元),2018,963,963,--,2109,--,--,958,1977,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2288,4475,4677,923,912,23905,726,949,800,803,914,748,730,765,3621,575,2491,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),758,845,346,5120,5840,6560,7280,--,--,--,--,--,--,--,1600,700,500,
其他流动负债(万元),--,--,--,339,--,--,--,--,--,--,--,--,--,3455,--,--,--,
流动负债合计(万元),108093,93832,95111,88987,90285,110734,83822,68930,65399,59447,48137,43266,44373,43366,45027,29420,30215,
长期借款(万元),--,--,586,960,960,960,--,7940,8000,2000,2000,--,6805,6242,1000,2600,3300,
应付债券(万元),48249,48097,47913,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),281,176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1046,1081,1160,464,519,575,630,705,746,501,527,567,607,688,850,159,--,
递延所得税负债(万元),2009,2351,2855,840,499,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),51585,51705,52514,2264,1978,1535,630,8645,8746,2501,2527,567,7413,6931,1850,2759,3300,
负债合计(万元),159678,145537,147624,91250,92263,112269,84452,77575,74145,61947,50664,43833,51786,50297,46876,32180,33515,
实收资本(或股本)(万元),42175,42175,42175,42175,21088,18301,18301,18301,18301,18301,18301,18301,18301,13721,13721,13721,13721,
资本公积(万元),91269,91269,91269,91269,112357,42626,42626,42626,42626,42626,42626,42626,42626,15878,15878,15878,15878,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5380,5380,5380,4822,4822,4822,4822,3808,3808,3808,3808,3112,3112,3112,2393,1756,1103,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),53311,50741,47903,45030,39955,38438,36347,35777,33155,33242,31684,31703,29410,25853,20122,15135,10118,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-46,
归属于母公司股东权益合计(万元),189759,188612,188088,184486,179031,103550,101623,100577,98001,98043,96336,95863,93558,58694,52086,46460,40774,
少数股东权益(万元),2251,2134,1962,643,634,627,532,600,589,232,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),192010,190746,190049,185129,179665,104177,102154,101177,98591,98275,96336,95863,93558,58694,52086,46460,40774,
负债和所有者权益(或股东权益)总计(万元),351688,336283,337674,276379,271928,216445,186606,178752,172736,160222,146999,139696,145343,108991,98963,78639,74289,		
  
