报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,17,17,64,112,590,242,123,28,0,--,--,--,--,--,--,33,33,33,--,--,--,638,179,290,889,4812,583,393,140,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收股利(万元),734,--,--,--,--,--,--,--,--,--,598,0,--,--,--,--,--,--,--,--,--,--,637,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他应收款(万元),--,62335,29642,25386,20143,36040,27633,26675,23665,31106,25797,22246,22998,31203,27200,26054,22093,36000,38043,32546,43764,61694,47521,53153,36123,60667,49822,54784,41784,52121,58534,64931,76019,62984,47046,62549,49253,27706,21873,80497,70151,85371,78900,80122,68006,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
存货(万元),139421,205296,210648,168621,174366,158719,175103,202669,177470,157874,135994,197359,187877,166745,168953,127926,141968,157405,169831,197857,223053,193805,164592,176398,211405,191167,166648,117246,177893,189596,118348,84289,140717,100642,74477,57134,69115,82571,61090,91431,60553,69682,51844,38572,55958,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,4928,3613,1597,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,29,29,29,0,
一年内到期的非流动资产(万元),--,--,--,--,--,165,174,187,204,525,4438,507,441,17,17,25,28,--,--,14,18,1010,1009,1000,--,--,--,3,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他流动资产(万元),23549,48739,9346,22013,9848,74508,57012,50592,53517,58378,146215,45923,48179,144546,31504,52217,33223,66866,46145,9818,11406,1879,6582,6884,0,--,1859,--,766,--,--,--,1,6,0,0,0,0,0,0,0,618,792,358,0,
流动资产合计(万元),602261,694791,547319,571938,462185,499481,510247,578519,546774,558136,555576,549770,536322,682631,635721,497407,518046,589325,602071,578364,548155,502525,500146,493085,513033,507035,527123,518141,551616,659145,650023,674671,741332,228901,226675,205476,167343,154876,150171,232728,188534,228181,222920,284258,205629,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),7402,7316,7089,6796,7008,6997,7115,7223,7255,7032,6992,6846,6873,6759,6545,6570,6550,6579,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25000,--,--,--,1005,0,0,0,0,0,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,34,41,49,57,65,73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期股权投资(万元),77123,77860,78034,78409,78957,80002,79812,79103,78633,19582,21321,26178,21623,19134,18685,14322,13793,13296,20510,20485,20291,16875,16853,17215,17166,17769,17722,11921,11921,11635,1635,1635,1635,250,250,250,250,250,250,50,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
投资性房地产(万元),2402,2132,1065,1083,1124,1143,1162,1181,1199,1617,1645,1721,1750,1751,1756,1782,1807,1840,1871,1904,1963,2043,2201,2238,2275,2312,2349,2386,2432,4244,3677,2172,2119,2224,2259,2114,2186,2291,2221,0,0,0,0,0,0,
固定资产原值(万元),293495,--,288554,--,281460,--,268256,--,263399,--,255344,--,247387,--,238225,--,230351,--,214401,--,210061,--,189583,--,166519,--,153882,--,151405,--,120873,--,110648,109054,0,0,100989,0,85221,0,0,546729,547379,546634,0,
累计折旧(万元),123970,--,117882,--,109214,--,99889,--,93257,--,89208,--,83901,--,78551,--,72066,--,65476,--,58903,--,56572,--,52117,--,47227,--,42801,--,38730,--,34781,35137,0,0,30945,0,27026,0,0,209575,203440,201904,0,
固定资产净值(万元),169525,--,170673,--,172246,--,168367,--,170142,--,166136,--,163486,--,159673,--,158285,--,148924,--,151157,--,133012,--,114402,--,106655,--,108603,--,82144,--,75867,73917,0,0,70044,0,58195,0,0,337155,343939,344730,0,
固定资产减值准备(万元),10548,--,7940,--,7998,--,7999,--,7999,--,7999,--,8073,--,1525,--,1534,--,1534,--,1534,--,1506,--,1506,--,1520,--,1520,--,1520,--,1520,1724,0,0,1426,0,1542,0,0,0,0,0,0,
固定资产(万元),158976,159666,162733,161983,164247,158577,160368,159936,162143,157486,158137,153396,155413,157062,158148,156095,156751,147440,147390,148154,149623,131416,131505,105741,112896,104311,105135,105606,107083,91453,80624,75283,74348,72193,71864,65342,68618,57400,56652,58043,58295,337155,343939,344730,58050,
在建工程(万元),--,10746,9874,7748,6828,12580,11558,11640,11305,17009,16877,17800,15316,18367,16217,17051,14444,18889,18044,14671,13073,24135,20838,32435,14101,12635,10732,10274,9262,14375,23318,22827,21159,13656,8703,13624,6532,11358,10126,5735,1115,129586,125101,125388,815,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,12,1,1,1,1,1,1,1,1,1,316,186,425,288,0,0,0,3,0,0,1,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,135,--,--,--,--,--,1,0,0,0,-8,0,0,0,-231,-237,-176,0,
生产性生物资产(万元),571225,555015,561372,554791,550760,532138,521441,514508,512112,499709,494310,488978,486320,471097,463593,458728,453831,437849,431663,427236,425762,417943,413945,409599,409258,400052,394703,388851,389335,384306,382112,381374,381678,375682,375479,376598,377942,373974,372926,376060,384881,0,0,0,387726,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
无形资产(万元),25298,24727,24944,23570,23663,23156,23354,23573,23761,38385,38642,38878,39133,38195,38447,38487,38603,39075,38907,39171,38840,38507,38744,38987,39219,38845,38897,39114,39354,31777,31712,29637,29746,29826,29937,27203,27429,20492,22362,21952,19627,19070,19142,19213,19981,
开发支出(万元),--,80,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
商誉(万元),2413,2083,2083,1632,1511,1711,1711,1711,1711,1711,1711,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,2176,2176,349,349,349,349,349,349,349,349,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期待摊费用(万元),1479,1400,1501,1527,1316,2251,2179,1991,1950,1428,1669,1195,1271,1218,1298,1390,1440,1343,1291,1374,1370,1250,1366,1462,1485,1531,1548,287,290,598,83,68,20,31,41,221,66,3768,92,125,228,646,629,633,384,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税资产(万元),14138,13126,12320,11722,7480,8499,7857,6768,6835,6704,7114,6640,7768,2872,1958,1936,2029,5825,2060,1725,1169,1997,4629,2387,2569,1027,1041,1613,1622,558,572,928,975,509,465,832,914,87,84,87,7,0,0,0,1,
其他非流动资产(万元),21881,32671,33343,34103,31740,16544,17697,14125,15735,14253,16379,18267,15831,18904,15791,18949,17912,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,-9,0,0,0,0,7,0,0,
非流动资产合计(万元),891011,886823,894359,883364,874634,843597,834255,821759,822640,764916,764796,761429,752836,736905,723991,716870,708731,673631,663233,656215,653589,636356,632259,610413,599318,578830,572477,560537,561650,564296,524082,514239,511865,495800,489287,486183,483937,469603,464716,462052,464153,486643,488997,490212,466957,
资产总计(万元),1493272,1581614,1441678,1455302,1336819,1343077,1344502,1400278,1369414,1323052,1320372,1311200,1289158,1419536,1359713,1214277,1226776,1262956,1265304,1234580,1201744,1138881,1132405,1103498,1112352,1085865,1099600,1078678,1113265,1223441,1174104,1188911,1253198,724702,715962,691659,651280,624479,614887,694779,652687,714823,711917,774470,672586,
短期借款(万元),199492,265654,300150,256617,242667,193050,207334,188943,160988,129716,97760,94361,126869,241969,219681,180575,160414,197686,192654,201937,138012,77103,78939,65678,65276,39018,52043,50372,57675,41827,35700,50000,120930,85930,105460,107923,85588,82000,70000,70000,30160,1040,41055,91555,80160,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
交易性金融负债(万元),27,--,21,3,--,--,77,61,66,289,882,3043,6467,2,20,170,3652,447,1920,2152,5,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,8000,9000,1000,35000,40000,30000,53000,18000,10866,--,--,--,--,--,--,--,--,--,--,--,90,--,--,--,--,8000,0,0,0,0,0,0,0,0,0,0,0,0,
应付账款(万元),--,--,22279,21831,25302,25305,23781,22213,20468,29774,29455,29632,36245,34145,31163,24667,42518,27133,30775,32738,47262,30416,35257,27130,32273,30190,28621,20540,23132,19641,22243,14477,18260,31250,26368,15008,15076,17558,16176,14074,8173,3434,3999,2606,6804,
预收账款(万元),25285,33222,19107,15519,10380,25252,15415,32946,13715,21621,21165,29513,23713,38208,32731,16082,9858,21352,23318,17872,10643,38887,18235,16203,10850,25950,17340,9344,6511,56444,23292,23600,12968,7222,5594,16905,3510,10858,5100,3057,3930,41648,20329,15575,3389,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),24476,11979,12946,9961,22049,15206,16814,16871,30779,17243,18618,16033,24584,18898,19136,14770,29729,27614,28343,21215,35842,28203,26901,17489,34306,27864,26650,16635,31675,28785,27160,11959,34802,31180,22696,9981,18158,31337,34271,30941,20421,8601,6607,4885,23081,
应交税费(万元),2302,2054,2198,3104,2052,3408,2830,2701,3367,2476,1950,1918,2254,2611,1522,3687,4155,2964,964,-34906,-33832,-32419,-21345,-19525,-22262,-22565,-19031,-14328,-16762,-8260,-3804,-2780,-760,-2027,1183,-1347,-2479,316,969,404,396,260,283,291,-1029,
应付利息(万元),364,417,419,472,486,374,382,478,482,794,662,2246,476,432,321,243,263,256,196,266,179,61,51,68,45,--,36,230,174,2298,1528,715,2306,1633,1321,694,359,769,290,389,1189,0,0,0,4669,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,44,--,8008,146,146,196,180,--,--,--,31468,--,--,--,31449,--,105,0,0,0,0,0,0,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,505,385,287,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他应付款(万元),--,--,41951,38275,36082,39681,40275,39985,37212,39495,40844,44338,39897,49910,39479,34035,35780,47088,42730,42306,46279,51139,47041,37729,43310,44438,29100,37603,42511,50982,41216,41471,39544,26651,29633,23701,94023,65404,74937,84677,83723,66627,47298,41845,74665,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,8054,7683,7140,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,80000,80000,80000,0,
一年内到期的非流动负债(万元),27500,45000,77600,133000,132000,152500,153430,54481,55632,500,16600,2593,3093,--,1450,1450,1450,400,400,400,400,--,--,--,--,--,--,--,20000,--,--,--,--,0,0,0,0,0,0,89200,0,0,0,0,0,
其他流动负债(万元),15629,5598,3748,6891,5850,2189,12507,18440,26005,11886,18131,7854,10767,7237,7988,7563,7371,2243,3721,8320,8675,--,--,--,1809,1698,396,448,13,70409,71185,83328,107020,78864,71038,83723,17285,29,0,0,41254,442,502,250,0,
流动负债合计(万元),352907,451262,480419,485675,476868,456964,472845,385119,357714,254794,281068,271531,304365,446412,371491,294107,295234,327182,333029,292445,253610,193587,185259,144772,165607,146594,166624,120933,164930,262126,249970,222771,343176,260703,263293,256587,231520,208270,201743,292742,189246,212544,211003,246365,191739,
长期借款(万元),94600,72000,--,--,46000,48930,48000,179581,178500,271631,235531,222588,160681,101225,99222,11675,11675,14775,14775,16425,16425,17775,17775,18725,18725,18528,18528,18850,19035,39035,37585,74635,71135,67635,65010,62379,60000,60000,60000,0,99200,145604,145604,146223,139200,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期应付款(万元),--,15037,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,529,0,0,0,384,8575,8370,125,
预计非流动负债(万元),--,542,542,542,542,542,542,542,652,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期递延收益(万元),44132,21356,21934,18036,18022,14677,14814,14356,13276,13506,13607,13664,11284,10589,9388,9095,9691,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
递延所得税负债(万元),966,963,1751,1264,224,502,561,220,213,225,438,94,143,0,1045,134,--,1908,20,--,1717,103,56,--,--,--,--,2,2,--,--,--,0,2,0,0,0,0,0,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,9376,8923,9089,9111,9444,9287,9317,8602,8863,8945,9014,9021,7073,7043,7111,7105,3858,3939,4021,2913,2744,2788,2885,704,0,0,0,144,
非流动负债合计(万元),139698,109899,24228,19843,64788,64651,63917,194700,192641,285362,249576,236346,172108,111814,109654,20903,21365,26059,23718,25514,27252,27321,27117,28041,27327,27391,27473,27866,28058,46108,44628,81745,78240,71494,68949,66400,62913,63273,62788,2885,99904,145988,154179,154593,139469,
负债合计(万元),492605,561160,504646,505518,541657,521615,536762,579818,550356,540156,530644,507877,476473,558226,481145,315010,316599,353241,356747,317959,280862,220908,212377,172813,192934,173986,194098,148799,192989,308234,294597,304516,421416,332197,332242,322988,294433,271543,264531,295626,289150,358532,365182,400957,331208,
实收资本(或股本)(万元),427943,427943,427943,427943,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,393117,314517,314517,314517,314517,314517,314517,314517,314517,314517,314517,314517,314517,
资本公积(万元),523519,523483,523483,523386,379130,378694,378694,378694,378694,378598,378764,378543,378543,378543,378543,378543,378543,379356,378501,378501,382639,379393,383932,383749,377924,377924,379799,377403,378038,377964,370889,368431,339778,-1016,1945,-8472,-12218,1741,1739,1739,720,0,0,0,1973,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
盈余公积(万元),40422,35709,35709,35709,35709,35709,35709,35709,35709,35601,35601,35601,35601,35601,35601,35601,35601,35158,35158,35158,35158,33550,33550,33550,33550,30089,30089,30089,30089,21756,21756,21756,21756,16315,16315,16315,16315,13585,13585,13585,9941,9261,9261,2850,3979,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
未分配利润(万元),-10535,16356,-67195,-53975,-28685,-847,-14666,-874,-2281,-36022,-29938,-16996,-8303,42314,59440,80448,91454,90393,89969,98177,97526,99608,97470,108543,103124,99096,91122,118473,108360,111448,82751,90933,72038,59009,47553,43902,35921,23092,18057,66690,36606,32513,22957,56146,20313,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-441,-446,-443,-483,-450,-435,-431,-418,-389,-382,-365,-351,-279,-172,-104,-109,-69,-24,0,-1,0,0,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),979782,1001677,918623,932499,777990,804938,791059,804903,803469,770728,776319,789171,798500,849341,866495,887349,898338,897582,896299,904510,907958,905217,907634,918528,907297,899837,893745,918717,909253,904006,868342,874133,826581,388756,380306,366263,354535,352935,347898,396531,361784,356291,346735,373513,340782,
少数股东权益(万元),20885,18777,18408,17284,17172,16525,16682,15556,15589,12168,13408,14151,14184,11968,12072,11918,11839,12132,12258,12110,12925,12756,12395,12157,12120,12043,11758,11162,11024,11201,11165,10262,5201,3748,3414,2409,2312,0,2458,2622,1753,0,0,0,596,
所有者权益(或股东权益)合计(万元),1000667,1020454,937031,949784,795162,821462,807741,820459,819058,782896,789728,803322,812685,861309,878567,899267,910177,909715,908557,916621,920882,917973,920029,930685,919418,911880,905502,929879,920277,915207,879507,884395,831781,392504,383720,368672,356847,352935,350356,399153,363537,356291,346735,373513,341378,
负债和所有者权益(或股东权益)总计(万元),1493272,1581614,1441678,1455302,1336819,1343077,1344502,1400278,1369414,1323052,1320372,1311200,1289158,1419536,1359713,1214277,1226776,1262956,1265304,1234580,1201744,1138881,1132405,1103498,1112352,1085865,1099600,1078678,1113265,1223441,1174104,1188911,1253198,724702,715962,691659,651280,624479,614887,694779,652687,714823,711917,774470,672586,		
  
