报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
商誉(万元),25801,25801,1635,26862,1635,7909,7909,7909,7909,7909,7909,7909,574,574,574,574,622,622,419,422,425,425,40,40,40,40,40,40,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),11736,12101,11088,13462,9786,10080,8714,7641,12611,12411,8079,7979,7887,7729,6835,6944,8762,10721,9310,9108,7363,6281,6028,5697,4717,1943,861,831,860,752,625,640,655,468,488,310,334,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延所得税资产(万元),643,557,164,165,192,146,92,133,210,192,150,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,0,0,0,
其他非流动资产(万元),139131,140454,121752,155504,79765,84926,5479,7022,26608,25914,26525,26423,17966,16784,8411,11463,4689,2813,2382,2682,3819,3441,2398,5138,4692,4395,4395,3818,3797,3797,3797,1900,--,0,1700,0,0,
非流动资产合计(万元),1101850,1106209,945679,1078109,823984,711278,510155,449489,719493,627454,515276,425420,517282,509157,491229,476445,437100,415002,395640,379075,328940,301356,276983,251566,193489,159962,130025,119005,89498,78440,71432,62364,52749,42146,35040,22808,10884,
资产总计(万元),2425908,2494391,2222898,2285988,2107225,2120493,1876244,1692803,1519921,1318781,1122069,1018138,944101,922998,759342,724118,674634,706797,655237,626716,578377,533256,491313,446826,383077,362219,273416,255402,232541,218220,209655,180348,200018,74321,64884,48012,25662,
短期借款(万元),456530,429268,497861,501829,468967,508400,466487,394200,381303,199777,212370,203234,172600,166600,173100,158600,128600,140600,127600,124600,139600,111500,66400,61300,55600,61600,52100,43100,37100,37100,35100,9700,34200,22860,17700,16400,11785,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付票据(万元),--,142224,90629,--,42000,20000,10000,10000,10000,10000,--,4800,4800,12800,24800,20000,13000,17000,38200,56600,52800,54800,46900,16500,18000,16000,--,--,--,--,--,--,--,0,1000,2000,0,
应付账款(万元),--,74735,58064,81109,51490,68461,72098,89330,56688,49786,65744,59318,43522,45437,68245,48999,21377,19945,13312,27522,18601,15453,12568,10907,4716,7064,5439,6945,1849,3909,1864,3016,3080,2842,1891,1569,256,
预收账款(万元),21644,50718,37001,4903,6960,26738,18551,4088,24841,41385,11849,7873,3641,4213,3719,2612,2740,2557,2768,2454,3044,2172,1797,730,585,--,0,0,--,--,--,--,--,0,0,0,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付职工薪酬(万元),7960,7631,4905,6096,3246,3612,3936,5223,3143,2772,2760,3080,3067,3202,2502,1992,1471,1576,1498,1735,1480,1328,1092,1588,666,545,432,715,438,366,385,744,230,268,304,297,104,
应交税费(万元),8275,10696,3547,6380,4408,7159,10018,12546,953,507,1836,4181,3791,3289,630,1547,740,639,488,1851,222,248,120,330,-772,-825,-599,-637,-139,119,177,217,1,19,74,1211,1116,
应付利息(万元),--,10185,14773,23315,7107,2756,9681,12411,7017,2609,5685,3629,1770,811,5328,3618,3960,2659,1400,771,1306,883,1967,1271,540,270,--,--,--,--,--,--,--,0,0,0,0,
应付股利(万元),--,9300,3030,3530,4910,5010,3410,942,--,--,--,--,--,--,--,--,--,--,--,--,--,10680,--,--,2,--,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应付款(万元),205965,171232,112918,105851,108531,91664,107782,82286,79323,91444,81776,87358,84815,73847,69614,66572,15417,18124,17104,15154,14225,12201,10732,10084,8061,6992,5994,5740,5312,4827,4178,3411,4073,2711,2381,3636,1355,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),385327,327792,40843,74031,11684,24847,60056,78122,69400,54700,1996,1996,1996,1996,--,--,9800,17800,17800,17800,--,--,--,--,1800,1800,--,--,--,--,--,--,--,0,0,0,0,
其他流动负债(万元),260671,251333,160409,167172,159768,109552,4638,3753,4249,4055,3340,3266,2998,2358,2165,1897,56634,76611,76512,76213,41113,20852,40625,40412,20217,20000,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),1514551,1485113,1023980,974217,869071,868198,766655,692901,636918,457035,387356,378735,323000,314554,350103,305836,253739,297511,296681,324699,272392,230117,182201,143122,109414,113446,63366,55863,44560,46321,41704,17088,41584,28701,23351,25113,14616,
长期借款(万元),10888,68883,142106,153308,171690,168336,68770,61700,100000,114700,69700,69700,70000,61988,29000,29000,29000,24000,49000,64000,81800,81800,81800,81800,27000,15000,2800,2800,3000,4000,4000,4000,4000,4000,4000,4000,0,
应付债券(万元),--,--,202881,228667,228454,228240,228027,227813,227600,227386,163896,78740,78664,83295,78512,78436,79779,80000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),30550,30022,41303,35898,53109,59792,47151,27143,26602,15458,16138,16833,17057,19201,20303,20726,11087,13019,12844,12844,114,127,127,127,30269,30257,128,137,155,155,139,109,109,109,109,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
长期递延收益(万元),3343,3396,3328,3377,3246,3075,2915,3173,3006,2857,2912,2956,--,2156,2066,2104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),246121,246121,106121,246121,--,--,--,--,--,--,--,--,2116,--,--,--,2170,2164,2187,2148,1860,1888,1930,1947,1886,1950,2015,1999,1976,2038,2065,1648,1737,1755,841,208,105,
非流动负债合计(万元),290902,348422,495739,667371,456498,459443,346863,319829,357208,360401,252647,168229,167837,166640,129882,130266,122036,119183,64031,78992,83774,83815,83857,83874,59155,47207,4944,4936,5131,6193,6204,5757,5846,5863,4950,4208,105,
负债合计(万元),1805453,1833535,1519719,1641588,1325570,1327642,1113518,1012730,994126,817436,640003,546964,490838,481194,479985,436103,375775,416694,360713,403691,356166,313931,266057,226995,168569,160653,68309,60799,49691,52514,47908,22845,47429,34565,28301,29321,14721,
实收资本(或股本)(万元),313516,313516,313516,313516,313516,313516,313516,313516,313516,313516,104505,104505,104505,104505,93906,93906,93906,93906,93906,85440,85440,53400,53400,53400,53400,53400,26700,26700,26700,26700,13350,13350,13350,10000,10000,4500,3000,
资本公积(万元),58197,58197,57195,57195,57100,57100,56869,54931,54896,54896,264159,264159,264199,264199,124659,124659,124659,124659,124659,53627,53627,85667,85667,85667,85667,85667,112367,112367,112367,112367,125717,125717,125717,20444,20444,1,1,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
盈余公积(万元),19973,19973,19973,19973,19973,19973,19973,19973,12570,12570,12570,12570,11328,11328,11328,11328,11435,11435,11435,11435,9651,9651,9651,9651,6423,6423,6423,6423,2114,2114,2114,2114,883,883,883,1596,971,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
未分配利润(万元),12543,48541,141428,105691,169597,171155,136451,125122,116270,91037,68861,58154,46933,36855,28548,37339,48760,41402,50914,58995,60074,57404,69336,63896,63191,55844,59378,48868,41419,24524,20567,16321,12638,8429,5255,12594,6969,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),404229,440226,532112,496375,560185,561743,526808,513542,497252,472019,450095,439388,426964,416887,258440,267231,278758,271400,280913,209497,208793,206122,218055,212615,208681,201333,204868,194358,182600,165705,161748,157502,152589,39756,36583,18691,10942,
少数股东权益(万元),216226,220630,171067,148025,221471,231108,235918,166531,28544,29327,31971,31786,26299,24917,20918,20785,20100,18703,13611,13528,13419,13203,7201,7216,5827,233,238,245,250,--,--,--,--,0,0,0,0,
所有者权益(或股东权益)合计(万元),620455,660856,703179,644400,781656,792852,762726,680073,525796,501346,482066,471174,453263,441804,279357,288015,298859,290103,294525,223025,222211,219325,225256,219830,214508,201566,205106,194603,182850,165705,161748,157502,152589,39756,36583,18691,10942,
负债和所有者权益(或股东权益)总计(万元),2425908,2494391,2222898,2285988,2107225,2120493,1876244,1692803,1519921,1318781,1122069,1018138,944101,922998,759342,724118,674634,706797,655237,626716,578377,533256,491313,446826,383077,362219,273416,255402,232541,218220,209655,180348,200018,74321,64884,48012,25662,		
  
