报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,0,7044,6642,6642,--,--,--,--,--,--,--,--,1000,--,--,--,900,--,--,--,
其他流动负债(万元),--,--,44,39,74,--,165,162,62,--,--,0,54,--,56,69,87,--,--,1,31,45,
流动负债合计(万元),67169,39533,64188,64157,62152,47269,17995,16162,12040,9765,6448,4493,4544,4784,7533,10041,5693,4600,5213,7835,5552,5739,
长期借款(万元),--,--,--,--,--,--,6806,11498,11429,11061,11164,--,--,--,--,1000,1000,1000,1000,900,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,280,285,290,295,300,305,310,315,320,325,330,335,340,--,--,--,--,--,--,--,--,
递延所得税负债(万元),15,15,18,18,18,18,21,21,21,21,22,22,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),275,--,--,--,--,--,--,--,--,--,--,--,--,--,345,350,355,360,380,400,--,--,
非流动负债合计(万元),290,295,303,308,313,318,7132,11828,11765,11402,11511,352,335,340,345,1350,1355,1360,1380,1300,--,--,
负债合计(万元),67459,39829,64491,64465,62465,47588,25127,27991,23805,21167,17959,4845,4879,5124,7878,11391,7048,5960,6593,9135,5552,5739,
实收资本(或股本)(万元),12494,12494,12494,12497,12497,12497,12468,12468,12468,12468,12468,6099,6099,6099,6099,6099,4800,4800,4800,4800,4500,600,
资本公积(万元),26079,26065,26006,25980,25863,25863,18036,17929,25134,25028,24861,28061,28061,28061,28039,28039,6455,6455,6455,6455,4050,475,
减:库存股(万元),1213,1213,2302,2337,2337,2337,3168,3168,3168,3168,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3424,3424,3214,3214,3214,3214,2821,2821,2821,2821,2279,2279,2279,2279,1782,1782,1782,1782,1200,649,195,679,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),38947,37103,36550,34844,33715,32168,29842,28106,26819,25118,23784,22198,21653,20216,19607,18858,17356,16107,10683,5771,1737,3775,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,-2,-3,-4,-0,-0,--,--,
归属于母公司股东权益合计(万元),79975,78393,76574,74659,72933,71627,59628,57950,64012,62026,63417,58636,58096,56654,55529,54776,30390,29140,23138,17675,10482,5530,
少数股东权益(万元),1667,1827,2068,2211,2264,758,2796,2481,3671,3129,2870,639,241,244,250,237,238,238,--,--,--,--,
所有者权益(或股东权益)合计(万元),81641,80220,78642,76870,75197,72384,62423,60431,67683,65155,66287,59274,58337,56898,55779,55012,30628,29378,23138,17675,10482,5530,
负债和所有者权益(或股东权益)总计(万元),149100,120048,143133,141335,137662,119972,87551,88422,91488,86322,84246,64120,63216,62022,63657,66403,37676,35338,29731,26810,16035,11269,		
  
