报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),43893,43205,38634,32779,31162,27715,22380,20718,18836,15288,12701,11993,12281,15461,14417,14381,11764,10758,10601,--,9904,9415,9679,6539,3961,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,6,9,11,--,--,--,--,--,--,--,--,
其他流动资产(万元),39014,21945,499,20622,25569,24,12,11,520,55,95,165,97,174,168,168,--,92,39,--,45,49,--,--,--,
流动资产合计(万元),174542,152795,144424,131761,146288,108806,104689,95999,96010,87719,86918,78815,78309,75764,71096,65202,70633,72837,76100,50321,48251,39770,34223,24593,21466,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,249,249,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),51429,14686,15152,15129,6302,6181,--,3200,--,--,--,--,--,--,--,--,--,--,249,--,249,249,249,249,764,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),36150,--,57896,--,57656,--,57177,--,53246,--,39440,--,31109,--,30183,--,12003,--,11606,--,11349,11024,--,--,--,
累计折旧(万元),9117,--,17590,--,15912,--,14032,--,12336,--,12057,--,10707,--,9099,--,4097,--,3687,--,3321,2497,--,--,--,
固定资产净值(万元),27034,--,40306,--,41744,--,43145,--,40910,--,27383,--,20402,--,21084,--,7906,--,7918,--,8028,8527,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),27034,39172,40306,40942,41744,42355,43145,41644,40910,42513,27383,28362,20402,20841,21084,20767,7906,8066,7918,--,8028,8527,8011,5375,4522,
在建工程(万元),--,404,348,380,379,128,123,565,332,890,5632,5019,4426,4614,1983,1949,1265,4505,2986,--,840,44,4,2647,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6378,7814,7882,7950,8018,7961,8031,8081,8003,8546,8596,11755,10203,10233,10286,10347,8990,9042,9098,--,9201,9411,5441,2134,1206,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,12967,12967,12967,12967,12967,12967,12967,12967,13393,13393,13386,12967,13021,13021,13021,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),983,1255,1230,1199,1200,1033,1055,995,649,702,742,69,74,37,40,45,51,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2219,1878,1668,1437,1698,1604,1489,1412,1441,1347,1324,1236,1120,1014,919,851,452,328,294,--,276,200,116,108,150,
其他非流动资产(万元),1024,1252,961,708,81,81,3281,418,745,--,7866,7368,12383,6157,5889,4033,4033,--,--,--,--,--,--,--,--,
非流动资产合计(万元),89966,80176,81263,81462,73138,73059,70840,70031,65797,68139,65685,67944,62325,56667,53971,51763,22947,22190,20544,18598,18594,18431,13822,10514,6643,
资产总计(万元),264508,232971,225687,213223,219427,181865,175529,166030,161807,155859,152602,146759,140634,132430,125067,116965,93581,95027,96644,68919,66845,58201,48045,35107,28109,
短期借款(万元),36689,36423,40033,36653,36153,35590,35082,29086,25201,26609,23396,13438,12120,12420,10081,6215,5215,5500,10000,--,6920,6900,3600,1010,2600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,9805,10705,9315,10531,11421,10221,11305,8005,13185,21680,20400,13800,6500,5271,3654,5950,4825,--,4440,3300,2087,2284,1345,
应付账款(万元),--,--,20124,14872,18133,16560,17003,16151,16878,17193,18239,15818,16399,15898,14622,15502,12788,11913,10734,--,10177,11242,9722,7921,6653,
预收账款(万元),31014,32818,26983,25814,30099,26117,19165,18790,16387,16915,13393,14202,10967,13591,12329,7392,4495,5556,5644,--,8342,6071,8384,6440,8875,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2527,1614,1174,794,1651,951,577,296,978,1007,620,257,1179,948,657,318,778,649,533,--,694,487,440,407,150,
应交税费(万元),980,1306,1214,1311,2175,1089,1624,1742,2617,1003,1472,1165,1325,987,1137,1071,500,562,880,--,677,790,442,722,1254,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,911,--,--,--,--,1500,--,--,1200,--,--,--,800,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,4573,551,342,555,225,316,339,451,1218,291,445,298,74,291,8741,284,865,668,--,663,55,206,1544,1057,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),52,36,66,135,125,35,41,35,30,33,28,14,14,7,21,0,9,13,13,--,13,4,3,--,--,
流动负债合计(万元),106496,111268,100859,90626,98206,91098,85228,78159,73846,71982,71823,67019,62703,57726,46438,44511,27722,31007,33297,33181,31924,28849,24884,20327,21933,
长期借款(万元),1850,--,--,--,--,--,--,--,--,--,--,--,--,--,4500,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),2644,1311,1295,10,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),631,847,864,888,941,966,976,993,1051,1063,1088,1137,1147,1218,1229,1241,842,--,--,--,--,--,--,--,--,
递延所得税负债(万元),22,741,771,800,830,859,889,919,949,1439,1483,1584,1152,1189,1246,1276,25,26,26,--,26,27,28,29,--,
其他非流动负债(万元),28263,140,232,288,637,1110,1333,1609,1645,2417,258,319,449,--,--,--,--,281,292,--,315,360,--,--,--,
非流动负债合计(万元),33409,3039,3162,1986,2417,2936,3199,3520,3645,4920,2828,3041,2749,2407,6976,2517,867,307,318,330,341,387,28,29,0,
负债合计(万元),139905,114307,104021,92613,100622,94033,88427,81679,77491,76902,74652,70060,65451,60133,53414,47028,28589,31314,33615,33511,32266,29237,24912,20356,21933,
实收资本(或股本)(万元),13014,13014,13014,13014,13014,12000,12000,12000,12000,12000,12000,12000,12000,12000,8000,8000,8000,8000,8000,--,6000,6000,6000,1293,1000,
资本公积(万元),59063,59063,59063,59063,59063,31693,31693,31693,31693,31693,31693,31693,31693,31693,35693,35693,35693,35693,35693,--,11882,11882,11882,7817,1000,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,0,2,2,--,--,--,--,--,52,39,20,20,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5514,4396,4396,4396,4396,3929,3929,3929,3929,3095,3095,3095,3095,2657,2657,2657,2657,2264,2264,--,2264,1511,710,1414,970,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),36267,37982,36774,36031,33964,32847,32026,29783,29897,25910,25139,24325,23059,21461,20900,19766,18642,17756,17072,--,14433,9572,4541,4227,3206,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),113858,114455,113249,112506,110436,80469,79648,77404,77518,72751,71966,71133,69867,67811,67250,66116,64992,63713,63029,35409,34579,28965,23133,14751,6176,
少数股东权益(万元),10746,4209,8416,8105,8368,7363,7455,6946,6797,6206,5984,5567,5316,4486,4404,3821,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),124603,118664,121666,120610,118805,87832,87103,84350,84315,78957,77950,76699,75183,72297,71653,69937,64992,63713,63029,35409,34579,28965,23133,14751,6176,
负债和所有者权益(或股东权益)总计(万元),264508,232971,225687,213223,219427,181865,175529,166030,161807,155859,152602,146759,140634,132430,125067,116965,93581,95027,96644,68919,66845,58201,48045,35107,28109,		
  
