报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
无形资产(万元),35968,36087,36408,36612,36665,36893,37120,37331,37558,37761,37910,38142,37760,37934,37968,38146,--,38615,39702,31591,27378,27417,1145,362,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),87,103,120,136,152,168,3,3,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),6037,6045,5798,5796,5181,5166,4862,4854,4666,4590,4285,4249,4208,4199,4159,4097,--,4026,3891,2940,1649,1575,687,98,
其他非流动资产(万元),30,115,19,8,4,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),683563,668774,651808,641944,632106,623903,583804,575838,564638,558279,541860,531408,517433,510553,477615,471320,--,460269,425748,384327,357566,321577,209320,196660,
资产总计(万元),827506,813094,773094,768267,746669,754231,780430,717249,698337,690606,693301,754012,660474,588512,557902,541680,525382,532922,472376,427975,414668,355560,239512,243641,
短期借款(万元),--,--,--,--,2000,2000,59000,12000,5000,--,8000,27000,33000,33000,25000,11000,10000,10000,45900,21500,24500,24500,26500,20500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),7385,11128,8881,8078,6772,10062,3839,4686,4110,4966,3824,3878,3737,4884,4024,3863,3500,4194,5419,5554,28,560,738,532,
预收账款(万元),10210,9809,9160,8703,7999,7196,8524,8864,8589,8635,8759,8711,8956,8420,7832,6400,--,4105,4000,4234,3416,3350,1374,5921,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1881,2190,2136,2215,878,1033,2525,2342,1140,1390,1172,1234,563,623,1119,1117,--,670,816,589,1107,278,86,87,
应交税费(万元),3025,3077,3247,3302,4007,3620,3516,2690,2839,3110,2157,1600,1761,2899,3548,2309,--,3004,3877,3048,905,1179,1119,561,
应付利息(万元),2365,3705,2052,3976,2276,3678,2267,5584,3858,4649,2882,5700,4050,2549,1397,4647,--,2519,646,547,572,370,335,666,
应付股利(万元),--,--,--,8756,--,--,--,7137,--,--,--,--,--,--,--,3768,--,--,--,14,154,--,5580,7751,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),48298,52140,48781,52042,54083,61129,44681,48636,43637,52331,45963,48453,41491,48546,23764,26465,26783,31982,31893,27446,39245,36922,12324,24999,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),34403,75657,76025,74003,73915,24420,19059,98481,90628,93386,100314,50351,45830,47280,35448,28010,41900,44877,44602,42204,36419,19112,24080,18379,
其他流动负债(万元),2363,2737,1534,1542,1171,27058,26192,25986,25814,27519,26622,26322,25941,741,1250,1173,11400,869,832,651,457,662,361,256,
流动负债合计(万元),109931,160444,151817,162617,153102,140195,169605,216406,185616,195986,199692,173250,165329,148942,103382,88754,93500,102219,137984,105787,106803,86934,72498,79651,
长期借款(万元),270606,216269,193798,190590,181384,165769,172184,171379,180424,169989,173544,195881,201869,197025,216027,221994,--,206395,196396,202936,197033,166517,84657,98300,
应付债券(万元),99575,99500,99425,99350,99275,144189,144080,44921,45023,44989,44955,114921,114835,69895,69843,69790,--,69895,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),22389,18944,17789,17197,15121,12816,11960,11131,11040,10021,10116,9775,10730,10312,10312,10195,--,10239,10386,10694,9488,9488,4365,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),11071,11087,11184,11280,11377,11473,11401,11500,11596,11690,11565,11661,10794,10882,--,--,--,11056,11380,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,10618,10706,--,--,--,7219,3445,3289,--,--,
非流动负债合计(万元),403640,345800,322196,318418,307157,334247,339625,238930,248082,236689,240180,332238,338227,288114,306800,312684,--,297585,218162,220849,209965,179294,89022,98327,
负债合计(万元),513571,506244,474013,481035,460259,474442,509230,455336,433698,432675,439872,505489,503556,437056,410182,401438,388355,399804,356146,326636,316769,266228,161520,177977,
实收资本(或股本)(万元),73581,73581,73581,73581,73581,73581,73581,73581,73581,73581,73581,73581,58881,58881,58881,58881,--,58881,58881,58881,58881,58881,47467,41000,
资本公积(万元),91019,91019,90108,90108,90108,90108,90108,90108,90108,90108,90108,90108,17725,17725,17725,17673,--,17673,17673,17673,18379,18379,22660,21617,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),20727,20727,18871,18871,17204,17204,15427,15427,14324,14324,13319,13319,11891,11891,10606,10606,--,9514,7432,5606,4662,3960,2433,1242,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),128608,121523,116521,104673,105517,98897,92085,82797,86626,79917,76421,71515,68421,62959,60508,51609,--,45599,30794,17724,14565,8112,5431,1804,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),313935,306850,299081,287233,286410,279790,271200,261913,264639,257930,253428,248523,156918,151456,147720,138769,137027,131668,114781,99884,96488,89333,77991,65663,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1472,--,1450,1449,1454,1411,--,--,--,
所有者权益(或股东权益)合计(万元),313935,306850,299081,287233,286410,279790,271200,261913,264639,257930,253428,248523,156918,151456,147720,140242,137027,133118,116230,101339,97899,89333,77991,65663,
负债和所有者权益(或股东权益)总计(万元),827506,813094,773094,768267,746669,754231,780430,717249,698337,690606,693301,754012,660474,588512,557902,541680,525382,532922,472376,427975,414668,355560,239512,243641,		
  
