报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
开发支出(万元),1060,923,--,--,--,--,--,--,--,--,183,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),46310,46310,46311,46311,46486,29025,29025,29025,18824,18824,18844,5301,5301,5301,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1111,1207,1309,1007,1321,1258,344,295,112,85,95,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5490,2747,2481,2637,3079,2140,1863,1580,1471,1405,957,869,943,949,322,322,322,322,307,270,212,87,93,
其他非流动资产(万元),7781,5638,7698,4224,4094,4481,13738,7487,5816,5126,1210,555,192,1215,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),197649,188186,176167,166888,158607,122522,113339,105842,77834,67260,63094,51147,36721,35868,18227,18129,14283,14055,13445,13305,12034,7532,5979,
资产总计(万元),487423,518778,539120,514363,467047,371201,339461,331094,191143,182506,170157,157267,145621,106791,88320,78434,70783,81541,55596,52968,43764,30040,24082,
短期借款(万元),94216,82261,103470,94071,102316,60632,47720,52110,17896,8800,3817,8141,10134,10328,4642,840,--,7540,8846,9582,6810,2900,2150,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,34657,--,25695,18750,20133,15029,9733,7574,12593,11312,5710,4361,8831,8028,3716,2894,5147,5401,2767,3383,1186,378,
应付账款(万元),--,40206,--,37618,35542,45655,31259,37445,14028,14779,14682,13926,8994,9681,8650,8056,3546,5079,4226,6590,3102,2547,2233,
预收账款(万元),2815,7953,1819,2547,1476,1616,2355,3077,2008,1228,1404,921,737,663,443,303,158,74,245,2,37,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2113,5107,3389,3011,2093,4109,3724,2957,1270,2245,1332,983,381,1297,968,579,465,1153,822,675,920,515,625,
应交税费(万元),4897,2966,3388,3808,2191,2451,3785,4023,771,1076,1692,1402,1211,628,615,1150,560,434,1027,1415,728,270,297,
应付利息(万元),938,1242,--,1837,860,243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,4730,--,--,--,--,2580,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,27563,44132,39596,11118,2858,3940,4840,7387,2803,3440,5194,3985,10900,1110,993,693,737,1228,1203,621,252,124,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),7266,7129,7770,8020,8020,8020,8020,6520,3424,3538,2458,1933,1193,1583,1163,1397,778,938,941,771,635,263,263,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),185558,209083,233584,220932,182367,145719,115833,120705,56939,47061,40137,38211,30997,43912,25619,17035,9093,21101,22736,23006,16236,7933,6070,
长期借款(万元),28444,31103,29499,31772,34259,35782,38270,33292,5591,6371,8324,4628,1918,1918,2920,2720,3501,3501,2543,1971,1942,679,942,
应付债券(万元),25976,38568,38076,37595,37103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),8606,6507,3723,3698,3432,3434,6887,6559,6414,6224,858,829,1305,805,708,710,896,496,505,--,--,--,--,
递延所得税负债(万元),1067,991,924,936,1119,818,995,898,950,931,962,966,969,973,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,508,191,838,892,
非流动负债合计(万元),64093,77169,72224,74000,75913,40034,46152,40749,12955,13525,10144,6423,4192,3696,3627,3430,4397,3997,3048,2479,2133,1517,1834,
负债合计(万元),249651,286252,305807,294933,258280,185753,161986,161455,69894,60586,50281,44633,35190,47608,29246,20464,13489,25098,25785,25485,18369,9450,7904,
实收资本(或股本)(万元),45899,44842,38701,21500,21500,21500,21500,21500,21500,21500,21500,21500,10750,9750,9750,9750,6500,6500,4875,4875,4875,4875,4875,
资本公积(万元),131526,115289,50334,66693,66636,64640,63494,62787,62957,62957,62957,62957,73707,24380,24380,24380,27630,27630,3875,3875,3875,3875,3875,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4707,4707,4134,4134,4134,4134,3617,3617,3617,3617,3007,3007,3007,3007,2566,2566,2566,2566,1826,1826,1826,1223,763,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),49393,57856,57657,50496,47662,41154,37576,33291,28151,29040,27806,24276,22071,21147,21489,20379,20598,19747,19235,16907,14819,10617,6665,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),238105,232765,161376,153017,149829,131308,126087,121196,116225,117113,115270,111740,109535,58284,58184,57075,57294,56443,29811,27483,25395,20590,16178,
少数股东权益(万元),-332,-239,71936,66414,58938,54141,51388,48444,5025,4806,4605,894,896,899,889,894,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),237772,232526,233312,219430,208767,185449,177475,169639,121250,121920,119875,112634,110431,59183,59074,57969,57294,56443,29811,27483,25395,20590,16178,
负债和所有者权益(或股东权益)总计(万元),487423,518778,539120,514363,467047,371201,339461,331094,191143,182506,170157,157267,145621,106791,88320,78434,70783,81541,55596,52968,43764,30040,24082,		
  
