报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
固定资产净值(万元),--,273781,279613,--,--,--,--,108632,107723,106905,105080,100441,--,87258,77014,72096,
固定资产减值准备(万元),--,1019,1019,--,--,--,--,1019,1019,1019,1019,1019,--,1019,1300,1314,
固定资产(万元),281201,272762,278594,281013,274484,179645,127213,107613,106704,105886,104061,99422,110969,86239,75714,70782,
在建工程(万元),12674,15842,10858,11900,11547,42587,37565,21665,21842,22040,21286,16940,--,7805,2008,6762,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,3,--,2,--,-7,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),29009,28993,29304,29748,19509,12414,12183,3540,3549,3539,3615,3257,--,3240,1889,1728,
开发支出(万元),--,--,--,--,--,--,--,6039,--,5799,5609,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3997,4230,4129,3174,2310,766,1718,2484,2771,3424,3328,6696,--,4481,2681,421,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),4715,4492,4399,4854,4663,3338,3104,1769,1769,1769,1769,565,--,635,607,726,
其他非流动资产(万元),4648,2931,1036,3170,12633,2285,515,--,--,--,--,370,--,--,--,--,
非流动资产合计(万元),338963,331978,331075,336635,327948,243876,185186,145864,143953,143531,140749,128333,--,104109,84672,80419,
资产总计(万元),594002,552025,514000,523615,476991,405205,329479,273464,283457,253082,260639,248592,253659,216785,154142,131926,
短期借款(万元),41336,22000,13600,41382,41856,20390,50024,39130,44688,44567,40093,62186,540000,29960,35095,25300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,5290,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),59333,60946,42395,36597,18899,25190,12620,2984,3211,2983,7343,17508,--,26833,7131,6359,
应付账款(万元),85778,71140,60586,49060,49627,43808,50493,40054,40590,38441,35905,48908,60000,51931,26768,23633,
预收账款(万元),2320,2092,1830,1320,1058,599,147,74,1728,1731,2167,2111,--,2255,261,235,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),15572,9261,13140,9890,10689,9244,8181,5493,4660,3745,4529,2604,--,3694,3053,1614,
应交税费(万元),4980,3794,2319,1891,3392,2414,4641,1987,3201,-3714,1487,-4577,--,-2314,2410,806,
应付利息(万元),193,945,941,1204,1036,682,169,431,143,87,190,79,--,109,96,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,31,--,12,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),25940,20123,44672,50909,73827,47560,9105,-255,6746,2564,5041,1790,1464,-153,128,96,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),46116,40072,12426,20603,8739,19699,19714,--,--,--,11900,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),281568,230374,191909,212856,209124,174876,155094,89898,104967,90404,108655,130640,--,112327,74943,58042,
长期借款(万元),95905,100917,128505,129502,97776,46472,26347,60900,60900,60900,50500,22000,--,12000,10000,16871,
应付债券(万元),--,--,--,--,--,--,--,10000,10000,--,--,--,--,--,--,--,
长期应付款(万元),7546,7546,7533,7533,7532,10020,10000,--,--,249,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,2242,2255,--,--,4520,--,7078,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,288,288,288,731,731,--,731,731,423,
长期递延收益(万元),29871,30186,28267,26618,26936,17581,17056,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,7602,7860,7846,8409,547,--,1387,1428,1120,
非流动负债合计(万元),133323,138648,164304,163654,132244,74073,53403,81032,81303,69283,59639,27798,--,21196,12158,18414,
负债合计(万元),414890,369022,356213,376510,341368,248949,208496,170930,186270,159687,168295,158438,166138,133522,87101,76456,
实收资本(或股本)(万元),21000,21000,21000,21000,21000,21000,13980,13980,13980,13980,13980,13980,--,13980,13000,13000,
资本公积(万元),92537,92537,92537,92523,92428,95629,4384,4384,4384,4384,4384,4384,--,4384,533,533,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5677,5677,5677,3151,3151,1314,18386,18213,18213,18213,18213,18213,--,18213,18213,18213,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),59876,63782,38596,30342,18955,11972,79083,65957,60610,56818,55767,53577,--,46687,35295,23725,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),179094,183007,157831,147023,135542,129920,115833,102534,97187,93394,92344,90154,87521,83263,67040,55470,
少数股东权益(万元),18,-5,-44,82,81,26335,5151,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),179112,183003,157787,147105,135623,156255,120983,102534,97187,93394,92344,90154,87521,83263,67040,55470,
负债和所有者权益(或股东权益)总计(万元),594002,552025,514000,523615,476991,405205,329479,273464,283457,253082,260639,248592,253659,216785,154142,131926,		
  
