报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
短期借款(万元),489110,369000,359000,60000,40000,--,1659,67744,68909,--,--,--,--,--,3368,--,82300,136900,128800,157300,86000,83250,55000,130000,97000,70000,60000,75000,84000,119000,59000,30000,30000,89500,126300,99200,46564,11800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39100,--,--,--,--,--,--,--,--,--,30000,200,200,--,0,0,0,0,
应付账款(万元),--,971615,--,628805,682853,759138,646603,544479,524682,649540,563259,466751,519117,520103,594789,465872,505471,506443,403253,351945,375778,399016,396963,317329,281239,331488,267944,210602,184192,211887,154192,117562,111332,114834,59533,63517,31472,21228,
预收账款(万元),261138,236575,257836,210189,214414,183710,198893,167034,174506,153164,145478,123773,120231,121220,104723,105783,111163,95398,99830,87535,96888,91482,90892,77942,89329,70231,67659,50693,52840,44636,38158,24805,31358,24418,15139,13129,5913,2765,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),50522,48621,48425,44750,44761,43060,39532,31601,33444,46133,45435,37075,40406,35417,30778,25346,23013,31479,18682,17902,15701,17867,13975,13647,12432,13594,12529,11968,11551,11045,9350,7811,6926,6383,5245,3808,3577,2155,
应交税费(万元),43172,33480,37400,31885,36406,40805,32001,23738,31322,29222,28074,21950,24483,21168,28474,21237,31704,31296,29552,23135,29726,24885,22114,22016,18467,21042,14995,14682,10715,15831,10234,9253,10053,5634,4922,6433,5852,4929,
应付利息(万元),647,490,68,--,--,--,148,295,1170,--,--,--,--,--,--,6,247,209,170,202,159,162,116,243,210,4063,7963,6164,3460,1331,121,55,49,153,153,102,0,0,
应付股利(万元),1,--,--,28697,--,--,--,--,--,40,--,104,104,104,--,48817,--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,436,0,1760,4000,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),--,335270,--,226450,264075,204405,109614,123418,127566,126849,122902,111243,95265,94920,87307,73247,109786,83470,61089,57717,63219,73201,40067,47982,47013,51438,39208,44759,36762,32987,30754,22502,15939,15851,10277,7697,5147,3387,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,1000,4050,3050,5550,6550,3500,5200,5100,6400,8900,7350,4800,4700,4700,--,--,--,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,70000,150000,150000,150000,80000,--,--,--,--,0,0,0,0,
流动负债合计(万元),1962264,1995052,1826069,1230776,1282509,1231118,1028450,958309,961599,1004949,905147,760896,799606,792932,849439,740807,864683,889323,744426,701285,713121,693362,624328,614259,552090,640756,627647,568668,538220,521417,331809,212187,205858,256772,222005,193886,100284,50265,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3580,3580,3430,3632,3232,2232,4282,3050,5550,7250,--,4000,14400,15450,10450,7750,5750,5750,15000,0,8500,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7710,7710,7710,7710,7706,7410,7410,7410,7410,7410,7410,7410,7410,7410,7410,7410,7410,7410,0,0,
预计非流动负债(万元),260,636,1601,1601,941,941,274,307,340,307,600,600,600,600,--,--,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),11978,11074,12573,9987,9625,9695,9263,9293,9324,9354,9035,8758,3871,3847,4049,4073,--,4136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),12861,12709,4473,4663,4483,4488,4281,4275,4619,5072,4536,4526,4502,4914,4425,5417,4996,4545,3478,1971,1116,135,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,18,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4105,--,252,256,260,264,271,271,275,279,111,115,119,123,126,130,134,138,145,0,0,0,
非流动负债合计(万元),25100,24419,18648,16252,15049,15124,13818,13875,14283,14733,14171,13884,8972,9360,8474,13069,12780,12211,15072,13169,11317,12390,11027,13231,14934,7688,11521,21925,22978,17982,15286,13290,13293,22547,7555,15910,0,18,
负债合计(万元),1987363,2019471,1844717,1247028,1297557,1246242,1042268,972184,975882,1019682,919318,774780,808579,802292,857913,753876,877463,901534,759498,714454,724438,705752,635354,627489,567024,648444,639168,590592,561199,539399,347095,225477,219151,279319,229560,209796,100284,50283,
实收资本(或股本)(万元),957046,957046,957046,957046,957046,957046,957046,957046,957046,957046,957046,813507,406754,406754,406754,406754,406754,325444,325444,325444,162722,162722,162722,153580,76790,76790,76790,76790,76790,76790,76790,76790,76790,76790,65790,65790,6579,6250,
资本公积(万元),762463,755725,740213,723201,681793,663899,653241,653241,650689,651140,651140,160785,567539,567539,567416,567416,567416,81615,81615,81410,244132,244132,244132,153006,229796,229796,229796,229796,229796,229796,244853,244853,244853,243531,2330,2621,52255,27767,
减:库存股(万元),162881,162881,162570,162570,162570,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),63830,63830,54360,54360,54360,54360,41476,41476,41476,41476,31813,31813,31813,31813,23601,23601,23601,23601,16615,16615,16615,16615,10771,10771,10771,10771,7217,7217,7217,7217,4489,4489,4489,4489,2065,2065,2248,864,
一般风险准备(万元),--,--,--,--,--,--,--,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),434031,321638,284858,276422,398924,324135,294579,260861,344561,270185,237196,222616,263869,216661,224053,216990,249538,213154,199875,180259,198095,167529,156307,140219,151942,124351,111253,96918,104878,93052,86108,75883,72122,56579,42279,35028,19793,7804,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),2054509,1935496,1874055,1848520,1929591,1999477,1946349,1912632,1993780,1919855,1877196,1228721,1269974,1222766,1221824,1214761,1247309,643814,623548,603727,621563,590998,573932,457576,469300,441709,425056,410721,418681,406855,412239,402015,398253,381388,112463,105504,80875,42684,
少数股东权益(万元),8154,7732,82206,92804,31863,41327,45784,27373,17494,4285,6211,6542,4609,5353,4896,5004,2640,2609,630,608,562,532,503,590,569,532,512,478,460,439,1042,1060,1095,374,391,1528,1311,1018,
所有者权益(或股东权益)合计(万元),2062663,1943228,1956261,1941324,1961454,2040805,1992133,1940005,2011274,1924140,1883407,1235263,1274583,1228119,1226720,1219765,1249948,646423,624178,604335,622125,591530,574435,458167,469869,442241,425567,411199,419142,407294,413282,403075,399348,381763,112854,107032,82185,43702,
负债和所有者权益(或股东权益)总计(万元),4050026,3962698,3800977,3188351,3259012,3287047,3034401,2912189,2987156,2943821,2802725,2010043,2083162,2030410,2084633,1973642,2127412,1547957,1383676,1318788,1346563,1297281,1209790,1085656,1036893,1090685,1064735,1001792,980341,946693,760376,628552,618500,661082,342414,316828,182469,93985,		
  
