报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
存货(万元),1185428,1195584,1132846,1091916,1038726,1044070,1054751,989666,913480,896271,889481,846349,808261,821131,808703,763227,710871,678588,763607,682745,618759,685865,657961,620188,567754,547050,519050,485490,479228,452327,65751,342193,333562,346878,355430,291946,283507,259073,210746,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8499,7299,3453,--,5025,6010,4406,--,3942,4208,4900,0,5178,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,6,50,--,137,83,31,--,6,9,17,0,16,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
其他流动资产(万元),248253,502058,623203,441442,300451,632026,641409,774233,572511,498376,507025,376480,140546,133565,164250,208466,62740,110644,72795,5390,4757,5873,169189,--,--,--,--,--,--,0,--,0,0,0,0,0,49,0,0,
流动资产合计(万元),1695197,1928582,1967382,1716990,1508945,1862069,1844598,1921962,1658416,1615447,1590815,1338106,1097850,1099338,1057917,1119717,917358,962352,1087143,959385,811447,1093659,1089125,955115,905118,887420,1074763,976413,838587,766509,324094,540143,512717,523193,485357,436712,432451,431109,431379,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),551430,617909,549792,548324,438845,453740,430385,374645,403782,295006,211351,150328,154424,114379,217363,72928,62214,80074,56993,55449,66900,61855,37486,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,794,2858,3013,3166,5141,5463,7260,6350,2444,--,--,2444,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
长期股权投资(万元),51100,62104,67107,89017,70712,88731,65873,41050,37088,42106,36879,25646,34766,75107,29971,144336,141879,140468,128776,130410,128410,130175,125779,181369,144275,142734,35166,48332,44885,51312,326651,26968,27017,1867,1530,1831,1831,968,1106,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),4078,4144,4211,4560,4627,4693,4760,3374,3323,3409,3425,7691,7785,8030,8030,--,--,--,5010,--,--,--,5434,--,--,--,5701,--,--,0,--,0,0,0,6796,0,0,0,0,
固定资产原值(万元),2231125,--,2084793,--,1766400,--,1661259,--,1470004,--,1373972,--,--,--,--,--,--,--,898182,--,--,--,686941,--,--,--,529407,--,--,0,55981,0,0,0,364469,0,0,262284,188109,
累计折旧(万元),698322,--,631220,--,575476,--,523456,--,479668,--,436994,--,--,--,--,--,--,--,269559,--,--,--,216315,--,--,--,174660,--,--,0,30779,0,0,0,111552,0,0,87570,72143,
固定资产净值(万元),1532803,--,1453573,--,1190923,--,1137803,--,990336,--,936977,--,--,--,--,--,--,--,628623,--,--,--,470627,--,--,--,354747,--,--,0,25202,0,0,0,252917,0,0,174714,115966,
固定资产减值准备(万元),--,--,9735,--,--,--,751,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
固定资产(万元),1532803,1490501,1443837,1240459,1190923,1154894,1137052,1008969,990336,947389,936977,830276,825176,834767,802612,757213,696663,664771,628623,533980,502581,486187,470627,414731,390638,372305,354747,341987,331741,325914,25202,292907,275916,269661,252917,223092,195559,174714,115966,
在建工程(万元),347253,387490,360812,385482,308071,245554,194569,192882,134484,130167,110457,108296,77809,86356,77142,140551,232027,250552,184867,281466,264323,227208,188670,132721,108043,94961,84895,60975,51070,46284,2346,58470,68173,64262,61865,83040,88464,70262,37711,
工程物资(万元),--,--,--,--,--,42,--,--,--,13,5,--,17,17,17,18,29,32,13,102,17,28,41,12,205,115,47,42,18,18,3,18,35,45,27,170,79,491,28,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1052,--,--,855,5,77,--,531,537,537,--,573,566,540,28,902,915,920,0,905,1113,0,0,
生产性生物资产(万元),352403,336646,320549,314704,329200,329862,309109,282922,274527,266429,254355,245196,244425,262423,225437,244396,240060,229112,199559,206213,226536,212437,188387,180056,168352,156036,134530,132321,127899,122212,5710,115806,115256,113097,103248,99208,91349,72569,48449,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
无形资产(万元),113152,102732,100523,95435,86392,81772,78377,77665,79038,75596,71010,75591,72080,70157,67727,65905,64818,56984,55424,57039,55730,56723,50820,53618,63970,57565,38412,55685,32036,31789,5862,30775,30960,30306,30092,29506,29562,25500,22609,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
商誉(万元),12222,12222,12222,12224,12637,12637,12637,12637,12637,12637,12637,436,436,436,436,--,--,--,21,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,723,
长期待摊费用(万元),67514,65744,62170,58671,55936,51344,46677,39775,38317,35395,32069,30776,29187,30014,29609,30549,30995,31682,30822,28346,28314,26956,25333,21333,--,--,12068,12910,11498,9460,344,9205,9472,9254,9721,8922,8960,7415,4346,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
递延所得税资产(万元),1494,1380,1090,2292,7269,1703,1490,960,890,973,1157,1627,141,3,23,3,-527,-532,5,55,153,172,154,--,--,--,3,--,--,0,40,0,0,0,43,0,0,123,72,
其他非流动资产(万元),23682,18221,14265,13809,14896,18504,18289,22295,18247,6682,9192,5330,4021,--,11059,35,--,--,14184,--,--,--,9240,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
非流动资产合计(万元),3057130,3099091,2936577,2764977,2519509,2443476,2299218,2057967,1995527,1818815,1682681,1486334,1455729,1488949,1475776,1458379,1469209,1453144,1306743,1293914,1272966,1201818,1101971,984371,876020,824253,665569,652826,599714,587530,366185,535050,527743,489412,466240,446674,416917,352042,231008,
资产总计(万元),4752327,5027673,4903959,4481967,4028454,4305545,4143815,3979928,3653942,3434262,3273497,2824440,2553579,2588287,2533693,2578095,2386567,2415497,2393886,2253300,2084413,2295477,2191096,1939487,1781138,1711673,1740332,1629239,1438301,1354038,690279,1075193,1040461,1012604,951597,883386,849368,783151,662387,
短期借款(万元),130000,150000,250000,250000,270000,50000,--,--,40000,90890,91000,161978,205303,263192,208447,317557,340516,363986,359575,235854,191451,140917,132496,97545,112816,82161,47411,53865,68717,88744,44200,88613,125760,63079,16900,70739,87922,103890,42618,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,12,--,--,2,8,261,1180,76,223,--,--,--,--,--,--,625,109,--,--,--,--,--,--,--,120000,0,--,0,90000,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,10000,--,10000,11235,--,--,6700,3000,--,--,--,--,0,--,0,13129,18154,11857,16857,8000,0,0,
应付账款(万元),204622,227198,243051,193141,197768,193155,264868,173409,174613,120737,184381,165334,136090,103033,153578,125945,126517,136065,185218,128374,112803,105338,98901,118921,80456,65732,94667,79768,69834,80087,28640,59652,79193,91484,61037,56497,54286,55395,145201,
预收账款(万元),22875,57535,29128,41432,36528,32305,33359,28343,21257,16031,15378,14614,11160,17247,11016,18659,5071,18459,19259,14336,10180,9198,26348,9640,10115,8620,29750,7470,--,9456,20789,4843,2326,-82,19373,6173,6564,5944,5180,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),51047,46525,158738,57939,49360,174761,200096,53084,50662,33618,105874,48184,39512,45968,74026,45381,37402,41935,72252,31282,25450,25127,68999,29453,25733,29442,81158,17899,15651,19371,2091,11342,10042,17215,19732,12137,11415,10231,9926,
应交税费(万元),2543,19566,5348,5672,8754,9707,8329,6895,3492,10423,3026,782,2094,-787,2276,-269,-1445,-2658,4716,-400,-1644,19607,1677,2370,-5134,-3781,-883,5157,-2311,-1082,370,2220,-534,-203,-2571,-149,-528,-1096,1489,
应付利息(万元),9948,7007,6284,3692,1086,74,--,--,2883,4677,5068,3081,7214,7249,10167,8651,8133,4515,6884,8141,7482,6625,4148,4049,2307,1118,2906,--,--,0,569,0,0,0,365,0,0,75,19,
应付股利(万元),145,92,99,92,133,57,71,217598,223,3206,21,11,946,207,22,61,5261,--,22,16,9132,--,7680,1649,1426,13260,745,859,410,6245,82,150,1293,2182,1401,426,444,1670,7766,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
其他应付款(万元),641652,506882,510790,514234,499113,482968,476771,443120,422000,404927,400168,347924,331890,317475,301906,319896,365144,381307,278444,346986,284943,259194,251861,320698,301290,258797,248170,219265,208874,199194,138071,180478,179054,165204,174473,173338,170440,140775,22883,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,99736,50000,50000,--,40000,110000,110000,110000,70000,--,--,50000,120000,--,120000,70000,90000,0,90000,90000,0,0,0,0,
一年内到期的非流动负债(万元),37000,7000,7000,--,--,--,--,--,49989,51015,100944,99771,49898,49952,49952,--,--,--,39896,--,--,--,--,--,--,--,--,--,--,0,--,0,0,5862,0,0,0,0,3000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,49949,49907,49898,99765,49837,99837,--,--,5219,--,6451,6530,6404,--,5951,6046,42953,--,4763,--,0,--,1942,1108,289,0,72,0,0,0,
流动负债合计(万元),1099833,1021805,1210438,1066201,1062754,943027,983493,922449,765127,785734,956946,891651,884095,853373,911226,938618,939598,1008828,966267,821665,767671,682409,702109,666976,538056,498302,553924,509046,481176,522013,304812,439240,501371,453183,392566,336091,338590,316885,238083,
长期借款(万元),156000,189500,89500,100000,100000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116,116,116,116,5116,5116,15116,31116,31116,31116,41116,35000,41116,41116,41116,35116,32083,22083,2083,800,
应付债券(万元),248357,248279,248175,248120,49622,49603,--,--,--,--,--,--,49839,99772,99589,189412,188989,190000,149093,190000,140000,140000,90000,90000,90000,40000,40000,--,--,0,--,0,0,0,0,0,0,0,0,
长期应付款(万元),--,--,--,455,455,455,455,455,455,455,455,--,--,--,--,--,--,--,--,645,662,--,--,72,72,72,142,72,1633,1877,142,1623,2451,2749,6200,2110,1938,6793,0,
专项应付款(万元),--,--,--,1544,1544,--,--,--,--,--,--,--,--,--,--,288,2132,564,75,--,--,--,--,1067,1046,1062,--,1243,--,0,--,0,0,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
长期递延收益(万元),11504,9874,11650,12005,11810,12681,11761,12416,11674,10863,11180,9499,8193,6721,7626,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,--,--,
递延所得税负债(万元),12081,22896,7273,5869,--,5300,10169,7830,5572,3969,1952,3,2050,3684,5880,4440,2544,2037,1835,4912,1231,3072,1810,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,349,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5465,5149,--,7229,--,--,754,6908,--,--,--,5696,--,--,0,1298,0,0,0,1721,0,0,1274,223,
非流动负债合计(万元),427942,470550,356598,367992,163431,68038,22385,20701,17701,15287,13587,9502,60082,110178,113094,199605,198813,192601,158233,195673,142009,143941,98833,96254,96233,56250,76953,32430,32748,42993,36440,42738,43566,43864,43037,34193,24021,10149,1371,
负债合计(万元),1527775,1492354,1567036,1434193,1226184,1011065,1005878,943150,782828,801021,970533,901153,944177,963551,1024320,1138223,1138411,1201430,1124499,1017337,909680,826350,800942,763230,634289,554552,630877,541476,513924,565006,341252,481978,544937,497047,435603,370284,362611,327035,239454,
实收资本(或股本)(万元),531384,522036,522036,522036,522036,435030,435030,435030,435030,362525,362525,319000,319000,319000,319000,319000,319000,319000,319000,319000,319000,319000,319000,314214,314214,314214,314214,314214,314214,273249,273249,248474,248474,225909,225909,225909,225909,188275,40000,
资本公积(万元),607096,484385,484385,484386,484386,571392,571392,571582,571582,654152,644443,484660,484660,481394,484660,489723,483282,485716,489723,493958,485129,493203,489415,34261,41459,42901,10191,39333,40438,41887,0,67155,44278,43943,11284,46091,46001,12131,146861,
减:库存股(万元),119443,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
盈余公积(万元),241257,241257,241257,130089,130089,130089,130089,75057,75057,75057,75057,52594,52594,52594,52594,33275,179110,179151,33275,156362,156395,152991,17344,157202,157202,154428,55653,93572,94037,93994,34762,71422,71664,71604,26079,60943,62943,18316,20347,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
未分配利润(万元),1875751,2133671,1992832,1832774,1609909,2011239,1863917,1823671,1680138,1447972,1138739,1012565,700383,698641,581588,546213,245860,207944,382626,244385,192377,487789,509859,653760,622154,633946,670153,629334,460241,366017,41016,192666,118919,161912,214466,171400,143146,198393,179342,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-781,--,--,--,-395,--,--,--,-481,--,--,0,--,0,0,0,-7,0,0,-6,-4,
归属于母公司股东权益合计(万元),3171860,3452761,3261651,2985435,2751210,3202419,3046089,2937494,2785498,2552530,2226406,1863620,1562054,1562682,1454752,1388211,1227252,1191811,1223842,1213706,1152900,1452983,1335223,1159437,1135029,1145489,1049730,1076452,908930,775147,349027,579717,483335,503369,477731,504344,477998,417109,386546,
少数股东权益(万元),52692,82557,75271,62338,51059,92061,91848,99284,85616,80711,76558,59666,47349,62055,54621,51661,20905,22257,45544,22257,21833,16144,54931,16819,11819,11632,59725,11311,15447,13886,--,13498,12189,12189,38264,8759,8759,39007,36387,
所有者权益(或股东权益)合计(万元),3224551,3535318,3336923,3047773,2802269,3294480,3137937,3036778,2871115,2633241,2302964,1923286,1609403,1624736,1509373,1439872,1248156,1214067,1269387,1235962,1174733,1469127,1390154,1176256,1146849,1157121,1109455,1087763,924377,789033,349027,593215,495523,515557,515995,513102,486757,456116,422933,
负债和所有者权益(或股东权益)总计(万元),4752327,5027673,4903959,4481967,4028454,4305545,4143815,3979928,3653942,3434262,3273497,2824440,2553579,2588287,2533693,2578095,2386567,2415497,2393886,2253300,2084413,2295477,2191096,1939487,1781138,1711673,1740332,1629239,1438301,1354038,690279,1075193,1040461,1012604,951597,883386,849368,783151,662387,		
  
