报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
存货(万元),30944,27512,26255,21097,21567,27070,23402,19250,24712,27722,24523,20476,28649,24588,22200,15612,6116,7424,6254,5095,7570,7677,8082,7581,7224,7191,7625,7909,8457,9154,8681,7689,7066,6479,5926,4954,4859,4730,4463,3823,3729,2738,2251,1638,1340,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
其他流动资产(万元),83209,99751,105159,2534,3022,3823,4062,2866,--,691,62,62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
流动资产合计(万元),376701,375471,372511,406744,353107,351534,342574,214029,171994,166366,156251,174246,153455,145506,144307,159956,71380,78147,69624,76676,66465,64300,62321,69803,61656,59519,58539,67249,65932,66042,61443,64624,54560,45947,43753,47333,42855,37603,38937,43772,39328,20277,23278,19013,16024,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
可供出售金融资产(万元),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
长期股权投资(万元),3097,2256,2585,2661,2680,2658,2677,2500,2469,2401,1718,1679,1394,1382,1293,1293,1293,200,200,200,200,200,200,200,280,280,280,280,80,80,80,80,80,80,80,80,80,0,--,--,--,0,0,96,930,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
固定资产原值(万元),--,41438,--,41288,--,40278,--,39345,--,39056,--,38361,--,37519,--,37053,--,16200,--,16508,--,16129,--,15986,--,6949,--,6278,--,5768,--,5259,--,4788,--,4262,--,3706,--,3356,--,--,3354,2966,--,
累计折旧(万元),--,15539,--,14722,--,13706,--,12540,--,12559,--,11393,--,10226,--,9008,--,6410,--,5879,--,5208,--,4540,--,4075,--,3720,--,3447,--,3120,--,2920,--,2661,--,2402,--,2158,--,--,2058,1661,--,
固定资产净值(万元),--,25899,--,26566,--,26572,--,26805,--,26497,--,26968,--,27293,--,28045,--,9790,--,10629,--,10922,--,11446,--,2874,--,2558,--,2321,--,2140,--,1868,--,1601,--,1304,--,1198,--,--,1296,1305,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,75,--,75,--,75,--,75,--,78,--,79,--,79,--,79,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,0,0,--,
固定资产(万元),25904,25899,26051,26566,27034,26572,26319,26805,26363,26422,26502,26893,26889,27218,27536,27970,9353,9712,9972,10550,10566,10843,11048,11367,2791,2874,2797,2558,2447,2321,2131,2140,2044,1868,1644,1601,1444,1304,1324,1198,1352,1431,1296,1305,1506,
在建工程(万元),116254,116254,116295,116180,111840,112301,112851,112302,113647,55145,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7482,7290,7283,7051,5,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
无形资产(万元),7430,7897,7165,7050,1758,1153,1271,1048,1069,1063,913,972,1058,1145,1232,1316,405,425,447,468,489,511,524,553,219,324,14,16,17,19,20,22,23,29,35,42,49,26,31,37,42,48,59,81,95,
开发支出(万元),9443,8287,7288,5832,6140,5381,4686,3935,2626,976,725,529,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,30,--,--,--,0,0,0,--,
商誉(万元),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
长期待摊费用(万元),23,41,64,111,193,222,268,311,263,227,262,298,287,317,302,327,385,308,329,350,281,23,32,40,56,49,53,20,26,28,26,31,35,44,22,31,54,79,97,131,--,0,0,0,1,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
递延所得税资产(万元),7601,6698,6577,4559,6347,6717,6134,3818,4605,3925,3367,2553,2596,2620,2382,1927,1791,1726,1593,1177,1197,1280,1521,1062,1106,1191,1253,744,943,700,952,446,584,632,761,345,778,1067,868,363,614,511,276,254,176,
其他非流动资产(万元),10033,8750,5765,5455,--,--,--,--,--,57856,55000,55000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,549,530,530,621,504,
非流动资产合计(万元),179986,176282,171990,168614,156192,155205,154408,150920,151244,148215,88687,88124,32425,32882,32945,33034,13428,12373,12542,12745,12734,12857,13326,13223,11934,12009,11680,10669,3518,3149,3209,2719,2768,2655,2543,2101,2407,2507,2321,1729,2559,2521,2162,2359,3211,
资产总计(万元),556687,551753,544501,575358,509300,506738,496982,364950,323238,314581,244939,262370,185881,178388,177253,192990,84808,90520,82166,89422,79199,77157,75647,83026,73590,71527,70219,77918,69450,69190,64652,67343,57328,48602,46296,49433,45262,40110,41258,45501,41887,22798,25440,21371,19235,
短期借款(万元),--,--,--,0,--,--,--,82856,77856,77856,11500,2500,2500,2500,6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,2000,2000,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付票据(万元),--,14467,8039,9667,4050,626,3584,4245,177,274,226,108,3607,490,571,--,--,--,--,--,--,315,--,--,181,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付账款(万元),--,86588,84796,98033,75506,79963,62609,75934,60860,56883,50805,63026,34688,32877,31425,39799,14199,16481,11396,15348,11474,10659,10064,12290,8331,7510,7235,9295,8640,8142,8464,9608,7185,5567,5281,6647,5436,3976,3915,4707,4304,4071,4647,3195,2022,
预收账款(万元),7657,6934,7027,5954,4979,5128,4494,4026,8763,9455,9820,9950,6958,5144,5845,5740,2581,2648,1477,1408,2083,1794,1518,1482,1909,1804,2040,1975,1494,3413,4985,4004,2471,629,460,357,803,425,129,231,181,239,816,305,23,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付职工薪酬(万元),1092,1115,1249,1151,1409,1404,1305,1241,1164,1279,957,806,799,833,840,692,383,438,394,338,328,342,329,347,353,312,378,317,358,314,297,278,288,305,259,245,216,210,212,216,316,274,387,818,673,
应交税费(万元),1562,1898,3257,11255,2307,528,1530,9501,2775,1280,953,8995,-751,1711,306,3961,1583,1403,759,1925,260,72,122,2119,412,569,654,3027,1449,521,733,2061,1435,271,51,818,743,-57,28,1142,249,687,835,1139,415,
应付利息(万元),--,--,--,0,--,--,--,101,--,88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付股利(万元),--,4192,--,0,--,990,15,15,1927,1964,--,--,--,--,649,--,--,--,--,--,--,--,--,301,513,513,139,139,770,1763,139,139,250,206,94,94,94,94,47,47,47,47,41,331,554,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
其他应付款(万元),6111,3980,3756,4717,5370,3963,4632,24692,23978,23672,25504,25921,5273,2078,1248,2282,1442,1606,1519,1694,1344,1407,1399,1479,1289,958,701,637,830,831,869,819,907,613,424,374,715,657,766,708,628,381,518,834,569,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,350,350,
其他流动负债(万元),1293,--,342,143,501,215,7,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
流动负债合计(万元),124072,119173,108466,130919,94121,92816,78176,202637,177499,172751,99766,111307,53074,45632,46883,58472,20188,22577,15545,20712,15488,14588,13432,18018,12987,11665,11146,15390,13541,14984,15488,16908,12537,7591,6569,8536,8007,5306,5098,7051,5725,5699,9245,8973,8105,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,350,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,637,637,637,757,659,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
长期递延收益(万元),6961,7549,6017,5659,3836,5751,5902,5024,5531,6007,5690,7171,4548,5487,5855,6139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3972,5013,5257,5310,4228,3617,4971,4992,1892,1671,1720,953,492,564,742,723,552,341,473,460,645,617,647,624,177,183,185,0,0,
非流动负债合计(万元),6961,7549,6017,5659,3836,5751,5902,5024,5531,6007,5690,7171,4548,5487,5855,6139,3972,5013,5257,5310,4228,3617,4971,4992,1892,1671,1720,953,492,564,742,723,552,341,473,460,645,617,647,624,813,819,822,757,1009,
负债合计(万元),131032,126722,114484,136578,97957,98567,84078,207661,183030,178758,105456,118477,57622,51119,52738,64611,24160,27589,20801,26023,19717,18206,18403,23009,14879,13336,12866,16343,14033,15548,16230,17631,13089,7932,7043,8997,8653,5923,5745,7675,6538,6518,10066,9729,9114,
实收资本(或股本)(万元),83834,83834,83834,83834,83834,83834,52396,43252,43252,43252,43252,43252,43252,43252,21626,21626,17271,17271,17271,17271,17271,17271,17271,17271,17271,17271,17271,17271,17271,17271,13286,13286,13286,13286,8052,8052,8052,8052,6710,6710,6710,5010,5010,5010,5010,
资本公积(万元),259299,255835,255835,255835,255682,255682,287120,30031,29387,29387,29387,29387,29386,29596,51438,51438,10961,10961,10961,10961,10961,10961,10961,10961,10963,10963,10963,10963,11154,11154,14980,14980,14284,14284,15894,15894,15703,15703,17045,17045,17045,138,138,128,128,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,
盈余公积(万元),5109,5109,5109,5109,4795,4795,4795,4795,4429,4429,4429,4429,4107,4107,4107,4107,3900,4023,4023,4023,3899,3899,3899,3899,3868,3868,3868,3868,3135,3135,3135,3135,2626,2626,2626,2626,2285,2285,2285,2285,1974,1974,1974,1693,1499,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
未分配利润(万元),73263,71286,76232,84801,58589,55766,60634,70829,56126,51813,55657,59946,45869,44726,42297,46039,24953,23594,22075,23856,20633,19920,18010,20268,18925,18295,17341,19374,13819,12055,12754,14115,9225,8104,10554,12084,9029,6787,8108,10202,8269,7869,7075,3981,2795,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
归属于母公司股东权益合计(万元),421505,416063,421010,429579,402900,400077,404945,148907,133194,128880,132724,137013,122614,121681,119468,123210,57085,55850,54331,56112,52764,52051,50141,52399,51027,50397,49443,51477,45380,43615,44154,45515,39420,38300,37127,38656,35069,32827,34148,36242,33998,14991,14196,10812,9432,
少数股东权益(万元),4150,8968,9007,9201,8442,8094,7958,8381,7013,6942,6758,6879,5645,5588,5046,5168,3563,7081,7033,7287,6719,6900,7102,7618,7684,7793,7910,10099,10037,10027,4268,4196,4819,2370,2127,1780,1540,1360,1365,1584,1351,1289,1177,830,690,
所有者权益(或股东权益)合计(万元),425655,425031,430017,438780,411342,408171,412903,157289,140208,135823,139483,143893,128259,127269,124515,128379,60648,62931,61364,63399,59483,58951,57243,60016,58711,58191,57353,61576,55417,53642,48422,49711,44239,40670,39254,40437,36609,34187,35513,37826,35349,16280,15373,11642,10122,
负债和所有者权益(或股东权益)总计(万元),556687,551753,544501,575358,509300,506738,496982,364950,323238,314581,244939,262370,185881,178388,177253,192990,84808,90520,82166,89422,79199,77157,75647,83026,73590,71527,70219,77918,69450,69190,64652,67343,57328,48602,46296,49433,45262,40110,41258,45501,41887,22798,25440,21371,19235,		
  
