报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,
存货(万元),178642,185451,237616,236020,241335,235835,244438,243939,171204,169284,170340,141143,137203,135094,147413,128931,128594,113499,119601,102444,17222,4287,19548,7372,9798,2695,5551,3854,8479,1191,5918,1292,4423,2061,6463,3461,2162,1674,1252,4132,1226,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
一年内到期的非流动资产(万元),67360,68760,59453,56110,81595,80730,68264,65237,35990,35283,46423,50923,50420,52862,50538,55538,59984,87002,388,388,340,340,340,340,299,299,299,299,262,262,262,493,230,230,230,230,202,--,177,0,0,
其他流动资产(万元),2750,2358,4798,2499,2876,2611,--,--,--,--,--,--,--,--,--,1,1,1,3116,3069,--,--,--,--,7,--,--,--,--,--,--,0,--,0,--,0,33,--,36,35,36,
流动资产合计(万元),662249,604575,888016,883836,799537,867703,821467,807503,664344,717984,655767,662050,706112,740487,755680,724214,628042,529442,460090,429807,348445,233868,288252,335752,236761,258969,314798,289448,340957,178933,258893,222667,250792,227098,138561,152113,131246,102228,82872,78449,61969,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
可供出售金融资产(万元),25909,18359,14478,14478,14578,14244,14044,13994,28977,29795,29213,31684,15632,15882,4624,4240,4140,4447,4859,4927,5490,5200,4535,4842,4859,4910,5030,5712,6530,6752,--,0,--,0,--,0,0,3280,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
长期应收款(万元),198090,198252,192373,171909,159694,135869,144074,151143,148152,154472,144335,123170,72854,64383,54829,49172,42897,49553,107548,131127,124690,157820,149515,164275,149845,170845,58493,51293,31192,7192,7192,7192,7454,7454,7454,7454,7685,7685,7887,0,0,
长期股权投资(万元),46627,45089,45180,45038,44041,41535,22606,23581,23162,22856,22385,21975,7616,7192,14153,13799,14665,13747,12608,12402,12080,8762,8698,8212,8018,8309,8267,7826,7872,8438,9993,9409,10146,9710,9293,9026,9086,5414,9030,8525,9098,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
投资性房地产(万元),3921,3981,3011,3057,3102,3148,3193,3239,3284,3330,3375,3421,3466,3511,3557,3602,3648,3693,3891,3939,3986,4033,4067,4128,4166,4222,4102,4148,4193,4239,4284,4325,4375,4421,4466,4511,4602,--,4784,1523,4966,
固定资产原值(万元),--,185899,--,199696,--,201538,--,191829,--,193446,--,186989,--,185494,--,180570,--,180068,--,175233,--,177228,--,163311,--,163887,--,161928,--,160291,--,158395,--,160402,--,151872,114481,--,113994,--,--,
累计折旧(万元),--,134809,--,141685,--,138356,--,135244,--,134446,--,132147,--,128704,--,126008,--,123438,--,120827,--,120662,--,118216,--,116431,--,114484,--,112665,--,113394,--,113330,--,108355,79040,--,72398,--,--,
固定资产净值(万元),--,51090,--,58011,--,63182,--,56585,--,59000,--,54843,--,56790,--,54562,--,56630,--,54406,--,56566,--,45096,--,47456,--,47444,--,47626,--,45001,--,47072,--,43517,35441,--,41596,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,
固定资产(万元),49458,51090,56652,58011,61397,63182,55539,56585,57880,59000,53860,54843,55329,56790,54453,54562,55594,56630,54420,54406,55505,56566,46482,45096,46053,47456,46560,47444,47081,47626,44628,45001,45975,47072,41725,43517,35441,44469,41596,591153,43378,
在建工程(万元),1701,1475,25157,13398,9540,1571,5739,3619,3340,3045,3868,1273,1157,941,6648,3005,1933,1574,4303,1990,1100,790,12002,9194,7969,6710,11186,10508,1347,636,24521,11070,471,191,11279,9228,2192,--,95,3753,969,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,-15,-14,-14,--,--,--,-2,--,8,17,0,--,5,0,13,--,72,85,8,0,--,0,0,--,0,-9,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
无形资产(万元),2493744,2500690,2450281,2468876,2487456,2505870,2376144,2382943,2376784,2348469,2166170,2080743,2038492,1987017,1861268,1815514,1761261,1735104,1609941,1548124,1499839,1463827,1429778,1325067,1174378,1174225,1037436,1039581,950141,935905,851226,829635,765913,764616,724403,730845,613446,60384,617777,64135,628697,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,260,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
长期待摊费用(万元),3624,3661,3053,3152,3301,3451,2885,2809,2943,2978,3251,3348,2606,2663,2643,2667,2723,2720,2776,2828,2883,2937,2918,2971,3025,3077,11,11,12,13,14,15,15,16,17,18,20,--,25,28,31,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
递延所得税资产(万元),1270,1300,1359,1309,1337,1366,1372,1301,1348,1352,1007,1011,1049,1049,296,42,42,42,34,34,34,34,33,33,33,33,35,35,35,35,37,0,--,0,--,0,0,--,0,1753,3726,
其他非流动资产(万元),--,--,--,--,--,--,10739,10739,10739,10739,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
非流动资产合计(万元),2824343,2823897,2791545,2779227,2784447,2770235,2636336,2649952,2656609,2636035,2427464,2321467,2198201,2139427,2002456,1946588,1886888,1867510,1800640,1759777,1705606,1699970,1658036,1563836,1398346,1419788,1171126,1166559,1048416,1010836,941967,906732,834359,833480,798638,804600,672471,679638,681195,670862,690863,
资产总计(万元),3486592,3428472,3679561,3663063,3583984,3637938,3457803,3457455,3320953,3354020,3083231,2983516,2904313,2879914,2758136,2670802,2514930,2396952,2260730,2189584,2054051,1933838,1946288,1899588,1635108,1678757,1485924,1456006,1389373,1189769,1200860,1129399,1085151,1060578,937198,956713,803717,781866,764067,749310,752832,
短期借款(万元),107000,45000,85000,80000,50000,50000,--,35000,37000,37000,30000,12000,12000,12000,50000,118111,118611,59000,27000,2779,39000,73000,74000,74000,92000,6000,12500,12500,7500,127500,4500,4500,4500,4500,104500,204500,4500,165973,154405,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付账款(万元),125585,151354,231848,255002,265660,342825,192049,197051,161904,257644,162818,170958,143290,216552,140606,154411,119746,155091,115925,122647,65295,118246,167029,125358,79701,127692,10216,51286,8931,29580,8985,4486,2654,5977,3139,2639,2279,--,1443,4464,4360,
预收账款(万元),17492,30962,60921,52860,52028,46270,46602,33760,28589,14943,19778,11577,9251,4942,7076,5490,5473,3929,5669,5278,3554,3336,11225,7409,7254,5268,3878,2027,2426,2228,1751,1447,2188,1601,2739,1275,1508,--,1307,3846,1272,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付职工薪酬(万元),4609,10978,3092,3335,6020,11277,3555,3511,3901,8260,1533,1515,1549,5842,1633,1749,1754,6604,1955,1798,1784,5065,1426,1210,1262,2972,865,838,1055,1958,1288,1358,1563,1762,1517,1327,1452,--,1274,1234,1883,
应交税费(万元),13796,9593,13187,11535,12483,9642,17518,15252,28297,30629,23287,19682,26600,28574,24104,21605,23769,26221,17479,11728,22597,25139,19987,16865,27114,26067,16179,20163,17121,14440,11596,9516,8443,9036,8193,6202,4975,3546,5864,1465,2534,
应付利息(万元),7607,8274,10801,9726,10747,9892,11236,10260,9562,9312,8521,10966,9064,10915,10148,8176,6722,7599,8158,6054,6471,4668,4883,2857,854,7918,5671,2874,500,170,6044,4257,2444,641,509,630,8269,--,685,1,281,
应付股利(万元),440,440,14160,34734,14160,14160,487,14963,--,--,--,2707,--,--,--,797,--,--,--,--,--,--,--,6148,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,6651,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
其他应付款(万元),82677,92138,81342,75485,82203,81136,84928,80867,77353,85666,85550,69393,72154,66678,60420,48003,45888,52829,48788,40749,39862,43885,44341,36981,38225,34969,34243,29575,28403,29492,31414,31008,33844,36943,34745,10358,9894,19787,17006,13636,29753,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
一年内到期的非流动负债(万元),49005,211005,250005,271005,118005,148005,97405,108405,80905,81905,146896,113396,287573,188028,201364,201364,31391,61391,37073,37073,2273,3573,3573,3573,2281,3973,3973,5273,1818,2273,4196,6633,4878,5333,8018,6973,3273,--,6173,0,13573,
其他流动负债(万元),3579,2438,3939,3838,4083,4727,724,679,679,679,511,511,2119,119,8,8,8,8,8,29311,29311,8,8,68142,68134,200008,200008,200008,200000,8,200000,200000,200000,200000,--,0,150000,--,0,147896,144976,
流动负债合计(万元),411789,562181,754295,797519,615389,717934,454504,499749,428190,526038,478894,412704,563599,533649,495359,559715,353363,372673,262055,257418,210147,276919,326471,342543,316825,414868,287534,324545,267755,207650,269775,263205,260515,265791,163361,233904,186149,189306,188157,179193,198631,
长期借款(万元),1327310,1164710,1198330,1174530,1218755,1198658,1221265,1212265,1225489,1195489,1118896,1110396,893621,926621,864441,775141,833941,730096,736150,703105,639132,538587,575723,543375,331767,312074,285808,255369,250871,137742,113604,77922,49904,49904,50555,153415,27096,27987,39669,50347,47142,
应付债券(万元),250000,250000,250000,250000,310000,310000,360000,360000,280000,280000,160000,160000,160000,160000,160000,130000,130000,130000,130000,130000,130000,70000,20000,20000,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
长期应付款(万元),13850,13850,13850,13850,13850,13850,13850,13850,13850,13850,13850,14300,14755,14755,14755,14755,14755,8455,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
专项应付款(万元),164,164,164,164,164,164,164,164,164,164,164,164,164,164,--,--,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,--,164,164,164,
预计非流动负债(万元),313,313,--,--,--,--,--,--,--,--,--,--,--,--,--,451,451,451,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
长期递延收益(万元),7243,7447,7659,7378,7568,7759,7689,7743,7524,7552,5973,6001,4617,6644,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,
递延所得税负债(万元),1345,1336,1167,1167,1231,1169,1123,1114,1111,1262,1236,1694,1296,1342,1699,1627,1886,1942,2035,2048,3464,3410,3299,3356,789,799,1362,1421,1626,1681,--,0,--,0,--,0,0,--,0,0,93,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1800,1800,108,108,116,116,116,116,125,125,125,125,133,133,142,133,142,150,150,150,--,0,0,--,0,0,--,
非流动负债合计(万元),1600225,1437819,1471170,1447089,1551568,1531600,1604091,1595136,1528138,1498317,1300119,1292555,1074452,1109526,1042694,923774,981305,871215,868465,835433,772876,612277,599310,567019,332845,313162,287467,257087,252802,139720,113909,78236,50218,50218,50719,153579,27260,27987,39833,50511,47399,
负债合计(万元),2012014,2000000,2225465,2244608,2166957,2249534,2058595,2094885,1956328,2024355,1779013,1705259,1638050,1643174,1538053,1483488,1334667,1243888,1130521,1092850,983023,889196,925781,909562,649670,728029,575000,581632,520557,347370,383684,341441,310733,316009,214080,387482,213410,217293,227990,229704,246030,
实收资本(或股本)(万元),305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,305806,255806,255806,255806,255806,255806,255806,
资本公积(万元),185392,185392,184394,184394,184394,184394,184394,184394,184646,184646,184646,184646,184646,184646,186001,185688,185687,185853,192648,192703,188011,187775,187234,187484,187498,187539,187396,188018,188632,188798,186002,186002,186002,186002,181497,61937,115690,297994,115690,115491,115689,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
专项储备(万元),853,771,3271,3327,3377,3196,3007,2865,2494,2255,1770,1542,1463,1165,768,566,289,486,114,179,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,
盈余公积(万元),485650,485650,438104,438104,438104,438104,386290,386290,386290,386290,343616,343616,343616,343616,303030,303030,303030,303030,260781,260781,262042,262042,206718,206718,206718,206718,159723,159723,159723,159723,128996,128996,128996,128996,107677,107677,107677,--,91288,69611,76449,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
未分配利润(万元),448412,408692,455715,422793,425856,398015,447918,412655,403660,369575,395011,368299,365824,337146,365992,336160,331595,305275,318482,287691,295344,269699,301822,271623,266980,234453,244592,207785,204817,177636,185487,155633,142831,113408,117102,133070,101193,--,63133,68998,48895,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,0,--,
归属于母公司股东权益合计(万元),1429249,1389407,1390386,1357520,1360714,1332420,1330158,1294711,1285584,1251926,1233713,1208785,1205375,1176602,1161598,1131250,1126407,1100450,1077831,1047160,1051203,1025322,1001580,971631,967002,934516,897517,861332,858977,831963,806291,776437,763635,734212,712082,558489,580366,553800,525917,509906,496839,
少数股东权益(万元),45329,39064,63711,60936,56312,55983,69051,67859,79041,77738,70505,69472,60888,60137,58485,56063,53856,52614,52378,49574,19824,19320,18927,18395,18436,16212,13406,13042,9839,10436,10885,11522,10783,10357,11037,10742,9941,10773,10161,9701,9963,
所有者权益(或股东权益)合计(万元),1474578,1428471,1454097,1418456,1417026,1388403,1399208,1362570,1364625,1329665,1304218,1278257,1266262,1236740,1220083,1187313,1180262,1153064,1130209,1096734,1071027,1044642,1020507,990026,985438,950727,910924,874375,868816,842400,817176,787958,774418,744569,723119,569231,590307,564573,536078,519607,506802,
负债和所有者权益(或股东权益)总计(万元),3486592,3428472,3679561,3663063,3583984,3637938,3457803,3457455,3320953,3354020,3083231,2983516,2904313,2879914,2758136,2670802,2514930,2396952,2260730,2189584,2054051,1933838,1946288,1899588,1635108,1678757,1485924,1456006,1389373,1189769,1200860,1129399,1085151,1060578,937198,956713,803717,781866,764067,749310,752832,		
  
