报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
资产总计(万元),89972,91632,100701,100683,103529,106974,98427,103750,101548,104080,98457,98944,93069,77552,87359,82553,
短期借款(万元),5000,8000,10500,9500,9500,8500,10500,13000,12600,14600,16100,13600,10100,15365,14800,16100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2350,1825,1095,1380,3180,2380,915,1635,3188,2000,2000,2600,1500,--,70,--,
应付账款(万元),4759,4051,4182,3441,4518,7278,4682,5613,5998,8023,6682,6031,8970,5008,7684,6019,
预收账款(万元),1688,1108,1656,1823,705,717,1348,2105,743,372,617,1569,2095,4085,3247,4720,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),889,1319,740,907,603,1024,705,719,544,1023,808,1316,1687,1410,1844,1420,
应交税费(万元),759,402,480,631,688,1794,1071,1138,2583,2728,2401,2535,932,637,397,819,
应付利息(万元),7,11,10,11,12,11,13,15,19,20,18,25,27,53,38,59,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),299,395,358,370,330,417,312,334,364,477,748,1501,822,512,951,157,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1837,1837,1803,1803,1803,1803,1387,1387,1086,1086,780,1280,4081,10201,6697,931,
其他流动负债(万元),--,--,13,5,5,18,96,72,36,22,76,150,87,71,115,62,
流动负债合计(万元),17587,18947,20838,19871,21343,23942,21029,26019,27161,30352,30230,30607,30300,37343,35843,30287,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,250,4300,14670,19600,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,20883,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),23999,24447,24572,25023,25473,25924,20203,20550,16273,16545,11964,12159,2164,154,1718,--,
递延所得税负债(万元),--,--,--,10,4,9,2,5,1,7,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,215,
非流动负债合计(万元),23999,24447,24572,25032,25478,25933,20205,20555,16274,16552,11964,12159,23297,4454,16388,19815,
负债合计(万元),41586,43394,45410,44903,46821,49875,41235,46574,43435,46904,42194,42766,53597,41796,52231,50102,
实收资本(或股本)(万元),8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,6600,6600,6600,6600,
资本公积(万元),23660,23660,23660,23660,23660,23660,23660,23660,23660,23660,23660,23658,11047,11047,11047,11047,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3065,3065,3065,3065,3065,3065,2947,2947,2947,2947,2658,2658,2658,2297,1908,1342,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),12860,12712,19766,20254,21183,21574,21785,21769,22706,21769,21144,21062,19167,15812,11930,9143,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),48385,48238,55291,55779,56708,57099,57192,57176,58113,57176,56263,56178,39472,35756,31485,28132,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3643,4319,
所有者权益(或股东权益)合计(万元),48385,48238,55291,55779,56708,57099,57192,57176,58113,57176,56263,56178,39472,35756,35129,32451,
负债和所有者权益(或股东权益)总计(万元),89972,91632,100701,100683,103529,106974,98427,103750,101548,104080,98457,98944,93069,77552,87359,82553,		
  
