报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),22,73,72,325,73,120,79,195,111,154,140,125,25,156,193,452,371,12100,--,155,13,7,344,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,1990,1990,--,--,--,--,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),13243,14119,17507,21328,16197,15711,17515,20662,15602,16646,16462,21052,15479,22363,13176,19258,13136,29455,12639,12151,5217,5768,4977,2842,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1027,1115,1203,1290,1416,1466,1590,981,1116,1116,1116,1116,966,966,966,966,--,--,--,--,--,--,--,--,
递延所得税负债(万元),273,296,329,349,377,1110,1159,756,780,804,828,852,1460,1499,1539,1579,--,--,--,--,--,--,--,--,
其他非流动负债(万元),8051,8051,7959,7959,9949,9949,13928,--,--,--,--,--,--,--,--,--,666,666,--,966,300,300,--,--,
非流动负债合计(万元),9352,9463,9490,9598,11742,12525,16678,1738,1896,1920,1944,1968,2426,2465,2505,2545,666,666,666,966,300,300,60,--,
负债合计(万元),22595,23582,26998,30926,27939,28236,34193,22400,17498,18566,18406,23020,17904,24829,15682,21803,13802,30121,13305,13117,5517,6068,5037,2842,
实收资本(或股本)(万元),41804,41804,41804,41804,41804,41804,41804,41804,41804,41804,20902,20902,20902,9501,9501,9501,9501,9501,--,7500,7500,7500,4513,3008,
资本公积(万元),34569,36366,36366,36366,36366,36366,36366,36366,36366,36366,57268,57268,57268,68669,68669,68669,68669,68669,--,8821,8821,8821,4284,611,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),10164,10164,10164,10164,9119,9119,9119,9119,7710,7710,7710,7710,6066,6066,6066,6066,3512,3512,--,3512,1577,560,943,559,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),82684,78638,77279,77068,70986,68164,70860,69776,64432,62109,65081,64242,55793,53522,56844,54749,49804,43474,--,30866,12684,4366,6617,3134,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),169519,167088,165517,165393,158251,155439,158138,157062,150307,147982,150938,150099,140029,137758,141080,138985,131486,125157,54199,50700,30582,21248,16357,7313,
少数股东权益(万元),1018,637,632,635,897,2491,2597,1828,2051,2182,2144,2288,2196,2308,2422,2502,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),170537,167724,166150,166028,159148,157931,160734,158890,152358,150164,153082,152387,142225,140067,143503,141487,131486,125157,54199,50700,30582,21248,16357,7313,
负债和所有者权益(或股东权益)总计(万元),193132,191306,193147,196954,187087,186166,194927,181290,169856,168730,171488,175407,160129,164895,159184,163290,145288,155277,67504,63817,36099,27315,21394,10154,		
  
