报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
应付票据(万元),605,1849,1619,215,284,1098,3269,3738,3654,7584,12572,16680,18791,14733,11367,7795,12830,10031,7265,8873,5275,2067,394,
应付账款(万元),17177,11470,11307,9636,2886,3831,4591,3791,6293,3280,7450,5141,7173,4228,3663,5271,987,1096,1377,3334,3174,2946,3059,
预收账款(万元),1898,2004,951,1463,1074,531,1049,1540,2580,445,3565,3374,1945,1410,1510,2176,432,1881,899,1154,1494,1434,1872,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),--,175,18,18,15,169,2,--,--,0,1,--,--,7,--,7,2,183,--,--,--,17,7,
应交税费(万元),534,998,565,251,259,493,278,368,372,747,371,336,596,1124,625,436,978,981,1062,1417,954,1216,836,
应付利息(万元),4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,867,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),17121,58,138,225,45,61,966,6050,19,38,47,39,530,14,12,10,8,188,22,12,8,925,867,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),52782,29553,14598,11810,4564,6183,10156,15487,12919,12094,24005,26436,32125,21517,20177,21376,15938,15061,11325,15490,11605,9304,7034,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),712,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),19116,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),19828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),72609,29553,14598,11810,4564,6183,10156,15487,12919,12094,24005,26436,32125,21517,20177,21376,15938,15061,11325,15490,11605,9304,7034,
实收资本(或股本)(万元),6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,6667,5000,5000,5000,5000,5000,5000,5000,5000,3390,3000,
资本公积(万元),26724,26724,26724,26724,26724,26724,26724,26724,45692,45692,45692,45692,45692,7256,7256,7256,7256,7256,7256,7256,7256,816,36,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2615,2615,2615,2615,2615,2615,2615,2615,2615,2615,2615,2615,2615,2615,2543,2570,2543,2300,1621,937,937,356,52,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),50439,49428,46755,45994,45619,45645,45342,44455,42164,42591,42607,42063,39065,39392,37227,36084,31629,23552,15641,13068,9099,3532,554,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),86445,85434,82761,82001,81626,81651,81348,80462,97138,97565,97580,97037,94039,54263,52026,50911,46429,38108,29519,26262,22292,8094,3643,
少数股东权益(万元),705,200,76,76,85,77,-2,109,1397,1022,-108,24,42,182,194,213,245,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),87150,85634,82837,82076,81711,81728,81346,80571,98535,98587,97472,97061,94081,54445,52220,51125,46674,38108,29519,26262,22292,8094,3643,
负债和所有者权益(或股东权益)总计(万元),159760,115187,97435,93886,86275,87911,91501,96058,111454,110681,121478,123497,126206,75962,72398,72500,62612,53169,40843,41752,33897,17398,10677,		
  
