报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
存货(万元),3379,5767,4132,8551,5135,6951,11245,11454,9616,7151,7324,7569,6757,5791,11466,14066,14623,12475,2786,3828,5522,4445,8085,8308,7739,5370,5916,8326,7250,7682,11381,8208,6581,6546,6816,7338,5351,5459,6059,5966,7827,7438,4118,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他流动资产(万元),3422,4422,6945,12645,14089,17189,19650,8100,27157,22666,35540,33190,38366,35540,38232,37232,36742,64542,62517,58600,57200,57460,38960,40019,22000,--,--,--,400,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
流动资产合计(万元),59556,60265,64405,68368,70221,73209,79105,77615,97196,95874,119590,112859,100630,101436,93200,94145,83724,111335,81897,81735,80072,77553,69382,73742,69513,70453,70838,80024,78395,79121,81895,78596,74569,77805,72743,73061,68894,14695,12803,16176,13056,14573,8080,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
可供出售金融资产(万元),123445,120105,111416,117318,109689,108985,80438,47696,27835,28223,29034,27960,24925,24925,24800,24800,5800,3600,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
长期股权投资(万元),23487,23163,18459,17544,17268,17012,18290,17905,16744,16264,19258,18951,17447,16810,18492,17305,16289,16283,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
固定资产原值(万元),--,59383,--,59850,--,59619,--,64779,--,65094,--,66493,--,66291,--,35677,--,35375,--,29519,--,29619,--,33256,--,32848,--,25685,--,24590,--,22156,--,21860,--,20429,--,20305,0,20341,20341,19771,20354,
累计折旧(万元),--,21779,--,20080,--,19868,--,23807,--,22993,--,21290,--,20343,--,19627,--,18675,--,14305,--,13297,--,13048,--,11823,--,10804,--,9822,--,8998,--,8189,--,7439,--,6715,0,6020,5293,3900,2598,
固定资产净值(万元),--,37605,--,39771,--,39751,--,40972,--,42101,--,45203,--,45949,--,16050,--,16700,--,15214,--,16322,--,20208,--,21025,--,14881,--,14767,--,13158,--,13671,--,12990,--,13590,0,14321,15048,15871,17755,
固定资产减值准备(万元),--,5541,--,5638,--,5904,--,2726,--,2726,--,2730,--,2730,--,707,--,707,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
固定资产(万元),--,32064,33713,34133,34174,33847,37058,38246,38962,39375,42032,42473,42932,43219,14865,15342,15548,15993,14774,15214,15717,16322,19513,20208,20717,21025,15186,14881,15189,14767,13019,13158,13566,13671,12632,12990,13354,13590,13958,14321,15048,15871,17755,
在建工程(万元),--,2059,434,429,211,209,1295,1264,1257,201,4236,4192,4058,192,22729,19882,16720,12789,667,667,628,625,4771,4688,4686,4604,3638,3464,3141,3216,2448,1387,65,--,--,0,--,0,0,0,0,3,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
无形资产(万元),8778,8831,8889,8948,9036,9065,9213,10389,10438,10486,10653,10701,10750,10798,10861,10910,11120,11118,4907,4936,4964,4993,11803,11866,11929,11993,12124,12155,5193,5223,5253,5283,5314,5344,5374,5404,5434,5458,5488,3837,3881,3640,3687,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,115,226,337,454,572,692,809,4097,4221,4346,4470,6082,5614,5863,5656,3401,3177,3301,3400,187,244,301,358,415,211,302,625,609,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
递延所得税资产(万元),5952,6294,4295,3979,3678,3678,2230,2230,2950,2950,1420,1422,2445,2445,811,811,822,822,73,73,61,61,125,125,121,126,83,83,83,86,84,84,77,79,22,22,22,25,0,0,4,29,8,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,79,79,79,275,17431,17431,15609,16860,487,663,543,543,203,222,222,322,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
非流动资产合计(万元),196348,192516,177206,182350,174058,172796,148523,117731,98186,97499,106711,105778,102635,98663,110009,106596,82134,77801,21362,22125,22605,23353,40511,41332,42022,42539,37113,36197,29469,28949,24205,23089,22322,22493,18215,18660,19111,19431,19862,18369,19234,20169,22060,
资产总计(万元),255904,252782,241610,250718,244279,246005,227628,195346,195383,193373,226301,218637,203265,200099,203209,200741,165858,189137,103259,103860,102677,100906,109892,115073,111535,112992,107951,116222,107864,108070,106100,101686,96891,100298,90958,91721,88005,34126,32664,34545,32290,34741,30139,
短期借款(万元),--,--,--,--,--,--,1000,1000,1000,1000,20000,20000,20000,20000,10000,10000,--,--,3200,3200,3200,--,8600,8600,8600,9600,7000,13000,5000,5000,5000,0,--,4000,--,0,--,8000,8000,8600,9100,11000,6500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,394,394,--,--,1533,1745,224,--,--,60,--,1000,0,--,--,--,0,--,0,300,959,0,100,340,
应付账款(万元),--,9268,--,12043,10060,9794,12879,9444,13550,11154,14635,14586,12194,14656,6633,7168,4642,8629,2558,2944,2255,4205,3705,6183,3387,4187,2391,2698,2876,1912,3722,5155,2882,2468,1419,2293,432,1216,1088,1798,1470,1518,973,
预收账款(万元),6460,6414,6518,6314,6451,6613,5653,5597,5549,5271,7552,6932,6992,6351,5900,5843,6780,3969,344,244,564,269,619,483,427,291,369,1679,1483,1620,2466,1416,683,381,914,1277,235,1349,1569,1582,2851,2322,2686,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付职工薪酬(万元),--,667,--,--,--,--,--,--,--,2,--,--,--,195,86,94,10,15,90,169,40,282,--,218,131,26,--,0,--,--,--,0,--,--,--,0,--,0,0,0,10,100,318,
应交税费(万元),5007,6286,5797,4657,4699,5614,10236,3210,3907,6318,4005,3620,3658,4564,2665,2681,2120,1941,430,628,117,825,-121,119,-294,287,604,108,202,1887,67,988,781,1576,149,-17,-203,857,410,927,895,2345,2344,
应付利息(万元),--,--,--,--,--,--,--,--,1,1,24,24,27,21,15,15,--,--,--,--,--,--,28,28,24,30,--,0,--,9,--,0,--,6,--,0,--,10,10,11,14,18,--,
应付股利(万元),--,5521,--,--,--,--,--,--,1433,1433,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他应付款(万元),--,10017,9918,9986,2063,958,1175,1136,955,919,14407,10150,10434,5412,24596,21046,6935,17245,1246,1250,1199,238,1536,1527,1535,1694,1283,1284,1318,1207,795,401,591,627,271,239,199,539,482,549,883,2513,4909,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
流动负债合计(万元),29879,38173,32240,32999,23273,22978,30943,20387,26395,26099,60623,55312,53304,51199,49895,46847,20487,35799,7868,8830,7769,5818,15367,18692,15556,16339,11647,18770,10939,11636,13049,7960,4936,9058,2753,3793,662,11972,11858,14426,15222,19915,18070,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),12015,10481,6827,8303,9931,10719,4641,3141,2438,2167,1251,1059,19,19,446,874,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
非流动负债合计(万元),12015,10481,6827,8303,9931,10719,4641,3141,2438,2167,1251,1059,19,19,446,874,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,--,--,
负债合计(万元),41894,48654,39067,41302,33204,33698,35584,23528,28833,28266,61874,56371,53323,51218,50340,47721,20487,45799,7868,8830,7769,5818,15367,18692,15556,16339,11647,18770,10939,11636,13049,7960,4936,9058,2753,3793,662,11972,11858,14426,15222,19915,18070,
实收资本(或股本)(万元),44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,44158,27000,27000,27000,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,10000,10000,10000,10000,10000,8000,
资本公积(万元),52082,52082,52082,52082,52082,52082,52082,52082,52082,52082,44082,44082,44082,44082,44082,44082,44082,44082,48614,48614,48614,62114,62114,62114,62114,62114,62114,62114,62114,62114,62114,62114,62114,62114,61319,61319,61319,54,54,54,54,54,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,628,628,628,628,527,527,--,527,--,75,75,75,--,0,--,0,0,0,0,--,--,
盈余公积(万元),10338,10338,9671,9671,9671,9671,7068,7068,7068,7068,6398,6398,6398,6398,5946,5946,5946,5946,3141,3141,3141,3141,2775,2775,2775,2775,2531,2531,2531,2531,2163,2163,2163,2163,1895,1895,1895,1895,1387,1387,1387,913,407,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,527,--,75,0,--,--,--,0,--,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
未分配利润(万元),80149,70267,75851,78298,75553,73939,75058,59100,56769,55032,56322,63087,61009,59947,58683,58835,51187,49152,16635,16274,16151,16333,15508,17364,16961,17635,17631,18779,18254,17762,15199,15874,14103,13388,11491,11214,10629,10204,9365,8678,5626,3859,3662,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),213725,203843,202243,209116,210775,212007,191749,171522,166253,164806,164427,162266,149942,148881,152868,153020,145372,143337,95391,95030,94907,95088,94525,96381,95979,96653,96303,97451,96926,96434,93051,93726,91955,91240,88205,87928,87343,22153,20806,20119,17067,14826,12069,
少数股东权益(万元),285,285,300,300,300,300,295,296,296,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,--,
所有者权益(或股东权益)合计(万元),214010,204128,202543,209416,211075,212307,192044,171818,166549,165106,164427,162266,149942,148881,152868,153020,145372,143337,95391,95030,94907,95088,94525,96381,95979,96653,96303,97451,96926,96434,93051,93726,91955,91240,88205,87928,87343,22153,20806,20119,17067,14826,12069,
负债和所有者权益(或股东权益)总计(万元),255904,252782,241610,250718,244279,246005,227628,195346,195383,193373,226301,218637,203265,200099,203209,200741,165858,189137,103259,103860,102677,100906,109892,115073,111535,112992,107951,116222,107864,108070,106100,101686,96891,100298,90958,91721,88005,34126,32664,34545,32290,34741,30139,		
  
