报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
工程物资(万元),--,79,79,79,79,79,79,79,79,79,79,79,78,68,104,104,585,584,1041,580,2155,1722,1880,1224,1516,1170,1250,1372,1432,2082,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),178959,179480,165524,165355,165208,161768,162608,163462,164899,164064,165929,167160,164856,166360,167132,169286,165185,165394,166869,165882,167258,162342,149354,151064,74034,75606,77431,79042,66910,68437,69989,71521,72966,74455,13568,13646,13720,13453,13586,11532,9288,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),27600,27600,27600,27600,27600,27600,27600,27600,29210,28294,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,27600,25857,25857,--,0,0,0,0,0,0,
长期待摊费用(万元),95,100,109,109,114,217,261,216,579,476,495,516,525,554,573,592,339,515,674,671,334,343,459,633,436,369,248,178,172,147,73,71,286,259,34,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
递延所得税资产(万元),82969,74516,72314,64966,83574,71685,57549,56807,74435,69645,59353,59220,72870,67311,76640,56757,70792,64954,67906,67302,65806,61802,77595,66121,81944,86386,54283,52075,43322,36572,25103,14749,15943,8025,4572,1932,3601,2948,1520,1008,289,
其他非流动资产(万元),19162,19410,20516,20423,99479,126339,122324,100403,81081,70751,40751,15861,51361,51361,51361,51361,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),1549465,1560384,1534422,1473156,1428576,1386444,1362827,1347949,1327923,1300979,1277390,1240443,1312701,1307922,1302316,1256641,1190255,1164221,1164134,1100044,1025642,969840,924419,813703,658743,586951,516014,469159,408967,359178,293781,241126,216393,202552,78114,71290,68595,63020,50768,35002,29974,
资产总计(万元),4517847,4130439,4436392,4325814,3955368,3606759,3882349,3880406,3534021,3241450,3559520,3386032,3191477,3046270,3120271,2875772,2929092,2745469,2984854,2821844,2672892,2560622,2584057,2365769,2230711,1936739,2053602,1888317,1493637,1219970,1266646,1148007,983452,834678,727980,649072,366377,321796,218273,146918,103692,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,95100,13000,38900,--,--,--,0,--,--,--,--,--,--,--,0,--,0,500,500,700,1400,9213,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付票据(万元),--,--,820,820,3000,40000,73000,96000,161200,125000,241000,224000,213000,292568,208000,175000,308391,300364,230000,151680,247800,257010,38889,37050,27860,23730,8200,12335,27265,15530,17815,20345,29400,23480,14710,14520,27250,42830,5700,11630,10465,
应付账款(万元),--,110194,106147,111140,97488,76204,77575,78421,77408,70563,107044,79871,107202,103511,95150,82669,78685,91405,105179,116491,81418,95043,83888,75021,56228,55308,48292,62946,43741,45441,38432,43348,33463,29648,15092,16846,12399,9259,10432,8915,7832,
预收账款(万元),277211,205782,146826,419985,244509,146262,136110,384749,134154,113152,41464,126079,35236,15699,44006,89965,27878,20334,21976,89316,26886,24103,48750,86153,78802,67214,84058,351259,22262,20660,18354,102628,17418,12466,6450,16763,26974,19455,3425,4025,1496,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付职工薪酬(万元),2636,3675,766,20966,1329,1394,1570,16545,1567,1490,1174,11794,937,945,1052,7518,1007,896,1652,7540,901,890,9203,18024,1744,1484,3926,8815,2100,2265,1948,9433,1702,1821,1603,6493,1513,1869,2110,2707,3812,
应交税费(万元),309683,191459,274542,228956,228768,157205,180133,180784,186522,129035,131220,143092,183688,127040,132786,111836,152585,100121,220887,142700,172107,106652,222888,199236,215198,126393,184171,143532,136030,108613,116133,82969,69684,34555,34625,28426,21139,18783,21244,18151,12670,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,223,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),--,51289,--,--,470,28590,470,470,470,470,470,470,470,23996,470,470,1266,29266,470,470,3671,60671,470,470,470,1045,1045,1045,2145,2145,--,5662,--,94,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他应付款(万元),504597,480037,580315,562004,502083,446606,502879,486763,433849,403512,463725,472459,412521,375030,412798,404678,408022,364293,437270,452216,402396,371862,447209,452346,485069,461094,483304,288082,350261,223894,174127,111810,137366,88462,60175,43064,49018,33044,21100,12734,5127,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),1227487,1042437,1109416,1343871,1077646,896262,971736,1243733,995170,843222,986097,1057765,953053,938790,894262,872136,977834,906679,1017433,1055736,948179,955132,851296,868300,865371,736268,812995,868014,583805,418548,366809,376195,289033,190526,132654,126112,138794,125740,64711,59563,50614,
长期借款(万元),11,11,15,15,15,15,15,18,18,18,22,22,25,25,25,25,29,33,33,33,33,33,33,36,36,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),19853,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,19885,19898,19911,19931,19963,19978,19998,20004,20021,20054,20066,20072,20080,20107,20118,20136,20155,20172,20204,20218,20262,20280,20305,20368,20603,21399,21995,22006,24203,24264,24272,14933,14936,14943,14956,14986,15005,15102,15235,15203,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),10071,10292,10514,10735,10956,11178,10900,11109,11598,11713,11828,11943,12170,8538,7190,7193,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),1516,1668,1716,1796,1940,1776,1821,1850,1847,1442,1765,2089,2411,2735,3062,3390,3711,4041,4373,4701,5031,5359,5689,6019,6348,6679,7011,7340,7668,7988,8348,8708,9068,9472,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6784,6787,3789,1496,48,51,53,55,58,60,63,65,67,70,72,74,77,79,82,84,89,89,133,0,0,
非流动负债合计(万元),31451,31857,32142,32456,32842,32931,32713,32975,33467,33193,33668,34119,34679,31378,30385,30726,30661,31016,28366,26434,25329,25704,26055,26416,26810,27379,28512,29440,29782,32300,32724,33094,24117,24527,15065,15080,15114,15134,15276,15275,15203,
负债合计(万元),1258939,1074293,1141558,1376327,1110488,929193,1004450,1276708,1028637,876415,1019766,1091884,987732,970169,924647,902862,1008495,937694,1045800,1082170,973509,980836,877351,894715,892182,763647,841507,897454,613587,450848,399533,409290,313151,215053,147719,141192,153908,140874,79986,74838,65817,
实收资本(或股本)(万元),150699,150699,150699,150699,150699,150699,150699,150699,150699,150699,150699,150699,150699,150699,107642,107642,107642,107642,108000,108000,108000,108000,108000,108000,108000,108000,90000,90000,90000,90000,45000,45000,45000,45000,45000,45000,40500,40500,40500,13500,9000,
资本公积(万元),74170,74170,74170,74170,74170,74170,74170,74170,74177,74177,74175,74175,74175,74175,117231,117231,117231,117231,132653,132653,132653,132653,132653,132653,132653,132653,150653,150653,150649,150653,255641,255641,255641,255641,255641,255641,108,108,108,2133,6633,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15418,14645,5434,3746,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
盈余公积(万元),75349,75349,75349,75349,75349,75349,75349,75349,75349,75349,75349,75349,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,40439,40439,40439,40439,22500,22500,22500,22500,18968,18968,18968,18968,9442,9442,9442,5770,1292,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
未分配利润(万元),2970787,2767411,2998709,2651194,2546643,2379303,2579240,2304944,2206143,2064608,2239085,1993485,1924433,1796802,1916313,1693600,1641132,1528306,1659039,1458899,1408591,1287324,1410482,1174833,1055776,890352,929168,707964,615402,505193,485960,368807,305439,258595,260016,187872,162419,130873,88237,50678,20945,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,-0,-0,-0,-1,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),3260843,3058117,3296776,2951504,2846959,2679624,2879572,2605277,2506388,2364833,2539310,2293710,2203307,2075676,2195186,1972473,1920005,1807179,1938273,1738907,1697810,1578231,1705135,1469486,1336868,1171444,1210260,989055,878551,768345,809101,691948,625049,578204,579626,507481,212468,180923,138286,72080,37871,
少数股东权益(万元),-1935,-1972,-1942,-2017,-2079,-2058,-1673,-1579,-1004,202,444,438,437,425,438,437,592,595,781,767,1574,1556,1572,1568,1661,1648,1834,1808,1499,776,58012,46769,45253,41421,636,399,0,0,0,0,5,
所有者权益(或股东权益)合计(万元),3258908,3056145,3294834,2949487,2844880,2677566,2877899,2603699,2505384,2365035,2539754,2294148,2203745,2076101,2195624,1972910,1920597,1807774,1939054,1739674,1699384,1579786,1706706,1471054,1338529,1173093,1212094,990863,880050,769121,867114,738717,670302,619625,580262,507880,212468,180923,138286,72080,37876,
负债和所有者权益(或股东权益)总计(万元),4517847,4130439,4436392,4325814,3955368,3606759,3882349,3880406,3534021,3241450,3559520,3386032,3191477,3046270,3120271,2875772,2929092,2745469,2984854,2821844,2672892,2560622,2584057,2365769,2230711,1936739,2053602,1888317,1493637,1219970,1266646,1148007,983452,834678,727980,649072,366377,321796,218273,146918,103692,		
  
