报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),7816,7519,7246,7316,7327,7415,7136,7275,7204,7191,7153,6280,12547,12611,10334,3925,4093,4200,4330,4746,2690,699,557,
资产总计(万元),50726,49212,51116,53034,52449,52311,51726,50485,49260,48991,46528,45184,49395,50830,49333,47590,46814,28891,28922,24630,18028,10608,7045,
短期借款(万元),--,--,--,--,--,--,--,400,800,800,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),--,1327,776,412,1229,1199,1643,1010,1038,830,439,230,313,2305,456,948,1099,744,1744,415,1446,277,206,
预收账款(万元),81,61,70,66,276,293,382,323,97,277,26,25,63,43,53,23,35,29,38,230,1,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),636,619,611,984,205,587,919,993,174,506,483,901,125,439,650,116,61,350,531,1185,766,1270,453,
应交税费(万元),144,80,18,154,321,263,312,144,586,651,562,338,331,347,206,149,267,124,363,459,130,-287,538,
应付利息(万元),--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),598,864,4126,6107,670,779,474,723,523,732,234,304,69,28,62,54,73,45,76,134,15,33,16,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),85,85,93,--,117,90,55,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),3070,3036,5695,7722,2818,3210,3785,3640,3218,3796,1745,1798,902,3161,1428,1290,1535,1292,2753,2423,2359,1293,1214,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),6248,6215,3968,3485,5207,5100,2093,2093,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),6248,6215,3968,3485,5207,5100,2093,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,
负债合计(万元),9318,9251,9664,11208,8026,8310,5879,5734,3218,3796,1745,1798,902,3161,1428,1290,1535,1292,2753,2423,2359,1293,1214,
实收资本(或股本)(万元),19760,19760,15200,15200,15200,15200,15200,15200,15200,15200,15200,15200,8000,8000,8000,8000,8000,6000,6000,6000,6000,2000,2000,
资本公积(万元),2127,2127,6346,6346,6346,6346,6346,6346,6346,6346,6346,6346,19905,19905,19905,19905,19905,4906,4906,4906,4906,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2309,2309,2309,2309,2309,2309,2309,2309,2222,2222,2222,2222,1960,1960,1960,1960,1586,1586,1586,1130,476,734,394,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16066,14733,16253,16547,19300,18839,20693,19624,21060,20233,20192,18837,17875,17100,17523,16436,15788,15107,13676,10171,4287,6479,3389,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),40263,38930,40108,40403,43162,42702,44555,43486,44827,44000,43959,42604,47739,46964,47387,46300,45279,27600,26169,22207,15669,9213,5783,
少数股东权益(万元),1145,1031,1345,1424,1261,1299,1293,1265,1215,1195,823,782,754,704,519,--,--,--,--,--,--,102,48,
所有者权益(或股东权益)合计(万元),41408,39961,41453,41826,44423,44001,45848,44752,46042,45195,44783,43386,48493,47668,47906,46300,45279,27600,26169,22207,15669,9315,5831,
负债和所有者权益(或股东权益)总计(万元),50726,49212,51116,53034,52449,52311,51726,50485,49260,48991,46528,45184,49395,50830,49333,47590,46814,28891,28922,24630,18028,10608,7045,		
  
