报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
资产总计(万元),598974,599231,586873,568903,536000,532360,541120,556352,540443,543556,537060,562453,561328,544696,543394,520937,501840,480716,458874,468245,479159,468541,472365,450931,441759,423741,445409,433937,420591,401062,396943,268520,248048,245524,269126,
短期借款(万元),47601,55542,55962,60350,21040,22872,35627,56130,47703,36373,36354,32387,29243,30393,38278,28727,12355,5961,2958,30658,30433,31359,37394,30414,33834,24048,40957,33554,22213,15068,17516,17751,16289,38011,52416,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,860,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),3641,3836,2816,2360,3048,2793,1837,2789,2502,2465,200,1996,1803,1459,4206,2308,2489,3072,3796,3601,5791,6181,3286,5120,3817,--,--,--,--,--,73,0,152,358,618,
应付账款(万元),105115,101493,95794,89434,90118,88718,80242,79673,82433,85303,84382,72099,80649,77080,83976,84425,77730,75206,68185,64120,60360,55201,64794,61000,52203,53007,63912,67586,62670,57866,53754,54692,48158,39986,72195,
预收账款(万元),1691,1183,1469,1162,1480,1061,935,1017,1326,443,1582,933,877,956,4300,793,833,1135,1008,628,1343,2433,676,615,1146,1540,833,1092,417,166,782,505,1098,373,423,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),10483,14041,11169,9403,9847,11991,9916,7931,7999,10809,9449,7367,9380,9230,8534,6998,7259,7955,6657,4946,5218,6830,5953,4647,4442,6133,5806,4886,5639,6169,5778,4605,5149,4177,3234,
应交税费(万元),3373,3689,4258,4305,4215,3887,4736,4882,3938,4361,3337,4281,3024,3610,2363,2593,2639,2279,-3229,-2418,-2766,-2143,1790,-258,-766,-980,-314,960,-928,-1956,1307,218,965,990,2213,
应付利息(万元),98,99,95,55,26,27,44,65,131,34,46,371,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),8193,6558,5643,5467,5848,4764,5609,4004,5310,4445,4453,2186,6498,4005,4038,9992,4510,3988,4077,3766,3730,3821,6366,3439,3134,2624,3238,3540,3523,2046,3119,3121,2960,3288,2525,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6325,7078,7089,1594,1615,1643,1648,1703,5433,5463,683,12783,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),180195,186441,177206,172536,135623,136113,138947,156491,151341,144234,139804,121622,131474,126732,145695,135835,107816,99597,83452,105302,104109,103683,120259,111302,104889,93461,116028,113233,95177,81007,84032,86325,80234,87866,147267,
长期借款(万元),9757,9839,9865,--,--,--,--,--,--,--,--,44036,36302,25822,10297,--,--,--,--,--,--,--,--,--,--,--,6376,6461,7393,17035,18456,20101,20212,28795,10592,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2970,7052,8140,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),52853,54055,55389,57287,58469,59650,73083,74199,64479,76468,77562,78607,74396,69868,--,--,--,--,--,--,--,--,--,10981,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),113,75,93,92,95,94,90,88,75,75,59,59,59,59,60,60,60,60,62,62,62,62,63,63,--,63,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,63812,59183,53536,43004,36339,30063,25772,21488,13767,--,8377,8249,5170,1088,--,--,--,0,0,0,0,
非流动负债合计(万元),62723,63969,65347,57379,58564,59744,73173,74286,64554,76542,77621,122702,110757,95748,74169,59243,53596,43064,36401,30125,25834,21550,13830,11044,8377,8312,14516,14601,15533,17035,18456,20101,20212,28795,10592,
负债合计(万元),242919,250410,242553,229915,194187,195857,212120,230777,215895,220776,217424,244324,242231,222481,219863,195078,161412,142661,119853,135427,129943,125233,134089,122346,113266,101772,130544,127833,110710,98042,102489,106426,100445,116661,157859,
实收资本(或股本)(万元),167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,167416,139513,139513,139513,139513,116261,116261,116261,116261,83044,83044,83044,83044,69203,69203,69203,61203,61203,61203,61203,
资本公积(万元),16808,16808,16591,16591,16591,16591,16591,16591,16591,16591,16591,16591,16591,16591,16591,16591,44493,44493,44493,44493,67745,67745,67745,67745,100963,100963,100963,100963,114804,114804,114804,0,0,189,189,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),30192,30192,27164,27164,27164,27164,25194,25194,25194,25194,24824,24824,24824,24824,24824,24824,24824,24824,23356,23356,23356,23356,20675,20675,20675,20675,17506,17506,17506,17506,14376,14376,14376,11424,8847,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),141299,134280,133146,127254,130257,125327,120717,117281,115975,114246,111773,109873,110768,114063,115274,117027,131598,129225,131658,125455,141853,135946,133594,123904,123812,117287,113352,104591,108368,101507,96072,86515,72024,50999,35468,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,-0,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),356056,348821,344320,338988,341813,336503,329000,325574,324549,322780,319636,318129,319097,322216,323530,325859,340428,338055,339021,332818,349216,343309,338276,328585,328493,321968,314865,306103,309881,303020,294454,162094,147603,123814,105707,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,5049,5561,
所有者权益(或股东权益)合计(万元),356056,348821,344320,338988,341813,336503,329000,325574,324549,322780,319636,318129,319097,322216,323530,325859,340428,338055,339021,332818,349216,343309,338276,328585,328493,321968,314865,306103,309881,303020,294454,162094,147603,128863,111268,
负债和所有者权益(或股东权益)总计(万元),598974,599231,586873,568903,536000,532360,541120,556352,540443,543556,537060,562453,561328,544696,543394,520937,501840,480716,458874,468245,479159,468541,472365,450931,441759,423741,445409,433937,420591,401062,396943,268520,248048,245524,269126,		
  
